Gene = Hip1
index = 1211
Annotated 5SS: [ 299 1412 2202 2368 3179 3671 4142]
Annotated 3SS: [ 989 1470 2257 2431 3234 3736 4198]
SMsplice 5SS: [ 299 1412 2202 2368 3179 3671 4142]
SMsplice 3SS: [ 989 1470 2257 2431 3234 3736 4198]
top_k =  500
Partition function (log Z): 6.317500600762028

Sorted 5' Splice Sites (High to Low Probability):
Position 3671: 0.9956578523481284
Position 3179: 0.9843687029482951
Position 4142: 0.9725222737547359
Position 2368: 0.8727335804114343
Position 1412: 0.818986204663908
Position 2202: 0.5588381671469264
Position 3328: 0.4761715322957669
Position 830: 0.3080880209209926
Position 299: 0.2993932478635448
Position 303: 0.1538649055312746
Position 919: 0.12803633622440247
Position 390: 0.12125942563394536
Position 1239: 0.08953812412371033
Position 762: 0.0522996397724131
Position 1971: 0.05213749252243427
Position 1297: 0.0458144671215243
Position 4655: 0.028451473492129484
Position 1719: 0.02682524863055526
Position 4876: 0.02441641083279115
Position 4872: 0.021489000923594005
Position 4036: 0.01037270291941463
Position 2134: 0.009970990567377921
Position 866: 0.009766691488135665
Position 938: 0.008735332097680555
Position 1587: 0.008395829815806412
Position 940: 0.007324064112536653
Position 4393: 0.006766962727528024
Position 766: 0.005841508129221498
Position 1633: 0.005189085686742811
Position 1552: 0.004709791526651
Position 238: 0.004627955725825929
Position 141: 0.0034448260925904416
Position 704: 0.0033654686985847694
Position 1651: 0.0029378008443878803
Position 3665: 0.002936802885744328
Position 4421: 0.002500408157694195
Position 3090: 0.002447325048991592
Position 4325: 0.0022261502206170204
Position 3371: 0.002095062671456904
Position 760: 0.0017085707731805343
Position 252: 0.0016862226163186082
Position 4532: 0.001629746800820464
Position 2471: 0.00154484828425945
Position 561: 0.0014975268972915708
Position 388: 0.0014606911140084605
Position 714: 0.001265539220655457
Position 2886: 0.001232086130448843
Position 256: 0.001216556015753811
Position 1630: 0.0011348443822408335
Position 381: 0.0009931046474079355
Position 2531: 0.0009913592998606422
Position 173: 0.0009106758317852289
Position 164: 0.0007909378657667138
Position 638: 0.0007235766190923843
Position 1416: 0.0007107671840621374
Position 4808: 0.0006686951006065105
Position 1132: 0.0006512930465993617
Position 1250: 0.0006127919695142367
Position 1754: 0.0005390583661281206
Position 463: 0.0005204147004468713
Position 4408: 0.0004471424023732014
Position 645: 0.00044475167166975547
Position 800: 0.00038679587420341875
Position 182: 0.00024604438539066605
Position 923: 0.00023523829541072342
Position 2117: 0.0002070804830509446
Position 1768: 0.00019636931591106443
Position 1292: 0.00019001072007625788
Position 1674: 0.00016179885413205883
Position 1151: 0.00014995223200655063
Position 404: 0.00013199568312294876
Position 3290: 0.00012584355385734144
Position 368: 9.424124009689348e-05
Position 1889: 8.658996524035396e-05
Position 2436: 7.995026218466152e-05
Position 1604: 7.994254872803952e-05
Position 286: 7.840177642341094e-05
Position 768: 7.709014277965132e-05
Position 2654: 7.002689663837876e-05
Position 822: 4.685651846851951e-05
Position 885: 4.097376190767165e-05
Position 2651: 2.2209487268145263e-05
Position 37: 1.8942790098287095e-05
