Gene = simj
index = 1873
Annotated 5SS: [  632 21156 21523 22424 22601 22865 23859 24105]
Annotated 3SS: [20270 21224 22336 22498 22665 22925 23939 24186]
SMsplice 5SS: [  632 21156 21523 22424 22601 22865 23859 24131]
SMsplice 3SS: [20270 21224 22312 22498 22665 22925 23939 24186]
top_k =  500
Partition function (log Z): 26.22431622224135

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9998360701976423
Position 23859: 0.9991436460108288
Position 22601: 0.9989379784861444
Position 22865: 0.9988138145533756
Position 22424: 0.9967959378795228
Position 21156: 0.9932488383080149
Position 21523: 0.9644947161432889
Position 24131: 0.5137731412953161
Position 24042: 0.36583600755647994
Position 16744: 0.27961251673081056
Position 24474: 0.1561895420682076
Position 22162: 0.15539282320855566
Position 450: 0.12399307207566225
Position 25633: 0.12305835034226674
Position 242: 0.10550458573775141
Position 442: 0.07505540815875124
Position 2803: 0.06830286800467164
Position 24101: 0.054767369364979904
Position 24414: 0.05226743578268636
Position 25237: 0.039018464564999016
Position 24388: 0.03004705536626218
Position 14452: 0.025670936549637535
Position 24105: 0.015984746884939154
Position 22137: 0.015042380525685243
Position 483: 0.013883554932379126
Position 24791: 0.012055471542411725
Position 24109: 0.010214772092362606
Position 24331: 0.010069197730820944
Position 496: 0.009186956988984281
Position 24646: 0.008817659124161149
Position 21550: 0.008780054581876256
Position 246: 0.008545745127285382
Position 14342: 0.00835353200906251
Position 457: 0.007191807447875661
Position 290: 0.0068589540386202125
Position 234: 0.00674979663956351
Position 21145: 0.006270816100728373
Position 21789: 0.006135836655481499
Position 21533: 0.005770535884134077
Position 236: 0.005046985703703817
Position 238: 0.004586712803963941
Position 25006: 0.004017644528075793
Position 264: 0.00313200719237041
Position 21538: 0.0027009720900898495
Position 24750: 0.0026337002773146744
Position 70: 0.0024841501777011763
Position 2368: 0.0023652023579032954
Position 322: 0.002059884513700635
Position 446: 0.002028453487292094
Position 22247: 0.0018077175672936282
Position 75: 0.001757352804243101
Position 25858: 0.0013885355160696813
Position 22004: 0.0011751807013779519
Position 248: 0.001166378238185293
Position 21970: 0.001144217011118851
Position 25445: 0.0009788338891860524
Position 24439: 0.0009721610148420234
