Gene = defl
index = 1667
Annotated 5SS: [1589]
Annotated 3SS: [1645]
SMsplice 5SS: [1589]
SMsplice 3SS: [1645]
top_k =  500
Partition function (log Z): -9.066489591091203

Sorted 5' Splice Sites (High to Low Probability):
Position 1589: 0.9186578539144281
Position 97: 0.2869901265735118
Position 1824: 0.14734116544005568
Position 1359: 0.14027962148839176
Position 1796: 0.07892691164542488
Position 2726: 0.05331859766863381
Position 35: 0.04883918455216546
Position 764: 0.02035447167915824
Position 2042: 0.0183700955747409
Position 1509: 0.015545336980821054
Position 3175: 0.015212899371827857
Position 286: 0.015145008317922893
Position 2234: 0.011765290057224691
Position 2613: 0.009621012362026699
Position 863: 0.006517191523286788
Position 1341: 0.006427219050251669
Position 539: 0.006193477634098768
Position 587: 0.002676542470447543
Position 633: 0.0025943132119551865
Position 689: 0.0020094841897401058
Position 247: 0.0019957190303493276
Position 2423: 0.001964526719834525
Position 2957: 0.001664076039815958
Position 1485: 0.0016038534080371552
Position 935: 0.0014796900472094253
Position 966: 0.0012702900797354596
Position 143: 0.0011644491289625773
Position 1346: 0.0010582859709777769
Position 876: 0.0009160705091291623
Position 652: 0.0008253092003446688
Position 260: 0.0005654925285439203
Position 1491: 0.00040438589320558214
Position 923: 0.00034002877491118793
Position 1137: 0.00033023243700244364
Position 101: 0.0003284530116268859
Position 1029: 0.0003228010021008095
Position 1437: 0.00025129194812110485
Position 1468: 0.00022950333084049862
Position 292: 0.00019091433708291346
Position 1075: 0.0001840032694942334
Position 3195: 0.00014862889619404827
Position 1513: 0.0001302981892233043
Position 1048: 0.0001031931472787735
Position 257: 8.051919539663353e-05
Position 434: 7.606696043722468e-05
Position 518: 7.332848845748965e-05
Position 452: 6.913606417366578e-05
Position 628: 6.549147726293631e-05
Position 371: 5.963691066702466e-05
Position 473: 4.807290087663204e-05
Position 2437: 3.841444768574632e-05
Position 2333: 3.3676077653902115e-05
Position 2091: 3.048195491329564e-05
Position 1757: 2.3331792286713267e-05
Position 2219: 2.2097983709600362e-05
Position 480: 2.0832792705226892e-05
Position 1318: 2.0064869939293148e-05
Position 1846: 1.477687863133782e-05
Position 378: 1.3393784598217844e-05
Position 1027: 1.1663684839619782e-05
Position 2795: 1.1573929171093837e-05
Position 974: 9.730291719469026e-06
Position 1726: 9.059723758018374e-06
Position 1544: 6.938134418914632e-06
Position 1253: 5.8746388159669e-06
Position 818: 4.398156899925641e-06
Position 509: 3.159489264962702e-06
Position 516: 3.0466518711167635e-06
Position 815: 2.737124157992381e-06
Position 775: 2.6750103994780937e-06
Position 581: 2.343292353727799e-06
Position 1274: 2.081605094458717e-06
Position 197: 1.8898416089798382e-06
