Gene = toc
index = 1913
Annotated 5SS: [  448 19685 20772 36062 46865 50570 63793 64136 73218 73964]
Annotated 3SS: [16995 19828 35924 46720 50410 63517 63898 73021 73281 74054]
SMsplice 5SS: [  448 17993 19685 20772 36062 46865 47612 50570 63793 64136 73218 73964]
SMsplice 3SS: [16995 19089 19828 35924 46720 47083 50410 63517 63898 73021 73281 74054]
top_k =  500
Partition function (log Z): 10.654280007531296

Sorted 5' Splice Sites (High to Low Probability):
Position 64136: 0.9999999999999997
Position 36062: 0.9999999999999978
Position 20772: 0.9999999999999976
Position 46865: 0.997728369923178
Position 73218: 0.9972772262532178
Position 73964: 0.9955006054930706
Position 63793: 0.9915753061819143
Position 448: 0.9409684059951506
Position 50570: 0.9335815279167017
Position 19685: 0.8499054427955107
Position 17993: 0.8289207533659836
Position 1525: 0.7563992476729925
Position 47612: 0.45276462533397555
Position 1837: 0.4020425729924405
Position 50327: 0.3829549997528324
Position 47222: 0.2456828767734125
Position 831: 0.22619255203877298
Position 1751: 0.16385620069470758
Position 5843: 0.12437937442828861
Position 75028: 0.07461250783401663
Position 17677: 0.06157157493043791
Position 5422: 0.04666815979109389
Position 49329: 0.03918886705327161
Position 47344: 0.038694407307930695
Position 47283: 0.03760913735921775
Position 71625: 0.037461109199288016
Position 58783: 0.0210079305444262
Position 74127: 0.01966851943454553
Position 3942: 0.018328845965149998
Position 17296: 0.016462712036276972
Position 59829: 0.012236793570696472
Position 56474: 0.008176600414729516
Position 48607: 0.00641948542290713
Position 6242: 0.006368277178044403
Position 860: 0.0058273619073542235
Position 47653: 0.0057166302199383205
Position 3: 0.005444245073877477
Position 935: 0.005101717992742826
Position 930: 0.005079795513544583
Position 47490: 0.005051167792743188
Position 75376: 0.005029046401131046
Position 989: 0.004179122316701183
Position 2528: 0.004008729420549867
Position 63810: 0.0037536545810016478
Position 48915: 0.0036637579559686117
Position 75677: 0.0032037965458351974
Position 2433: 0.0031208006245650234
Position 63760: 0.003061774222734483
Position 54952: 0.0030511913713604207
Position 47361: 0.0028935432215972277
Position 570: 0.0026229249481227682
Position 73222: 0.002457028544985553
Position 74384: 0.0022267842286084133
Position 6238: 0.002152230807728688
Position 851: 0.002094903225608209
Position 249: 0.002025558496532309
Position 47744: 0.001861716943164014
Position 46914: 0.0015338828669289933
Position 194: 0.0013789182834765435
Position 63620: 0.0013253035038218383
Position 75280: 0.0012192144809464339
Position 202: 0.0012124679095732304
Position 173: 0.0011779030286066697
Position 970: 0.0009779667146005864
Position 75605: 0.0008810530731944971
Position 76009: 0.0008083120523802325
Position 802: 0.000630161834934908
Position 63938: 0.0006255159763707216
Position 688: 0.000450896033832323
Position 951: 0.00043223786753228264
Position 799: 0.00038385110279324613
Position 25: 0.00037906784552217736
Position 73401: 0.0003755782342197194
Position 73968: 0.000372024199465893
Position 46869: 0.0003653358587893661
Position 863: 0.00032996236889901517
Position 247: 0.0003291817585703536
Position 673: 0.00028421366653777485
Position 75234: 0.0002754083234956995
Position 778: 0.00026735511729058945
Position 599: 0.00022720738125518432
Position 307: 0.00021028545285059393
Position 1438: 0.00019293048591928843
Position 282: 0.0001836455053318199
Position 868: 0.0001826486619602228
Position 1361: 0.00017156104561413718
Position 198: 0.00016931831751079742
Position 1704: 0.00015270749178761462
Position 745: 0.00014310644285030606
Position 74344: 0.0001427066837510736
Position 531: 0.00013655347490321664
Position 2874: 0.00011691940102079743
Position 566: 0.00010546610997689288
Position 75332: 0.0001006775358195196
Position 2014: 8.886485080475431e-05
Position 794: 8.310492426549634e-05
Position 63647: 6.69424075452326e-05
Position 1774: 6.351679385381442e-05
Position 595: 5.906852221015894e-05
Position 759: 5.846456482600206e-05
Position 220: 5.741307153776101e-05
Position 1456: 5.667962621398437e-05
Position 47279: 5.4969076521445744e-05
Position 188: 5.411920774704005e-05
Position 1469: 5.110675918158564e-05
Position 1880: 4.754881064136698e-05
Position 787: 4.1798166525592505e-05
Position 256: 3.5727715414515056e-05
Position 63971: 3.034594891318173e-05
Position 74148: 2.9313246697387364e-05
Position 1023: 2.7629051570280875e-05
Position 1699: 2.50802355216386e-05
Position 74576: 1.4717078040011734e-05
Position 52832: 1.290032371693452e-05
Position 357: 1.0968473164065862e-05
Position 56071: 1.0607794979663369e-05
Position 2000: 8.557114197802822e-06
Position 562: 7.6025757662100195e-06
Position 1296: 6.935702871201889e-06
Position 2297: 6.841226123559451e-06
Position 75401: 5.984064239405353e-06
Position 1937: 5.299041466008201e-06
Position 192: 5.205391910709058e-06
Position 74181: 4.275450339017651e-06
Position 1767: 3.7361991721066714e-06
Position 1781: 3.3466570190348737e-06
Position 200: 3.292558440148386e-06
Position 74867: 2.8335708462591385e-06
Position 73485: 2.747361208849814e-06
Position 74261: 2.67621096538941e-06
Position 2058: 2.5377698708296745e-06
Position 73978: 2.185308749073278e-06
Position 206: 2.1073521627318363e-06
Position 212: 2.0812687538221055e-06
Position 73888: 1.984386088889839e-06
Position 74662: 1.7093043502915172e-06
Position 12: 1.6521562798179828e-06
Position 350: 1.5312951764462192e-06
Position 544: 6.303991861822392e-07
Position 686: 5.757360169691112e-07
Position 372: 5.46084735958458e-07
Position 574: 4.1238199259347487e-07
Position 29: 3.777826629477971e-07
Position 508: 3.2168277591951653e-07
Position 74196: 2.9966474688244134e-07
Position 10: 2.944692659798215e-07
Position 75169: 2.803120137360139e-07
Position 564: 2.385968506691975e-07
Position 73751: 4.723785420799332e-08
Position 73593: 2.821142401739076e-08
Position 332: 2.2188747734546733e-08
Position 74190: 1.32732354852464e-08
Position 73798: 8.489268663730854e-09
Position 383: 8.39312491859897e-09
Position 577: 8.340316829769367e-09
Position 587: 8.02316885530164e-09
Position 614: 4.292907814401873e-09
Position 619: 4.218839113570431e-09
Position 399: 2.539548167455374e-10
Position 390: 5.921295932331356e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16995: 0.9999999999999986
Position 35924: 0.9999999999999976
Position 63517: 0.9992738582229536
Position 73281: 0.9991722252714083
Position 46720: 0.9983352251363776
Position 19828: 0.9896112029842423
Position 74054: 0.9727182090903185
Position 50410: 0.927689410345128
Position 73021: 0.9263360404380778
Position 63898: 0.9120230738693632
