Gene = tral
index = 1917
Annotated 5SS: [ 514 2001 2899 3196 3609 4012]
Annotated 3SS: [1499 2356 2964 3378 3670 4084]
SMsplice 5SS: [ 514 2001 2899 3166 3609 4012]
SMsplice 3SS: [1499 2368 2964 3378 3673 4084]
top_k =  500
Partition function (log Z): 17.551577060707643

Sorted 5' Splice Sites (High to Low Probability):
Position 3609: 0.9953668962662547
Position 2001: 0.9927071439325955
Position 514: 0.9674596002860589
Position 2899: 0.9378312744020545
Position 4012: 0.874699863352493
Position 3166: 0.7192321611619401
Position 3196: 0.23437076179150068
Position 4185: 0.0789708373464237
Position 5295: 0.07007013420059796
Position 1312: 0.051724782834455904
Position 3170: 0.04179492459259448
Position 4601: 0.037804951382027045
Position 5290: 0.036768596683504635
Position 5471: 0.03630391883197636
Position 232: 0.03329476393604398
Position 1158: 0.03272737576955891
Position 1102: 0.017254443233918518
Position 2911: 0.016577290872333183
Position 4180: 0.013331971079045928
Position 4732: 0.01328846244656653
Position 14: 0.013189222083936324
Position 5695: 0.007335043400085002
Position 1439: 0.006690006167144457
Position 755: 0.0065660960607803005
Position 2639: 0.0038669423137070763
Position 5496: 0.003510740084401245
Position 2416: 0.0034633371159311956
Position 3999: 0.0029930269069203454
Position 3275: 0.002737080802257221
Position 3178: 0.0025022900221560148
Position 4008: 0.002282336069702305
Position 5611: 0.0021584149572210585
Position 5486: 0.0021320394848179983
Position 1096: 0.001835690303763121
Position 5301: 0.0017472889354014248
Position 5223: 0.0016874319359918041
Position 2654: 0.0015344116094907602
Position 4446: 0.0012325742550743763
Position 5810: 0.0010452604302846643
Position 359: 0.0009044549826551062
Position 82: 0.0008415867074181564
Position 4452: 0.0008093367156531977
Position 2789: 0.0007285909920448639
Position 4971: 0.0007269946130894578
Position 5639: 0.0007154111177660194
Position 705: 0.0005870475136373501
Position 2005: 0.0005831136224104746
Position 578: 0.0005523462999829478
Position 4612: 0.0005435076348140514
Position 1429: 0.00040584592353294007
Position 1142: 0.0003944579943798214
Position 5028: 0.00035558246882669146
Position 4016: 0.0003542480469321769
Position 1134: 0.00032952161633502804
Position 518: 0.0003022328014966698
Position 477: 0.00027470298430470164
Position 1027: 0.00022987980268098776
Position 928: 0.00021452174503542142
Position 555: 0.00019112473103653692
Position 1195: 0.00016521333983503435
Position 1298: 0.00015668794328197418
Position 5802: 0.00015161767427706988
Position 1886: 0.00013644446644960547
Position 719: 0.0001355547960474093
Position 832: 0.000123889149099512
Position 2232: 0.0001218361497954522
Position 511: 0.00012114274193452484
Position 2256: 0.0001093161628445251
Position 5011: 0.00010762122461622179
Position 4313: 8.86888204780704e-05
Position 4623: 8.624345803101083e-05
Position 2009: 8.56479711226829e-05
Position 4235: 8.05896318855013e-05
Position 3319: 7.279825943832264e-05
Position 1088: 6.875514458625593e-05
Position 2269: 6.644621543797171e-05
Position 255: 6.633821841762672e-05
Position 623: 6.522629506821556e-05
Position 4822: 6.235334284663389e-05
Position 675: 5.057513250497219e-05
Position 210: 5.035699373931065e-05
Position 2294: 4.5087525436699694e-05
Position 4978: 4.4630512467947247e-05
Position 266: 4.407099990949178e-05
Position 4505: 4.370325078039436e-05
Position 868: 3.380881281573383e-05
Position 3094: 2.900645196568194e-05
Position 732: 2.6224398913682823e-05
Position 208: 2.2899062282096156e-05
Position 2606: 2.120432192795191e-05
Position 84: 2.082329513505099e-05
Position 2480: 2.0335667712778078e-05
Position 18: 2.0227532507733964e-05
Position 2047: 2.0181527173074205e-05
Position 679: 1.9791757012621917e-05
Position 634: 1.9293859354598566e-05
Position 383: 1.6788194785764994e-05
Position 1607: 1.6595725737647142e-05
Position 3107: 1.5720582064158325e-05
Position 1237: 1.2761390906581537e-05
Position 1350: 1.1908997635447047e-05
Position 2777: 1.187390381198121e-05
Position 587: 1.1679513382681625e-05
Position 4458: 1.1574093164944436e-05
Position 1512: 1.1065491077816046e-05
Position 2011: 1.098525163122662e-05
Position 1042: 9.643751601597802e-06
