Gene = ref(2)P
index = 1855
Annotated 5SS: [ 521 2634]
Annotated 3SS: [1151 2688]
SMsplice 5SS: [ 521 2634]
SMsplice 3SS: [1151 2688]
top_k =  500
Partition function (log Z): -3.548032280450982

Sorted 5' Splice Sites (High to Low Probability):
Position 2634: 0.997585396360885
Position 521: 0.8693999598847073
Position 1402: 0.09300579758607155
Position 1847: 0.080910463764832
Position 502: 0.063264980851962
Position 2805: 0.049788727463635586
Position 263: 0.03534589757647377
Position 2814: 0.023885872154099094
Position 624: 0.015230315076096833
Position 1503: 0.011012494922387048
Position 980: 0.00605950571140438
Position 1075: 0.005336472783918237
Position 2534: 0.0037428182870656444
Position 318: 0.0028341115672790755
Position 2867: 0.002806684422301165
Position 840: 0.002788364531213102
Position 549: 0.002382437224192022
Position 1032: 0.00237670592933477
Position 82: 0.001875786011434215
Position 2771: 0.0018451335446988042
Position 142: 0.0015719775424808847
Position 282: 0.0012654123851240124
Position 821: 0.0010788261806775352
Position 630: 0.0007064133820833017
Position 555: 0.0006032036840973065
Position 2775: 0.0005999388143669044
Position 1046: 0.0005616296379664723
Position 1886: 0.0005195126967075699
Position 1963: 0.0002745246082222434
Position 1922: 0.0002728943069521012
Position 1508: 0.00021618640815337773
Position 1527: 0.00020019379772050577
Position 691: 0.00016656296687619685
Position 575: 0.0001654469039024454
Position 761: 0.0001633082689397635
Position 1519: 0.00014698136384922605
Position 210: 0.00013516225918976801
Position 1057: 0.00012444600027978843
Position 1287: 0.0001066075654045567
Position 174: 7.092670304859072e-05
Position 1238: 6.877924362450963e-05
Position 617: 5.770309992462548e-05
Position 975: 5.261536339677128e-05
Position 848: 5.09934985816256e-05
Position 133: 4.587178255083358e-05
Position 240: 3.8852195087606626e-05
Position 449: 3.8716001927142446e-05
Position 795: 3.6833645222838494e-05
Position 1023: 3.460786321219063e-05
Position 213: 3.1786469825853105e-05
Position 60: 1.2791406524067066e-05
Position 851: 8.934707976402373e-06
Position 871: 6.325696183772468e-06
Position 1675: 6.2524603952137575e-06
Position 2638: 6.0197639457206534e-06
Position 322: 5.709530837794621e-06
Position 2981: 5.612244642167392e-06
Position 725: 5.429462434472341e-06
Position 986: 5.24678616459827e-06
Position 1178: 4.781496290926354e-06
Position 992: 4.3872234353011826e-06
Position 465: 4.3340371720816515e-06
Position 660: 4.191257703613553e-06
Position 1390: 3.962315189478794e-06
Position 696: 2.482661551956361e-06
Position 638: 1.3546068748211286e-06
Position 525: 9.735101885133729e-07
Position 2950: 8.718184536526345e-07
Position 2615: 3.451274515384208e-07
Position 363: 1.804906211494059e-07
Position 2429: 1.5857946301695026e-07
Position 1213: 1.194630757833676e-07
Position 486: 3.14630127144743e-08
Position 340: 5.221903401568103e-09
Position 596: 8.999698933938133e-14
Position 669: 2.0421333304796216e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2688: 0.9756538595399122
Position 1151: 0.6441781184443467
Position 1948: 0.1228804900993762
Position 2422: 0.08392409354765169
Position 1013: 0.07672959312956194
Position 2885: 0.07324992264678527
Position 2001: 0.029353109694125704
Position 1582: 0.02735712359556761
Position 318: 0.026427146005475882
Position 2737: 0.02099537330343245
Position 2376: 0.020300722723250113
Position 2446: 0.01949430565774002
Position 1909: 0.01644041964450698
Position 1237: 0.01618210500360851
Position 1526: 0.015714175822392137
Position 2248: 0.011154820740615148
Position 334: 0.01040167469654049
Position 1435: 0.009355140324310987
Position 711: 0.008297840124764411
Position 2017: 0.0074951399154176155
Position 1922: 0.007192483775658462
Position 575: 0.006778521926315706
Position 2922: 0.005652398090450347
Position 1198: 0.004734110202514925
Position 1178: 0.00459416749040533
Position 2206: 0.004126804668899396
Position 381: 0.0036901044639423195
Position 2076: 0.002903863222686668
Position 1049: 0.0023060044639561573
Position 2591: 0.0017124593020165005
Position 1585: 0.001622345116636001
Position 1213: 0.0015380954019719466
Position 809: 0.0015319416486679752
Position 2594: 0.0014594636504258042
Position 1532: 0.00145656651848516
Position 669: 0.001335281245841862
Position 2254: 0.0010915269285423006
Position 1456: 0.0010666500405684144
Position 980: 0.0010061268178605364
Position 2574: 0.0009123925444875424
Position 2275: 0.0008934208780389865
Position 2300: 0.0006802742051607536
Position 2822: 0.0006647777068848583
Position 1066: 0.000599915646606875
Position 745: 0.0005506314792484583
Position 1741: 0.0005160524698726983
Position 604: 0.0004838013187239803
Position 2035: 0.0004058167635036765
Position 2900: 0.0003386969717948059
Position 2934: 0.00032498140427822376
Position 1259: 0.000312240422044784
Position 1781: 0.00030250300430270134
Position 691: 0.00029204928144089187
Position 3061: 0.00026835382786515743
Position 1872: 0.0001842023171073388
Position 1402: 0.00017051626841680712
Position 683: 0.00016370943636505856
Position 1163: 0.00016129316680066656
Position 165: 0.000138987560104481
Position 547: 0.00013871152688987607
Position 1675: 0.00012911871975624373
Position 863: 0.00011468436219835922
Position 2695: 0.0001127960616820851
Position 2956: 0.00010461979048392743
Position 742: 9.487735051361976e-05
Position 2939: 8.379831433789358e-05
Position 1416: 7.723813190762167e-05
Position 477: 6.232321557571946e-05
Position 360: 5.429475844995146e-05
Position 757: 3.9829286179772684e-05
Position 2990: 3.278721277952112e-05
Position 126: 2.840031803250213e-05
Position 2969: 2.6934975473026773e-05
Position 3069: 2.283964397237345e-05
Position 2762: 2.1643938626100824e-05
Position 666: 2.0663949208782723e-05
Position 432: 1.4572240094366965e-05
Position 142: 1.1951283256213701e-05
Position 2769: 1.1363439956489113e-05
Position 213: 4.576615248998657e-06
Position 2793: 4.533263444810531e-06
Position 234: 2.8711865546054162e-06
Position 133: 2.72146806515007e-06
Position 210: 2.3385797381277863e-06
Position 396: 2.046409653828605e-06
Position 116: 1.389054195200689e-06
Position 263: 8.971275070150249e-07
Position 402: 8.797460123603315e-07
Position 1219: 4.041537268688875e-07
Position 1307: 3.5454341401962813e-07
Position 630: 6.400134023707317e-08
Position 480: 4.090884352491163e-08
Position 1270: 3.627794123569473e-08
Position 506: 2.5552736360335835e-08
Position 486: 2.7405905590574583e-09
Position 286: 2.2600003356384838e-09
Position 462: 1.2877096064186339e-09
Position 280: 9.935004833652487e-10
Position 357: 6.102150561740582e-10
Position 596: 1.4537898063953101e-11
Position 525: 1.8413218396711523e-12
Position 272: 5.041551033073135e-13
