Gene = Gr22d
index = 1195
Annotated 5SS: [1010]
Annotated 3SS: [1067]
SMsplice 5SS: [1010]
SMsplice 3SS: [1067]
top_k =  500
Partition function (log Z): -6.149420104434377

Sorted 5' Splice Sites (High to Low Probability):
Position 1010: 0.9949685017174505
Position 185: 0.08586930995434977
Position 98: 0.03029646993453408
Position 509: 0.02960193670018886
Position 290: 0.02460319217486305
Position 812: 0.01709936695416898
Position 32: 0.015895594246888706
Position 541: 0.014196010286839174
Position 848: 0.01390320615219281
Position 710: 0.012326689652117138
Position 635: 0.01019582470224597
Position 584: 0.006536698857941216
Position 379: 0.00624031779628357
Position 536: 0.004287730220252952
Position 581: 0.004053305809822687
Position 425: 0.003738762198539659
Position 476: 0.0015359971187180242
Position 420: 0.0014721786638428123
Position 300: 0.0013078465892269737
Position 794: 0.0009968544838014797
Position 755: 0.0007808391426114813
Position 914: 0.0006572516584539225
Position 42: 0.0004984556306131011
Position 305: 0.00042346480301891777
Position 53: 0.0004230548626370574
Position 195: 0.00041143607396597944
Position 452: 0.0003008837776800148
Position 443: 0.00025585327993784526
Position 278: 0.00023308118674046185
Position 1008: 0.00019322960105783163
Position 223: 0.00014368401048715692
Position 19: 0.00013678491256969994
Position 398: 0.00011594767479343407
Position 677: 0.00010294672714907881
Position 287: 9.060464084435576e-05
Position 524: 8.316297240851635e-05
Position 518: 5.3258210828064144e-05
Position 602: 5.252340980933385e-05
Position 16: 4.612554704749227e-05
Position 264: 4.481336995655889e-05
Position 1014: 4.070968655870148e-05
Position 838: 3.394435713016973e-05
Position 1134: 6.294115375349998e-06
Position 127: 4.980344734875413e-06
Position 124: 4.046112202654471e-06
Position 134: 3.078574446988075e-06
Position 36: 3.0616342970558147e-06
Position 1085: 1.666526986235515e-06
Position 1099: 1.587106506005313e-06
Position 1056: 9.060396572658314e-07
Position 162: 4.123479164523285e-07
Position 403: 3.301715644846001e-07
Position 230: 5.130366952123433e-08
Position 152: 3.1564360237512386e-08
Position 281: 3.073653113174605e-08
Position 155: 2.994912531316009e-08
Position 405: 1.8902386709639634e-08
Position 527: 1.74967303319761e-08
Position 168: 1.1992873986821383e-08
Position 440: 1.383980968644829e-09
Position 967: 6.225878132214594e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1067: 0.9249712237114484
Position 878: 0.15640643204227367
Position 931: 0.08111227959777045
Position 1093: 0.035873048327906595
Position 1055: 0.022372533415873
Position 240: 0.014833280057480929
Position 1074: 0.011453742091286443
Position 618: 0.0094932052959733
Position 779: 0.007299440353420376
Position 264: 0.004260616208899105
Position 98: 0.0030972444298871596
Position 819: 0.002943967140475751
Position 1102: 0.0014061914010102235
Position 433: 0.0013811799493671814
Position 398: 0.0011424500959770598
Position 751: 0.0010684253703689942
Position 193: 0.0009093058845215207
Position 706: 0.0007394964234252052
Position 964: 0.0006616294732712912
Position 723: 0.0006111870293822855
Position 675: 0.0005498124537188112
Position 152: 0.00034551616100407073
Position 464: 0.00024188001207032362
Position 162: 0.00019620641484521326
Position 494: 0.000164449172552326
Position 113: 0.00014953669091280754
Position 437: 0.0001349627854162796
Position 1143: 9.332652062349215e-05
Position 168: 6.109896521782654e-05
Position 327: 5.05760763274643e-05
Position 630: 4.496979136860049e-05
Position 913: 4.4275648544779104e-05
Position 661: 3.590976257322013e-05
Position 1171: 2.4920220813564846e-05
Position 67: 2.2014065344260394e-05
Position 281: 1.5042416849281114e-05
Position 1199: 1.3564215857384715e-05
Position 440: 1.2653281631313164e-05
Position 1109: 1.0382152015808105e-05
Position 403: 6.91221194554924e-06
Position 666: 6.900092316049827e-06
Position 648: 6.555725644302503e-06
Position 278: 5.966840023997875e-06
Position 202: 5.7516048187524756e-08
Position 118: 2.486070938731664e-08
Position 115: 9.804438186539123e-09
Position 200: 3.195492923286765e-09
Position 207: 6.8178741665899e-10
Position 195: 1.8424134613534974e-11
