Gene = Ets65A
index = 1157
Annotated 5SS: [14582 14805 16737 18386 21532 24086]
Annotated 3SS: [14753 16676 18337 21341 23876 24358]
SMsplice 5SS: [  855  3146  3695  6176 14805 16737 21532 24086]
SMsplice 3SS: [ 2851  3317  6007 14753 16676 21341 23876 24358]
top_k =  500
Partition function (log Z): 19.147484119334532

Sorted 5' Splice Sites (High to Low Probability):
Position 21532: 1.0000000000000087
Position 24086: 0.9986816384526572
Position 3146: 0.9982700139838043
Position 6176: 0.982068548959444
Position 3695: 0.9124680867305786
Position 855: 0.8982302547743026
Position 16737: 0.8482891133208177
Position 14805: 0.6307058172233669
Position 2645: 0.39198798383473893
Position 18386: 0.3880011822406994
Position 14582: 0.18143786403324563
Position 23694: 0.17009181992623415
Position 23690: 0.14894968245514004
Position 702: 0.1076117949635333
Position 8042: 0.09776232580251709
Position 3622: 0.08544572003373592
Position 14923: 0.07811745155554344
Position 2718: 0.0522056923452309
Position 2099: 0.048435271449762195
Position 22108: 0.038426577141606744
Position 22423: 0.037491521042407806
Position 20763: 0.026543378458653785
Position 2985: 0.026225813753556648
Position 1483: 0.025487194016705336
Position 22621: 0.019969568584631885
Position 18062: 0.01743956309496003
Position 9241: 0.01565513171314921
Position 8790: 0.011239467963246742
Position 5745: 0.00807683025184706
Position 18904: 0.007325902697634053
Position 24923: 0.006263418084949773
Position 16763: 0.005705552687015872
Position 56: 0.005586040160583
Position 22617: 0.005507275157091394
Position 22131: 0.005381139105506387
Position 19089: 0.005284866323937225
Position 325: 0.005193167039598957
Position 11497: 0.005070802568755563
Position 1148: 0.004901817450956022
Position 21953: 0.004759594524583351
Position 16772: 0.004712976655650392
Position 23328: 0.00440077912566151
Position 134: 0.004105747186530367
Position 24770: 0.004017004322920836
Position 690: 0.0034989843469451845
Position 4310: 0.00331654871127029
Position 22175: 0.003038948179711102
Position 23639: 0.0029704654556524344
Position 5576: 0.002844281483049714
Position 25318: 0.002799275538760096
Position 4184: 0.002718497624503354
Position 25338: 0.002674348581838107
Position 958: 0.002547790657870668
Position 1152: 0.0023710260160441994
Position 4357: 0.002251863680271032
Position 1796: 0.0022288939258002147
Position 18705: 0.0022248602539037075
Position 1086: 0.0020017511523735677
Position 4458: 0.0018393412421088945
Position 5674: 0.0017227892022859954
Position 5781: 0.0016630025057683116
Position 18717: 0.0013259936167824937
Position 2961: 0.0012719492771205356
Position 3685: 0.0010996567218178282
Position 2915: 0.001091286352406847
Position 1321: 0.0010261646775321486
Position 1821: 0.0009736882404805555
Position 5834: 0.00091645878918811
Position 3165: 0.0008606552709044709
Position 25206: 0.0008040330712206098
Position 679: 0.0007992894972593884
Position 4666: 0.0007236687176556992
Position 924: 0.0006930996802059331
Position 22625: 0.0006645245201190005
Position 24707: 0.0006249011090549622
Position 7319: 0.0005891160389384428
Position 5431: 0.00045890067154009614
Position 5624: 0.0004125986185780653
Position 983: 0.00041118180210216295
Position 3261: 0.00040236268557120665
Position 2929: 0.00039722592359090576
Position 5683: 0.0003637092545701169
Position 7310: 0.000346238254684128
Position 6346: 0.00034328316264891723
Position 22613: 0.00032698507096372135
Position 1787: 0.0003249952883590432
Position 22434: 0.00032304029159389
Position 3699: 0.0003062038417364971
Position 4212: 0.00030587544920268313
Position 3460: 0.00030451008247434536
Position 1220: 0.00029777746383373313
Position 25158: 0.00028094229579890106
