Gene = Grasp65
index = 1201
Annotated 5SS: [164]
Annotated 3SS: [599]
SMsplice 5SS: [164]
SMsplice 3SS: [599]
top_k =  500
Partition function (log Z): -4.619313261229729

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9715557051085355
Position 441: 0.018458324524351175
Position 265: 0.010589844396804122
Position 1042: 0.0068853900684997995
Position 375: 0.0036897473223853052
Position 2091: 0.0029419771445036084
Position 1775: 0.002866113247800738
Position 201: 0.0021302140791821275
Position 1596: 0.0019252486130682028
Position 788: 0.0018857451150543737
Position 1079: 0.0016711527065350169
Position 1349: 0.0014051662839830376
Position 536: 0.0012767281081143718
Position 959: 0.0008566651789187471
Position 542: 0.0008019233951572762
Position 1529: 0.0005221151525442749
Position 1523: 0.00035506441422312747
Position 503: 0.0002562027908603093
Position 445: 0.00019816137544540315
Position 1283: 0.00019467276073525139
Position 274: 0.000167326470951427
Position 1989: 0.00011097975853060201
Position 845: 0.00010975143393174786
Position 1916: 0.00010850227307676468
Position 1274: 0.00010811999053338149
Position 2026: 0.00010282241110079879
Position 470: 0.00010238704654925023
Position 168: 9.677388221567108e-05
Position 170: 8.705879762046228e-05
Position 905: 8.333119757725496e-05
Position 1765: 7.584780422543796e-05
Position 248: 6.339981036994684e-05
Position 1504: 5.967647950730513e-05
Position 617: 5.92340856785451e-05
Position 2089: 5.1568123806293666e-05
Position 1266: 4.693159770772263e-05
Position 766: 3.501222633017473e-05
Position 2065: 3.220066051392349e-05
Position 1623: 2.426608518243728e-05
Position 2036: 2.1296460214102796e-05
Position 1493: 1.9456703169873922e-05
Position 349: 1.7036236733255287e-05
Position 432: 1.4333987799726138e-05
Position 855: 1.147392781592922e-05
Position 475: 9.325605614176519e-06
Position 506: 6.949718231246852e-06
Position 70: 6.062625485152874e-06
Position 185: 4.382908439009756e-06
Position 363: 4.353616673636004e-06
Position 3: 4.193498485974681e-06
Position 1508: 2.2701053253450348e-07
Position 752: 1.943108508349501e-07
Position 1762: 1.7191874642327292e-07
Position 29: 1.3510366543101064e-07
Position 887: 1.337258799283996e-07
Position 1387: 4.906113337628973e-08
Position 740: 3.286753766466652e-08
Position 1046: 3.085004438183849e-08
Position 61: 1.3902906913179122e-08
Position 50: 7.17918056420651e-09
Position 565: 5.768957766514958e-09
Position 764: 4.294686024668489e-09
Position 81: 1.7957264112902244e-09
Position 142: 1.2875530304164391e-09
Position 395: 1.0262642157065263e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 599: 0.9863942245871071
Position 1657: 0.007256389266302962
Position 1168: 0.006715038913723198
Position 2162: 0.0064078431190566065
Position 1831: 0.0031552157788327065
Position 307: 0.002974086942356169
Position 231: 0.0028576277363727646
Position 432: 0.0023411976407645865
Position 349: 0.0016723197658331565
Position 1856: 0.0014674402337184925
Position 542: 0.0012608446194890103
Position 1702: 0.0009750677161973557
Position 506: 0.0006534067985560157
Position 2198: 0.0006499872866772297
Position 562: 0.0006068077913718025
Position 622: 0.0005644810048135011
Position 1027: 0.0005474190924001163
Position 1450: 0.0005057077698624547
Position 1596: 0.00046606390010008405
Position 264: 0.00045295966796152855
Position 509: 0.00038112313283403666
Position 1622: 0.00035824111411469705
Position 2040: 0.00032726561762066157
Position 363: 0.0003271026770813389
Position 485: 0.0003234708689939864
Position 546: 0.0003147016930699622
Position 643: 0.0002587784978054566
Position 565: 0.00023564689753364642
Position 923: 0.0002094633006731499
Position 1774: 0.0001880155764451453
Position 616: 0.0001738487112811161
Position 1705: 0.00016869739914747274
Position 1381: 0.000164101979726457
Position 935: 8.400174451194021e-05
Position 774: 7.492734523789324e-05
Position 1742: 6.833906082832938e-05
Position 274: 6.379732002794658e-05
Position 238: 5.4952592544563775e-05
Position 1810: 4.934051672078377e-05
Position 279: 4.424771865725474e-05
Position 1562: 4.246267822339931e-05
Position 683: 3.6841550575357e-05
Position 736: 3.544105551580915e-05
Position 971: 3.509825093107616e-05
Position 1172: 3.423063468733424e-05
Position 1528: 2.1490378437756978e-05
Position 1642: 1.8493275132009414e-05
Position 1522: 1.6450242822737923e-05
Position 905: 1.3056750716933548e-05
Position 1090: 9.35166897957863e-06
Position 2207: 8.777902966223825e-06
Position 2213: 6.707173756055488e-06
Position 1414: 6.3285202413236645e-06
Position 703: 6.046044551045218e-06
Position 248: 5.453226371758979e-06
Position 813: 4.563389793530064e-06
Position 1024: 4.436936109284435e-06
Position 524: 4.227381299909379e-06
Position 778: 3.0091427444361014e-06
Position 59: 1.9756595974321302e-06
Position 74: 1.5966688528794944e-06
Position 70: 7.443529533339427e-07
Position 134: 1.7598767908610296e-07
Position 128: 5.571905660963216e-08
Position 849: 1.834916308740891e-08
Position 240: 3.5765790681046145e-11
Position 163: 1.4331887786378292e-11
Position 94: 3.057598989090543e-12
Position 168: 1.3366812091563435e-13
