Gene = Edc3
index = 1148
Annotated 5SS: [ 953 2156 2379 2526]
Annotated 3SS: [1240 2217 2440 2580]
SMsplice 5SS: [  89  953 2156 2379 2526]
SMsplice 3SS: [ 141 1240 2217 2440 2580]
top_k =  500
Partition function (log Z): 7.4849565400811375

Sorted 5' Splice Sites (High to Low Probability):
Position 2379: 0.9987672795952884
Position 2156: 0.9819480242602944
Position 2526: 0.8393165795136509
Position 89: 0.8216721964184142
Position 953: 0.7441234083396061
Position 3669: 0.14764115401847108
Position 2518: 0.13603142191916162
Position 2811: 0.12635441423032695
Position 228: 0.1143253310570735
Position 235: 0.06162549083241146
Position 1527: 0.0366246779469861
Position 2794: 0.025045212056823463
Position 242: 0.021237490661038114
Position 2802: 0.020881852850376432
Position 246: 0.014059171911270285
Position 2832: 0.010508767693111088
Position 2627: 0.008118017039138918
Position 1171: 0.007873851165689245
Position 3678: 0.007672468779424277
Position 4294: 0.004797125756237614
Position 1426: 0.0038666904534311436
Position 1027: 0.003316249899677101
Position 1124: 0.0030507859758391034
Position 834: 0.0029345689101944595
Position 2171: 0.002717635220615855
Position 72: 0.002704551893717283
Position 3544: 0.002166368357600593
Position 2848: 0.0020925232487357458
Position 507: 0.0020221111655993372
Position 3489: 0.0018574204822317376
Position 93: 0.0015812925019490136
Position 3101: 0.0015620866464183078
Position 1350: 0.001232060782227529
Position 1189: 0.0011623609786240831
Position 1368: 0.0011493924924690284
Position 2553: 0.0011280593675615594
Position 1662: 0.0010307213039674468
Position 1003: 0.000938467786813528
Position 3622: 0.0005802530279036881
Position 3644: 0.0005769278445102257
Position 78: 0.0005347309431398619
Position 3615: 0.0005276695750714454
Position 2383: 0.0005166538550841925
Position 2856: 0.00030724721562479045
Position 3485: 0.00028630780944678843
Position 3529: 0.00026585301556227974
Position 239: 0.0002598857370235078
Position 2784: 0.00025385751450961863
Position 3178: 0.00019589393192847085
Position 555: 0.00016881808256332705
Position 3406: 0.0001342119751036921
Position 263: 0.00012523878743835696
Position 2530: 0.00010247238800912393
Position 2516: 8.548576682894035e-05
Position 64: 8.315298884021231e-05
Position 232: 8.260068107414763e-05
Position 397: 8.230504234156018e-05
Position 2860: 8.09411222575213e-05
Position 1192: 6.363147440239932e-05
Position 3459: 5.5392302532568896e-05
Position 2372: 5.5338748725825715e-05
Position 1344: 5.103180839679165e-05
Position 3059: 4.88636590145005e-05
Position 3144: 4.807146974827756e-05
Position 976: 4.769127101051396e-05
Position 2363: 4.469895214760626e-05
Position 3033: 3.6340410572917306e-05
Position 2638: 3.122336640417364e-05
Position 3125: 2.976096086322448e-05
Position 1629: 2.54611861009148e-05
Position 1797: 2.5054531359946394e-05
Position 31: 1.6351722838224565e-05
Position 3225: 1.5785337402301463e-05
Position 352: 1.4892151303781044e-05
Position 80: 1.1714679664735864e-05
Position 2838: 9.174842724094703e-06
Position 250: 7.198604459078223e-06
Position 528: 6.482315972536582e-06
Position 1904: 6.300821205672814e-06
Position 2338: 6.14798919426386e-06
Position 1387: 6.060306310469385e-06
Position 2876: 5.748912921806483e-06
Position 1809: 5.734394913190378e-06
Position 199: 5.5093508315840895e-06
Position 2281: 4.389112071078254e-06
Position 1576: 3.7074437440803992e-06
Position 645: 3.3883028460709447e-06
Position 2588: 3.0411333849600474e-06
Position 2570: 2.781726085865248e-06
Position 2611: 2.777271935842633e-06
Position 1461: 2.3662676532688427e-06
Position 1044: 1.4168502229669694e-06
Position 375: 1.1645728879971929e-06
Position 2546: 8.709740980461978e-07
Position 2357: 6.752914548537518e-07
Position 2563: 3.534947946138354e-07
Position 566: 1.701674290398212e-07
Position 856: 1.659070287859975e-07
Position 2461: 9.905366621810629e-08
Position 2613: 7.597984789598306e-08
Position 871: 5.7996215594365035e-08
Position 431: 2.283082827869297e-08
Position 1258: 1.8660720852521434e-08
Position 2285: 6.187432985686048e-09
Position 354: 7.216574664994784e-10
Position 424: 7.775627724916447e-12
Position 429: 2.298470960949876e-12
Position 450: 2.1927915283439605e-13
Position 1056: 1.8922516777672372e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2217: 0.9965543344469704
Position 2580: 0.9499010923556376
Position 2440: 0.9093810761441884
Position 1240: 0.7735146328213476
Position 141: 0.7463144030828543
Position 2896: 0.1480297707139923
Position 2455: 0.08661246762134843
Position 326: 0.06962772201656746
Position 3919: 0.06390032472387716
Position 3932: 0.05995742338080739
Position 2018: 0.050109929419343585
Position 1007: 0.04342451978297522
