Gene = rk
index = 1858
Annotated 5SS: [  281  8312  9607 10334 10803 11466 11612 13428 14655 14851 14982 15183
 15612 17450]
Annotated 3SS: [ 7417  9534 10189 10658 11393 11539 13358 14516 14709 14915 15038 15243
 15667 17506]
SMsplice 5SS: [  281 10334 11466 11612 13428 14655 14851 14982 15183 15612 15808 17450]
SMsplice 3SS: [10189 10658 11539 13358 14516 14709 14915 15038 15243 15667 15868 17506]
top_k =  500
Partition function (log Z): 10.279653966066952

Sorted 5' Splice Sites (High to Low Probability):
Position 15612: 0.9962283887646152
Position 14851: 0.9844485076861683
Position 14655: 0.9777155611572874
Position 15183: 0.9675784700538925
Position 17450: 0.9557099348612352
Position 15808: 0.9418167735634358
Position 10334: 0.9129335254719322
Position 14982: 0.8368824864607385
Position 13428: 0.8324887632320968
Position 11466: 0.7017086314025633
Position 281: 0.6794554640441904
Position 9607: 0.6183785657781984
Position 10016: 0.5309070984387465
Position 11612: 0.46822335379731694
Position 17989: 0.42713875383137045
Position 6210: 0.25899584570873496
Position 8312: 0.17130812972219925
Position 417: 0.15062687634485225
Position 10803: 0.13148813790651026
Position 16693: 0.08777658056108677
Position 6940: 0.05523656528592421
Position 12549: 0.051084993658029085
Position 109: 0.04711283530348322
Position 13812: 0.041350789875686196
Position 11002: 0.03726350698111177
Position 11803: 0.031306520290104105
Position 11065: 0.02970227569380713
Position 8988: 0.0287774351853061
Position 114: 0.02630765482630731
Position 15857: 0.022515992202290475
Position 12374: 0.021876269465425913
Position 12996: 0.016952751262932563
Position 283: 0.014133660925960422
Position 672: 0.013824563510367259
Position 813: 0.01340512054024838
Position 16106: 0.012225073767752701
Position 393: 0.010543308496819379
Position 399: 0.01046947956550359
Position 17829: 0.010140625913756472
Position 881: 0.009279907108019082
Position 12646: 0.009219224373839888
Position 6251: 0.008624350466141528
Position 9326: 0.008516013132440626
Position 11918: 0.008461639155781561
Position 15966: 0.0076915800086009315
Position 17886: 0.007644718324985002
Position 14847: 0.007621330486566633
Position 15187: 0.006613384041059206
Position 12442: 0.005778236171366111
Position 10338: 0.005182465393285582
Position 18321: 0.004742829289966598
Position 13459: 0.004487388430254348
Position 17972: 0.004362044818704394
Position 17855: 0.004266544177679624
Position 11470: 0.004027922820474171
Position 15011: 0.0031004520890722037
Position 375: 0.003035137903631909
Position 401: 0.0028435088823758584
Position 10: 0.002808913256085052
Position 373: 0.002791809453392104
Position 12640: 0.002780317806818288
Position 377: 0.0027353026688724693
Position 397: 0.0026945555628860715
Position 16333: 0.002425398031766545
Position 10982: 0.0021844932360212104
Position 5658: 0.0021182397586737307
Position 11487: 0.002093335617081511
Position 403: 0.002071850734349596
Position 12410: 0.0020475407084453476
Position 395: 0.0018400810325617772
Position 5865: 0.0016376314318505589
Position 7162: 0.0016112745682416623
Position 12416: 0.0015178885345367914
Position 11766: 0.0012084569270089925
Position 10881: 0.0011840374536427958
Position 1368: 0.0011666714789175707
Position 677: 0.0010968675047921717
Position 5871: 0.0009764220423497316
Position 612: 0.0009037562798683021
Position 1046: 0.0008504824876432926
Position 4545: 0.000691074138409867
Position 18172: 0.0006807548804579029
Position 7100: 0.000611303373716682
Position 6060: 0.0005002101323564972
Position 11899: 0.0004889309075815603
Position 15839: 0.00047398405051833235
Position 15616: 0.0004538099792289788
Position 14986: 0.00041296276678830246
Position 16064: 0.00022461069553324572
Position 14807: 0.00015957942470147174
Position 11912: 0.00015124290849344134
Position 17225: 0.00011547115040700954
Position 18301: 0.00010528862282733773
Position 16120: 8.490048063996877e-05
Position 14855: 7.590059350782423e-05
Position 15970: 7.198399104429104e-05
Position 16006: 6.075508852479811e-05
Position 15222: 5.229011115211293e-05
Position 15217: 3.8012274499105034e-05
Position 14957: 2.6778199650306795e-05
Position 15343: 2.500050108926066e-05
Position 15559: 2.3523932898914445e-05
Position 14979: 2.1758582699688963e-05
Position 15536: 1.7528248977969852e-05
Position 14897: 8.454146718669451e-06
Position 15524: 5.001249992616141e-06
Position 18157: 4.807281802132349e-06
Position 15689: 4.692865159195358e-06
Position 15973: 4.058840594752258e-06
Position 15574: 3.3207702932449113e-06
Position 16152: 3.3126404386913155e-06
Position 3313: 2.192088870466928e-06
Position 15478: 1.531013198622263e-06
Position 15812: 1.0416102908318126e-06
Position 15684: 6.073804568238442e-07
Position 16060: 3.7108528455002764e-07
Position 15789: 2.307276277626834e-07
Position 16009: 1.802479920329943e-07
Position 15815: 5.463467177468736e-08
Position 15409: 1.2654418651496988e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 14709: 0.9936954849012517
Position 15667: 0.9911608083638777
Position 15243: 0.980239210212584
Position 14915: 0.959189665138354
Position 17506: 0.9498882341987451
Position 14516: 0.9099327940122962
Position 13358: 0.886213015155826
Position 15868: 0.8401206198937098
Position 15038: 0.8310734599194616
Position 10658: 0.796306367869725
Position 10189: 0.7475757395243305
Position 9534: 0.732508518914625
Position 11539: 0.6183124923746901
Position 18047: 0.4188183551519327
Position 9907: 0.3131285771731923
Position 5957: 0.18912272819648843
Position 9859: 0.13947921191669668
Position 7003: 0.06429228320378348
Position 5804: 0.06202928609071932
Position 10110: 0.06064650776222806
Position 16755: 0.060483281783578584
Position 11204: 0.056991401557917216
Position 16170: 0.056139089639917504
Position 17209: 0.05556282033567583
Position 7417: 0.03922034945567694
Position 7724: 0.034923222699358575
Position 8450: 0.031762307640903556
Position 14225: 0.026465166778702774
Position 17153: 0.026337338643143172
Position 18185: 0.024062755957882046
Position 9765: 0.020547124083328497
Position 6095: 0.020184906827080996
Position 9701: 0.01824707584761975
Position 9800: 0.017719596413523355
Position 9171: 0.0156613865702811
Position 10417: 0.01513820614086449
Position 11128: 0.013779362879340512
Position 7299: 0.013763515590620196
Position 15072: 0.01225887580096924
Position 5552: 0.011677615681651772
Position 6160: 0.010641213180918065
Position 13147: 0.009839300012154413
Position 6845: 0.009477482847292001
Position 18226: 0.009307473408421045
