Gene = sstn
index = 1894
Annotated 5SS: [251 472]
Annotated 3SS: [ 370 1394]
SMsplice 5SS: [472]
SMsplice 3SS: [1394]
top_k =  500
Partition function (log Z): -10.194637353200491

Sorted 5' Splice Sites (High to Low Probability):
Position 472: 0.9603107701093769
Position 251: 0.3768963029467086
Position 3374: 0.07777422166923129
Position 306: 0.028682597803291177
Position 983: 0.015775577013448446
Position 3377: 0.004711515134676074
Position 1028: 0.002110811668295022
Position 843: 0.0017707994752317853
Position 144: 0.0014659655524667224
Position 18: 0.0014115543040619332
Position 3121: 0.00121549149303692
Position 1119: 0.0010718107586977193
Position 1155: 0.0005812854577912224
Position 253: 0.000561000821737876
Position 150: 0.0005180812605947635
Position 580: 0.00036945433807109306
Position 766: 0.0003673037298296041
Position 1629: 0.0003240790201951422
Position 1317: 0.00028878646550173495
Position 967: 0.00027918481471240873
Position 999: 0.00023325404070744665
Position 166: 0.0001947209728887762
Position 1032: 0.00016449509747244544
Position 118: 0.00014996896210710666
Position 626: 0.00013579367998369556
Position 461: 9.107700630340173e-05
Position 40: 9.030566559806666e-05
Position 198: 3.21370608317492e-05
Position 309: 2.5908115582087334e-05
Position 171: 1.9828677796318143e-05
Position 90: 1.7889300467737213e-05
Position 69: 1.3670371480650294e-05
Position 7: 8.245072795279436e-06
Position 632: 6.560926661146916e-06
Position 476: 5.696305269995914e-06
Position 74: 3.8352448821213215e-06
Position 613: 3.0716529308703982e-06
Position 35: 2.0105929688184487e-06
Position 483: 1.905290104319889e-06
Position 866: 1.0736718092872751e-06
Position 743: 1.0709677503686108e-06
Position 616: 1.0665568606816376e-06
Position 389: 2.0599353486958124e-07
Position 492: 1.833660879977313e-07
Position 500: 1.8048869367158777e-07
Position 573: 1.7618478153791437e-07
Position 535: 1.2161353040074276e-07
Position 174: 1.1044879233916426e-07
Position 423: 1.0776005407404698e-07
Position 395: 6.836582256382339e-08
Position 955: 5.0728818744719896e-08
Position 974: 4.167270198360743e-08
Position 524: 3.3097712406069663e-08
Position 557: 2.4848533358348554e-08
Position 677: 2.23127465214574e-08
Position 486: 8.88412502622417e-09
Position 507: 8.188641155938848e-09
Position 620: 5.43782518285037e-09
Position 738: 4.5435032800931984e-09
Position 446: 3.796212207666265e-09
Position 604: 2.181081989399851e-09
Position 518: 7.498388297207033e-10
Position 797: 3.8938148413455644e-10
Position 467: 2.9037169720468935e-10
Position 636: 2.4614404033939427e-10
Position 630: 8.443265584920312e-11
Position 527: 1.0815807870184855e-11
Position 530: 5.258596174201725e-12
Position 538: 1.6717356067829073e-12
Position 399: 4.4415988716679337e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 370: 0.3989375097181536
Position 3434: 0.2323008463680199
Position 1394: 0.20142894158197922
Position 3168: 0.1271041968014045
Position 3617: 0.08225476288795198
Position 671: 0.0780539916580802
Position 3631: 0.05644855290500336
Position 2411: 0.030273663799038206
Position 604: 0.02411878029179975
Position 1359: 0.02228902195709666
Position 3493: 0.021532457404356792
Position 809: 0.019530348748781037
Position 1782: 0.012961443924859997
Position 2884: 0.012256363612076996
Position 1588: 0.012187080327479964
Position 1175: 0.011569123308857829
Position 1591: 0.009305828629483202
Position 932: 0.008925621606430243
Position 676: 0.008525846750285825
Position 1362: 0.00744670281672455
Position 3838: 0.006553782577363913
Position 1628: 0.004984268716869249
Position 1275: 0.004949554174510295
Position 1939: 0.004681157285728952
Position 2861: 0.004626086566561348
Position 3514: 0.004526588287382002
Position 1070: 0.0036385542749774766
Position 2443: 0.0036064424260270024
Position 1916: 0.003277262537598527
Position 1221: 0.0032642373955010075
Position 3373: 0.003138000473532799
Position 719: 0.0028558606800539147
Position 753: 0.002627004851917591
Position 689: 0.0022111724344130996
Position 3657: 0.0021358251455192976
Position 2199: 0.002088555142116558
Position 966: 0.0020873180702336925
Position 3501: 0.0018922868201408363
Position 2819: 0.001872412627439385
Position 2566: 0.001871822815328029
Position 3037: 0.001614295249023288
Position 3760: 0.0015629248610530895
Position 616: 0.001501301891935664
Position 3032: 0.0014749581096121127
Position 2209: 0.001467720060735366
Position 1116: 0.0014306930083359027
Position 1808: 0.001367996356838864
