Gene = Spt20
index = 1517
Annotated 5SS: [ 678 1691 3864 4165 5839 6628]
Annotated 3SS: [ 748 1748 3932 4227 6342 6690]
SMsplice 5SS: [ 678 1691 3864 4165 4530 6628]
SMsplice 3SS: [ 748 1748 3932 4227 6342 6690]
top_k =  500
Partition function (log Z): 5.536185731022821

Sorted 5' Splice Sites (High to Low Probability):
Position 1691: 0.9983251314558819
Position 678: 0.9968909618850372
Position 4165: 0.9890615318306459
Position 6628: 0.9811935042974254
Position 3864: 0.9525793628574434
Position 4530: 0.6791236796426534
Position 7088: 0.24982199385096943
Position 5839: 0.24433218052753988
Position 3049: 0.06988412122711089
Position 3148: 0.06394227102826085
Position 4719: 0.060455279925255075
Position 4496: 0.059108879901965644
Position 5949: 0.04099804949682234
Position 7769: 0.03259116357573733
Position 1951: 0.030131817032934247
Position 2813: 0.025938021146737364
Position 7276: 0.01872994441928583
Position 2058: 0.016500963286140535
Position 6961: 0.01144033205827137
Position 4954: 0.010784426501954048
Position 4174: 0.009557917827627665
Position 7654: 0.009325655524127861
Position 5503: 0.009094862403681798
Position 7180: 0.00824112037483035
Position 7161: 0.007920612426142544
Position 2784: 0.005197951322546705
Position 2679: 0.00474887569684204
Position 3792: 0.004636892479185072
Position 6211: 0.0039939571738058935
Position 7437: 0.003916699910335645
Position 557: 0.003692408964183867
Position 1784: 0.0036226817720423922
Position 2848: 0.0026561217796683676
Position 3878: 0.002577524422738054
Position 7700: 0.002542883845427121
Position 4929: 0.0025332510664730196
Position 2712: 0.0022268053580220466
Position 440: 0.0020153716963399863
Position 4003: 0.001734591305230546
Position 4534: 0.0015675563595251745
Position 5476: 0.0014264907701141826
Position 5688: 0.0013203804570984328
Position 7713: 0.0013145940101153633
Position 8089: 0.0011631290896555197
Position 5430: 0.0011121916548260116
Position 8333: 0.0010376509639020703
Position 6589: 0.000917254331101927
Position 586: 0.0008216128601052732
Position 569: 0.0008088284972542056
Position 2005: 0.0007684241113877433
Position 4291: 0.0007034681477831565
Position 3810: 0.00068764976214552
Position 7445: 0.0006729718905456032
Position 1878: 0.0006163325511087085
Position 3868: 0.0005074484163457689
Position 5166: 0.0004964361936656961
Position 8096: 0.0004515615026364635
Position 2796: 0.0004266477516798308
Position 32: 0.00039331433572904864
Position 1284: 0.00037168948299276923
Position 6534: 0.00035398196208126975
Position 862: 0.0003388225456124445
Position 4169: 0.0003192979736720118
Position 2944: 0.0003015838772427861
Position 6531: 0.00030042216371415335
Position 2186: 0.00027727581699532356
Position 485: 0.000274551509821014
Position 6351: 0.00027237051820823383
Position 7231: 0.00025919131076322893
Position 7238: 0.00023570241992349717
Position 831: 0.00021576590209965293
Position 27: 0.00016871738785609244
Position 2510: 0.0001611362021300473
Position 1826: 0.0001526058520453
Position 3657: 0.0001320979098387731
Position 2733: 0.00011673147598543098
Position 6632: 0.00011644448894616052
Position 193: 9.431398101117917e-05
Position 4926: 9.301571721766017e-05
Position 3852: 8.984727708449048e-05
Position 2275: 8.823417840613007e-05
Position 3448: 8.768345767281851e-05
Position 5843: 7.918931270225084e-05
Position 263: 7.799825661988364e-05
Position 3093: 7.100032814551563e-05
Position 2866: 6.797188166306779e-05
Position 277: 6.534611438658913e-05
Position 1211: 6.374588001772053e-05
Position 853: 6.098331530020112e-05
Position 687: 5.575059142458054e-05
Position 561: 5.026908061764443e-05
Position 2107: 5.007170607569812e-05
Position 2154: 4.872759735221627e-05
Position 2467: 4.820626258768807e-05
Position 1697: 4.092505639212899e-05
Position 1726: 3.965706180657682e-05
