Gene = tai
index = 1906
Annotated 5SS: [  661 25036 67880 68486 72985 74492 74772 76401 76768 77123 77809 78935]
Annotated 3SS: [24836 67209 68323 72179 73043 74597 74827 76456 76833 77484 78607 78998]
SMsplice 5SS: [  661  2514  2869 25036 60962 67880 68486 72985 74492 74772 76152 76401
 76768 77123 77809 78935]
SMsplice 3SS: [ 1755  2652 24836 60750 67209 68323 72179 73043 74597 74827 76214 76470
 76833 77484 78607 78998]
top_k =  500
Partition function (log Z): -72.11936988509939

Sorted 5' Splice Sites (High to Low Probability):
Position 2869: 0.9999999999999758
Position 25036: 0.9999995921888706
Position 2514: 0.9100790713405515
Position 661: 0.4121745398638223
Position 1186: 0.14975183375509774
Position 9: 0.11875735982362487
Position 1376: 0.10975279334072871
Position 1164: 0.08227703105575519
Position 2599: 0.03309009097294529
Position 605: 0.03193084829472281
Position 710: 0.02611492073027796
Position 714: 0.025512319191663822
Position 2386: 0.0137255239101628
Position 419: 0.013600924838016257
Position 1432: 0.0069295113641552
Position 2474: 0.005880103501478155
Position 609: 0.005661276521003295
Position 1132: 0.00484826679492686
Position 242: 0.004164978453188721
Position 252: 0.004153064693019243
Position 1677: 0.00382972750748259
Position 1608: 0.0034622241960107283
Position 1260: 0.002837820131616308
Position 736: 0.002725529036702701
Position 840: 0.0025499263020535142
Position 5: 0.002335274501020034
Position 2242: 0.0023312065407750586
Position 718: 0.002199525724783561
Position 1681: 0.001621073813987587
Position 216: 0.0014844482929898498
Position 1938: 0.0013226118226391868
Position 2108: 0.0011644897090051052
Position 2469: 0.0010356309666937336
Position 256: 0.0009982898373399208
Position 1654: 0.0008663675850352691
Position 280: 0.0006054828787889436
Position 278: 0.000599692025661157
Position 613: 0.0005677926809055765
Position 276: 0.0005504879033649472
Position 274: 0.00054029927777109
Position 1923: 0.0005197293357817447
Position 310: 0.0005016879290977806
Position 247: 0.0004923076056931195
Position 1663: 0.0004580698961323824
Position 694: 0.00044387457301826405
Position 295: 0.0004115638985752662
Position 262: 0.00037835819623500576
Position 569: 0.0003455461255097102
Position 299: 0.00029126668835738215
Position 270: 0.0002838092574644402
Position 776: 0.00026513734125289967
Position 1144: 0.00025953224894728876
Position 161: 0.0002535147234788496
Position 272: 0.00025072215809660985
Position 1417: 0.00022746109812371226
Position 183: 0.00022165419633891976
Position 301: 0.00021924428323424463
Position 1913: 0.00020707420589502506
Position 2218: 0.0001918250969212968
Position 31: 0.00018468338206584865
Position 650: 0.00015940450358088373
Position 404: 0.00015853368733956532
Position 1289: 0.00014548292402262884
Position 1253: 0.0001236115575204265
Position 881: 0.00011294267038192054
Position 1180: 0.00010102521859603041
Position 500: 9.810406411744567e-05
Position 166: 9.526771455768995e-05
Position 103: 9.248860077961949e-05
Position 1548: 7.75294973410415e-05
Position 424: 6.847277129518883e-05
Position 427: 6.611625678379083e-05
Position 665: 6.610402613616317e-05
Position 62: 6.489879629430319e-05
Position 2454: 6.0253590949048384e-05
