Gene = mRpS26
index = 1779
Annotated 5SS: [292]
Annotated 3SS: [387]
SMsplice 5SS: [292]
SMsplice 3SS: [387]
top_k =  500
Partition function (log Z): -6.139338778750972

Sorted 5' Splice Sites (High to Low Probability):
Position 292: 0.948691666073463
Position 849: 0.08118034901205462
Position 323: 0.020397372892260884
Position 337: 0.018166996261043664
Position 842: 0.013699572467240094
Position 777: 0.006500959081288589
Position 46: 0.003561560653548934
Position 286: 0.002708853233882223
Position 316: 0.001148282942483063
Position 662: 0.00029181105495003503
Position 163: 0.0002810279503728434
Position 404: 0.0002190424139992938
Position 344: 0.00017867759333093844
Position 296: 0.00016126219766946203
Position 576: 0.000158245151361108
Position 30: 0.00011066977942081437
Position 587: 9.986034689000451e-05
Position 140: 7.083571737918216e-05
Position 681: 6.098912634795376e-05
Position 244: 4.66857849751546e-05
Position 552: 2.3936976674501083e-05
Position 873: 2.1103330876378936e-05
Position 867: 1.864590881925106e-05
Position 408: 1.8138791817633703e-05
Position 62: 1.0356985915929115e-05
Position 150: 6.59765021821515e-06
Position 865: 5.326186595096208e-06
Position 356: 5.021224616023364e-06
Position 224: 4.874089496413964e-06
Position 19: 3.972914735332112e-06
Position 167: 2.173539331318054e-06
Position 733: 2.1351219149638144e-06
Position 431: 1.8639664326674032e-06
Position 200: 1.7644570469228056e-06
Position 496: 1.4479533558995943e-06
Position 217: 1.0931311442574517e-06
Position 428: 7.930462628183528e-07
Position 3: 5.491630722677482e-07
Position 412: 2.5865814393541263e-07
Position 467: 1.0971811788922206e-07
Position 746: 5.313000031519235e-08
Position 115: 2.189449911745767e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 387: 0.9737648415053505
Position 903: 0.09525889101513083
Position 353: 0.01623001070903043
Position 917: 0.008982961765040523
Position 455: 0.0010178765029634526
Position 484: 0.0008012473885482917
Position 420: 0.00034626085967471654
Position 404: 0.0002613785075415281
Position 458: 0.00023161155057547055
Position 115: 0.00015696426052844484
Position 412: 0.00015533976876484014
Position 394: 9.399246789378157e-05
Position 487: 8.089033434232872e-05
Position 136: 6.307236141280894e-05
Position 601: 5.93379358801554e-05
Position 180: 5.3048441808510964e-05
Position 542: 4.531133288901696e-05
Position 719: 4.1643187208764496e-05
Position 103: 3.716035581388048e-05
Position 481: 3.516215216672598e-05
Position 702: 3.4151263480723065e-05
Position 622: 2.2312584486958882e-05
Position 424: 2.034593951426333e-05
Position 838: 1.880530311161358e-05
Position 428: 1.5757617217038762e-05
Position 586: 8.177173755258196e-06
Position 865: 5.9593914608874305e-06
Position 873: 5.8982901999466724e-06
Position 238: 3.124701239830728e-06
Position 731: 2.338598407013278e-06
Position 92: 2.14423968843553e-06
Position 150: 1.9124123971104684e-06
Position 574: 1.6895243082167707e-06
Position 244: 1.6355429099437001e-06
Position 241: 8.592331769117971e-07
Position 502: 5.473034596482203e-07
Position 798: 5.465547315670023e-07
Position 490: 4.1091416178188724e-07
Position 163: 4.0036799871975213e-07
Position 547: 2.1927846358968295e-07
Position 580: 1.6842855071559042e-07
Position 442: 1.2774065419824554e-07
Position 808: 1.1666711585419156e-07
Position 208: 8.240180140980957e-08
Position 842: 6.313296495693892e-08
Position 214: 6.201291427904212e-08
Position 286: 5.588242301465312e-08
Position 250: 3.3713826359138275e-08
Position 329: 4.171106240230725e-09
Position 304: 2.8161087850714456e-09
Position 210: 1.6520452529478908e-09
Position 310: 1.8343359768891648e-10
Position 292: 1.165352640684991e-10
Position 256: 9.903606951268705e-12
Position 253: 6.186863771535063e-12
Position 265: 4.405194488128677e-13
Position 46: 1.7457280014459632e-13
Position 273: 1.2965998242134557e-13
