Gene = CtIP
index = 1111
Annotated 5SS: [ 220  863 1626]
Annotated 3SS: [ 276 1003 1689]
SMsplice 5SS: [ 220  863 1626]
SMsplice 3SS: [ 276  947 1689]
top_k =  500
Partition function (log Z): 0.8025968979267782

Sorted 5' Splice Sites (High to Low Probability):
Position 220: 0.9939847234247363
Position 1626: 0.9892485852622094
Position 863: 0.8413026903457712
Position 1331: 0.05740555978730754
Position 10: 0.05336971928925195
Position 1341: 0.03390176815342033
Position 648: 0.013212311167135692
Position 1386: 0.00771537453809414
Position 1162: 0.006190265484784869
Position 1191: 0.002916689645035132
Position 1607: 0.0025327331954947126
Position 1857: 0.0013287486256802934
Position 997: 0.0006816622483028762
Position 1251: 0.0005614977057341228
Position 1630: 0.00037780077321588674
Position 891: 0.00034761775268297735
Position 1189: 0.00026037151271330786
Position 658: 0.00017471008840850964
Position 1840: 0.00016357224213818782
Position 599: 0.00015514832045313088
Position 1616: 0.00013839445094688673
Position 1918: 0.00013548842694005957
Position 639: 0.00011619721526238428
Position 1842: 8.296763332409355e-05
Position 624: 7.243765035921896e-05
Position 592: 6.857214772199676e-05
Position 1194: 6.803317650996046e-05
Position 1910: 4.917296125899106e-05
Position 690: 3.572860529229626e-05
Position 2033: 2.1734627332143195e-05
Position 522: 2.1176608529450753e-05
Position 893: 1.9162557148265075e-05
Position 171: 1.0715757673438751e-05
Position 105: 1.0271863134113091e-05
Position 1807: 8.024021119484538e-06
Position 1594: 7.179198902036049e-06
Position 176: 5.748521189474055e-06
Position 1948: 5.114391635160814e-06
Position 1020: 2.652687471962417e-06
Position 792: 1.8868729548095052e-06
Position 387: 1.228333914383103e-06
Position 301: 7.335929724879465e-07
Position 561: 5.963909807232833e-07
Position 276: 3.9566261917146383e-07
Position 123: 1.1300388460715605e-07
Position 781: 8.47724886721228e-08
Position 413: 7.284389247064473e-08
Position 137: 5.2567631690083674e-08
Position 954: 2.1776778995653526e-08
Position 154: 2.009391570633299e-08
Position 1584: 1.3353685705948275e-08
Position 805: 1.2059975566622006e-08
Position 1522: 3.2146809215592093e-09
Position 1611: 2.7199831315127984e-09
Position 120: 2.3185240871812325e-09
Position 148: 6.152740269323148e-12
Position 261: 6.859693613293617e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 276: 0.9876672032159761
Position 1689: 0.8285167651523148
Position 947: 0.5373365373432868
Position 1720: 0.15903241838717322
Position 996: 0.11469664594267245
Position 1439: 0.06175703452849214
Position 1003: 0.046460588009445455
Position 1054: 0.04449836935926712
Position 1386: 0.0419147166439148
Position 87: 0.03230314595272473
Position 1413: 0.029971466403705956
Position 1091: 0.02090976216723616
Position 120: 0.017414576427249622
Position 1032: 0.014949784260149507
Position 927: 0.011935422634872062
Position 1248: 0.007479575342718003
Position 1008: 0.00634739239199086
Position 769: 0.006231593490486195
Position 1515: 0.0054166193411172145
Position 1217: 0.004927380040023149
Position 1512: 0.00411463362306538
Position 1749: 0.0038649933664734906
Position 105: 0.0016510018586231162
Position 341: 0.0016220773755050036
Position 1952: 0.0015870916366538758
Position 1060: 0.0014056429180486136
Position 762: 0.0012666041200046624
Position 131: 0.0011922153976140274
Position 1449: 0.0009786208406657095
Position 1819: 0.0007848181553713135
Position 1161: 0.0006975467619474792
Position 1120: 0.0005528321242253692
Position 1194: 0.0005476493735011708
Position 1982: 0.000526093819181616
Position 1918: 0.0005085003268660395
Position 294: 0.00049167352722378
Position 740: 0.0004892507613825056
Position 1358: 0.00042365756961194054
Position 1728: 0.00036065342476368967
Position 2086: 0.0002986018482292161
Position 483: 0.0002456968742936782
Position 1084: 0.00024088143305044023
Position 1541: 0.00023628440046112706
Position 1443: 0.0002320110792108097
Position 1772: 0.00021300864652114144
Position 719: 0.0001889623789253888
Position 1493: 0.00016436288031988487
Position 288: 0.00016355804406669144
Position 1361: 0.00014955349213015244
Position 490: 0.00014046770771856498
Position 1923: 0.00013979659394739542
Position 1327: 0.00013673630913675261
Position 1295: 0.0001365395050840757
Position 1189: 0.00011246576948423794
Position 518: 0.00011090573052481177
Position 701: 9.900918590053188e-05
Position 1891: 8.962341123867083e-05
Position 568: 7.802479662983294e-05
Position 1331: 7.551262873905899e-05
Position 1565: 7.344357908514002e-05
Position 315: 5.672461148737994e-05
Position 161: 5.590033286577404e-05
Position 296: 5.009526947896164e-05
Position 1822: 4.235516700818427e-05
Position 326: 3.8073511460666096e-05
Position 320: 3.634150559613248e-05
Position 498: 3.623634244878645e-05
Position 658: 3.1750492510669806e-05
Position 368: 2.9580007499132366e-05
Position 350: 2.9547060552812856e-05
Position 554: 2.327983834668996e-05
Position 449: 2.1589840728737787e-05
Position 1910: 1.5992232408152868e-05
Position 1762: 1.4867686884170165e-05
Position 377: 1.1735523693430286e-05
Position 1735: 9.691229811524234e-06
Position 301: 6.199148510860042e-06
Position 186: 5.712155202959748e-06
Position 721: 3.85253891815833e-06
Position 2024: 3.656070138676837e-06
Position 781: 3.5778183515658147e-06
Position 798: 3.4526950083711085e-06
Position 671: 2.8839723175315184e-06
Position 830: 2.7766359011450026e-06
Position 371: 2.559758938636099e-06
Position 307: 2.543397651427172e-06
Position 838: 1.967856753455948e-06
Position 592: 1.8903535838374776e-06
Position 860: 1.8172021214933068e-06
Position 2092: 1.7395838763601895e-06
Position 2095: 1.7176390359162278e-06
Position 392: 1.5498442852998863e-06
Position 166: 1.0849822114015836e-06
Position 792: 7.766293440375278e-07
Position 599: 7.547867910881094e-07
Position 401: 7.150348686642092e-07
Position 425: 4.889012892016886e-07
Position 629: 4.683938798625773e-07
Position 207: 4.1575529485688975e-07
Position 788: 3.4459045674001865e-07
Position 686: 3.151896576306871e-07
Position 431: 2.8648137752217906e-07
Position 512: 1.0484916439414015e-07
Position 398: 6.818392892459227e-08
Position 457: 5.2943847274433005e-08
Position 176: 2.4386062183409782e-08
Position 169: 2.8658317345935758e-09
Position 209: 4.236722013480821e-11
Position 224: 3.4804206512569127e-14
Position 220: 1.5818629189809062e-14
