Gene = Sf3b6
index = 1487
Annotated 5SS: [215 404]
Annotated 3SS: [284 469]
SMsplice 5SS: [215 404]
SMsplice 3SS: [284 469]
top_k =  500
Partition function (log Z): -0.9947753507100958

Sorted 5' Splice Sites (High to Low Probability):
Position 404: 0.9915855766767133
Position 215: 0.9671339025600839
Position 792: 0.03814715709583544
Position 668: 0.009546131358423911
Position 711: 0.004792047654175041
Position 359: 0.0038088357712283433
Position 723: 0.002792595395315399
Position 564: 0.0005898965889762872
Position 556: 0.00044390418902886386
Position 317: 0.00027310074477008005
Position 582: 0.00014701237620191206
Position 155: 0.0001255015760275409
Position 45: 0.00012208964778227346
Position 303: 9.818920177263695e-05
Position 112: 9.097739029040266e-05
Position 402: 6.211975995539366e-05
Position 585: 2.9886711083937346e-05
Position 149: 2.3862015681055876e-05
Position 541: 1.487901024369571e-05
Position 253: 1.3875503418784625e-05
Position 507: 9.538076607332043e-06
Position 821: 5.627037810047712e-06
Position 566: 4.2202483295259144e-06
Position 39: 3.5167570691227304e-06
Position 321: 2.996098926477466e-06
Position 9: 2.441140225990676e-06
Position 819: 1.873660107129621e-06
Position 65: 1.8192050000903028e-06
Position 847: 1.74457215019821e-06
Position 621: 1.7407784739134082e-06
Position 29: 1.0434135158608644e-06
Position 870: 1.028349832936823e-06
Position 267: 8.007277758408801e-07
Position 335: 7.414916281948711e-07
Position 260: 4.865754267855312e-07
Position 490: 3.147975245888107e-07
Position 434: 2.4542186272656915e-07
Position 457: 2.1100835486019774e-07
Position 961: 2.0373338267142232e-07
Position 970: 1.2998895194151237e-07
Position 504: 5.464956135302056e-08
Position 167: 3.4560960650448735e-09
Position 455: 7.216652640453514e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 469: 0.9947731002688831
Position 284: 0.9669445049312948
Position 850: 0.05718143377592497
Position 608: 0.00032560030549254315
Position 797: 0.00025592206560613815
Position 267: 0.0001346469099319266
Position 719: 6.591774686959362e-05
Position 947: 5.416866030522098e-05
Position 116: 3.4706184207849105e-05
Position 300: 2.767945997048917e-05
Position 302: 2.2965139375034227e-05
Position 617: 1.5713128422950957e-05
Position 395: 1.164270079701693e-05
Position 97: 1.0441826380815688e-05
Position 757: 6.028732680309061e-06
Position 641: 5.580488299678401e-06
Position 662: 2.472244041771986e-06
Position 84: 1.9815341563889895e-06
Position 995: 1.3211184447391994e-06
Position 187: 9.92555577684815e-07
Position 698: 9.773411589217723e-07
Position 122: 6.970242221345974e-07
Position 533: 6.66143144389877e-07
Position 1019: 6.57183443075659e-07
Position 668: 4.639138136818013e-07
Position 471: 3.996662442857418e-07
Position 736: 3.908825964313326e-07
Position 740: 3.3768809303537153e-07
Position 515: 2.5263967430168804e-07
Position 222: 1.561212719891274e-07
Position 690: 1.479854845530006e-07
Position 51: 8.471896999333939e-08
Position 56: 6.626223785631333e-08
Position 680: 5.245561544555484e-08
Position 415: 4.4422317537999896e-08
Position 260: 3.021398598738951e-08
Position 635: 2.7973056008110473e-08
Position 1023: 1.98472868728607e-08
Position 143: 1.0810918644991635e-08
Position 247: 7.384416384511143e-09
Position 155: 4.947111107912307e-09
Position 384: 2.528296323533236e-09
Position 356: 1.2890580140566634e-09
Position 60: 1.288436530610824e-09
Position 149: 1.1991223404622895e-09
Position 205: 6.10582484985482e-10
Position 62: 1.653319820519238e-10
Position 408: 4.176829574961831e-12
Position 65: 1.0583160028423745e-12
Position 219: 4.6656627748251985e-19
