Gene = qua
index = 1852
Annotated 5SS: [ 5407  7516  7778  8752  9807 10069]
Annotated 3SS: [ 7305  7574  7826  8807  9870 10133]
SMsplice 5SS: [  474  7516  7778  8752  9807 10069]
SMsplice 3SS: [ 7305  7574  7838  8807  9870 10133]
top_k =  500
Partition function (log Z): 6.929688386745803

Sorted 5' Splice Sites (High to Low Probability):
Position 8752: 0.9927122590587073
Position 10069: 0.9901725072112536
Position 7516: 0.9859044021329402
Position 9807: 0.9808876918735809
Position 7778: 0.9733379478884195
Position 474: 0.9071061137635945
Position 1356: 0.22214701811140958
Position 7004: 0.18237676749576878
Position 831: 0.14677456711864637
Position 9301: 0.10397904114417632
Position 9421: 0.08717146060144092
Position 10328: 0.07504050075218228
Position 9061: 0.04251253014057924
Position 9436: 0.028638878234048502
Position 274: 0.019223632222774182
Position 1092: 0.013478829356942211
Position 8957: 0.011034960958219459
Position 8359: 0.009228603346601739
Position 7481: 0.007993046400904924
Position 918: 0.0075643449572743325
Position 8455: 0.0056685212600942345
Position 8167: 0.004275900980972652
Position 4217: 0.004230202049530379
Position 5407: 0.003887359399026588
Position 4272: 0.003605334344104665
Position 8739: 0.0035659638856329655
Position 9522: 0.0032504732256107903
Position 9433: 0.0032058897546826514
Position 202: 0.002810533147300472
Position 603: 0.0022619940610021086
Position 318: 0.0017684667624751826
Position 7596: 0.0017391484756220479
Position 308: 0.0017152764239887824
Position 5925: 0.0015009564104547701
Position 114: 0.0014659377370107765
Position 598: 0.0010291818325301216
Position 8180: 0.0009128293658376982
Position 10331: 0.000855185418163375
Position 9034: 0.0008382963119733846
Position 7771: 0.0006013703109885008
Position 10271: 0.00041694475421498364
Position 9099: 0.0003936539325723237
Position 131: 0.0003868536753558619
Position 7963: 0.00038175815130406156
Position 7420: 0.0003523254870646068
Position 8355: 0.0003102455642368578
Position 8562: 0.00028177779765489004
Position 666: 0.00027222203203953213
Position 7741: 0.0002473377918992472
Position 10073: 0.0001861665589788244
Position 7757: 0.00018338136690126248
Position 10287: 0.0001503167863684368
Position 8961: 0.00014047267669740245
Position 7638: 0.00012101268311303756
Position 7924: 0.00011294635109107295
Position 9738: 0.00010548836713674218
Position 811: 0.00010515295841465683
Position 7893: 0.00010100369940854118
Position 28: 9.358422430937024e-05
Position 1187: 9.20153763881773e-05
Position 299: 9.07211097936697e-05
Position 7782: 8.718881511547347e-05
Position 9916: 8.674694591302472e-05
Position 33: 8.523496076951587e-05
Position 10278: 7.352107219756481e-05
Position 9685: 6.24110882927196e-05
Position 330: 6.090201425163244e-05
Position 8036: 5.823632496388369e-05
Position 9040: 5.627319094323384e-05
Position 209: 5.534536938900196e-05
Position 7788: 5.300433553739097e-05
Position 8915: 5.0521694327130275e-05
Position 821: 3.661519058782687e-05
Position 696: 3.586341464893138e-05
Position 9999: 3.458125458956747e-05
Position 1209: 3.2898336624229375e-05
Position 8746: 2.9273836121409538e-05
Position 7941: 2.7852272681272673e-05
Position 7908: 2.7650753409949724e-05
Position 625: 2.6873468310582904e-05
Position 1184: 2.213112654009886e-05
Position 658: 2.1611886194827045e-05
Position 86: 1.9370297875981523e-05
Position 1054: 1.684830050769526e-05
Position 104: 1.4888720872977685e-05
Position 957: 1.4014115630407e-05
Position 8677: 1.3831542940647531e-05
Position 8686: 1.1946457036093865e-05
Position 8704: 1.0564484556909604e-05
Position 343: 9.460880220139767e-06
Position 8875: 9.097313266614458e-06
Position 40: 8.465614967066732e-06
Position 418: 7.747595057285416e-06
Position 122: 6.877323666762795e-06
Position 497: 6.768815089390813e-06
Position 8889: 6.35805338593993e-06
Position 1046: 5.925238883981388e-06
Position 144: 5.874902627203678e-06
Position 10160: 5.511806364116993e-06
Position 678: 4.604091922097041e-06
Position 8188: 4.504495455561957e-06
Position 174: 4.3570964610638976e-06
Position 8650: 2.3122786252803236e-06
Position 10259: 1.5991438563485218e-06
Position 8975: 1.286906163102617e-06
Position 8184: 1.2399690486666638e-06
Position 8511: 1.1180185886216718e-06
Position 164: 9.470543673527074e-07
Position 727: 7.62038712972623e-07
Position 150: 6.447848360030083e-07
Position 10337: 5.55008882398569e-07
Position 10269: 5.285897679207762e-07
Position 663: 4.6735971992746244e-07
Position 10134: 3.377769389672874e-07
Position 8642: 2.9430959942445734e-07
Position 8734: 2.363939304292967e-07
Position 8015: 2.3387953686790973e-07
Position 7662: 1.8265161010167297e-07
Position 6: 1.574303885855047e-07
Position 836: 1.3181006784427346e-07
Position 176: 1.308793435130861e-07
Position 8929: 1.2056918664450966e-07
Position 7691: 1.1809631911466324e-07
Position 8518: 2.654149414081226e-08
Position 8726: 1.8537347844393805e-08
Position 13: 1.3431429154782222e-08
Position 8817: 1.1828191167196116e-08
Position 478: 7.228403770783691e-10
Position 455: 1.0129888165765089e-10
Position 8345: 2.9232800052812696e-11
Position 10012: 1.1457994324020397e-12
Position 8352: 2.7202645641999955e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9870: 0.9948016046087151
Position 7574: 0.9947195378254151
Position 10133: 0.9839375836236149
Position 7838: 0.9718281502387346
Position 8807: 0.8373349009788286
Position 7305: 0.5275391711723565
Position 7338: 0.4372756544889351
Position 892: 0.204898654851485
Position 8829: 0.1447347538032657
Position 6842: 0.09681619292861116
Position 10375: 0.07577593473949275
Position 9481: 0.06275475344595093
Position 9348: 0.05665106423633763
Position 9715: 0.04835748646798341
Position 6918: 0.03929473257592783
Position 810: 0.027794101868553783
Position 6894: 0.026933055268051724
Position 9536: 0.026915071568593043
Position 547: 0.026616314953459598
Position 421: 0.019571103360080583
Position 9160: 0.01465624839624489
Position 9115: 0.012942229236199511
Position 9379: 0.011894388421376556
Position 9575: 0.011841388911363581
Position 636: 0.011751054432568657
Position 5818: 0.01148685385807275
Position 9002: 0.010680915717930185
Position 7395: 0.010652788691775427
Position 9578: 0.009878137690448223
Position 645: 0.00866397637034583
Position 8614: 0.008313942254170453
Position 8526: 0.008191000830950555
Position 7308: 0.007413614328960266
Position 5994: 0.0070469580927188845
Position 534: 0.006324552422006645
Position 983: 0.005813698769074338
Position 7250: 0.004734667612777465
Position 3463: 0.004402617757558814
Position 10164: 0.004280386625753115
Position 602: 0.004058165301495097
Position 5460: 0.003975382698187139
Position 9457: 0.003901522694625655
Position 8867: 0.003625355168371132
Position 3487: 0.0034916617051290724
Position 6982: 0.0034400868933732133
Position 9647: 0.0032212084803919542
Position 6541: 0.0031682478406811817
Position 10386: 0.0025366738140797608
Position 7544: 0.0025197311696457266
Position 658: 0.002106483491962766
Position 8430: 0.0020858480768185888
Position 9382: 0.0020799241103442554
Position 8235: 0.0017135332765754695
Position 663: 0.0016304548998591873
Position 676: 0.0016211072257128003
Position 1023: 0.0014561447512113988
Position 390: 0.0013200164482333272
Position 7679: 0.0013097969850276911
Position 8005: 0.001270480131597144
Position 5356: 0.0010340867296505427
Position 9971: 0.0008402422709847516
Position 1240: 0.000825973563590832
Position 910: 0.000825292607161483
Position 7586: 0.0006752834107527515
Position 8213: 0.0006461891464788973
Position 1167: 0.0006410584552114095
Position 9128: 0.0006001073972788165
Position 9672: 0.0005915596847641354
Position 9028: 0.0005580473109143506
Position 4456: 0.0005383946141007538
Position 9685: 0.0005110759931817686
Position 1122: 0.00048348962911488007
Position 3896: 0.0004309354328437454
Position 830: 0.000417972840295189
Position 5219: 0.00041220331369021815
Position 10247: 0.00039751361814024033
Position 8086: 0.0003390926153401133
Position 1071: 0.00033132294938887
Position 1265: 0.00031928996024834807
Position 707: 0.0002841966100135133
Position 5185: 0.0002782183047517823
Position 4505: 0.00026583968700407963
Position 7826: 0.00025968131305473686
Position 5052: 0.0002491746443441245
Position 273: 0.00023680166591988266
Position 3936: 0.00023537120333309226
Position 8427: 0.0002314934230452412
Position 4587: 0.00021221744939209063
Position 7872: 0.00020598888089678127
Position 8157: 0.0001847210005961042
Position 8676: 0.00017430980072793257
Position 2901: 0.00017217495086332082
Position 245: 0.00014891811531703164
Position 8058: 0.00014074216470160578
Position 1217: 0.0001363382906774038
Position 8529: 0.0001278052573612426
Position 8020: 0.00011555310890138662
Position 426: 0.00011543703606908312
Position 10023: 0.00010320395987336785
Position 343: 9.707420443394785e-05
Position 496: 8.899781752751244e-05
Position 7589: 7.358145346646457e-05
Position 598: 6.561925198052973e-05
Position 9946: 6.401167423711053e-05
Position 326: 6.339905584096161e-05
Position 576: 5.911406589881306e-05
Position 7649: 4.905974002920455e-05
Position 821: 4.678104522877023e-05
Position 8293: 4.293647084987573e-05
Position 9941: 4.2490534397160144e-05
Position 473: 3.986851055169535e-05
Position 8015: 2.286363733512558e-05
Position 8966: 2.0574548612738527e-05
Position 10325: 1.7315514256193127e-05
Position 9099: 1.5585663259773466e-05
Position 686: 1.4937357863944983e-05
Position 9291: 1.30535481236486e-05
Position 582: 5.936815453030029e-06
Position 10045: 4.946496712714996e-06
Position 10331: 4.288185682535931e-06
Position 470: 4.095458409077207e-06
Position 692: 3.148321034199311e-06
Position 847: 2.4009065451505674e-06
Position 10238: 2.3509478031063277e-06
Position 259: 2.0878854807845755e-06
Position 299: 1.994502720727653e-06
Position 10062: 1.8901276669839415e-06
Position 854: 1.2843819517058734e-06
Position 1270: 1.2667022429649202e-06
Position 10196: 7.41995386315669e-07
Position 216: 5.866152966565297e-07
Position 159: 4.812967351780405e-07
Position 150: 4.503216416021177e-07
Position 219: 4.274003208394237e-07
Position 935: 1.3850859149441865e-07
Position 397: 1.2114521739621351e-07
Position 280: 1.1037028344170515e-07
Position 308: 4.516951382446794e-08
Position 918: 3.1913491844779625e-08
Position 144: 2.6072108028959383e-08
Position 318: 1.9608928762155115e-08
Position 131: 1.3570046277008455e-08
Position 229: 6.043333318300403e-11
Position 57: 4.052644946896964e-11
