Gene = RhoGDI
index = 1424
Annotated 5SS: [ 166 2272 2455 2635]
Annotated 3SS: [2071 2344 2519 3238]
SMsplice 5SS: [ 782 2272 2455 2635]
SMsplice 3SS: [2071 2344 2519 3238]
top_k =  500
Partition function (log Z): -2.0627368053308777

Sorted 5' Splice Sites (High to Low Probability):
Position 2455: 0.9876974443648527
Position 2272: 0.9576029452493388
Position 2635: 0.8907134195434495
Position 3170: 0.40220578233396914
Position 383: 0.3180328812857183
Position 68: 0.3088477817762125
Position 782: 0.2551235962040415
Position 206: 0.2276753575637035
Position 166: 0.11900412199288415
Position 32: 0.07395946244131421
Position 3555: 0.02832896413701538
Position 3806: 0.017274839326441232
Position 3352: 0.016758783910841443
Position 2600: 0.015898524883937813
Position 3031: 0.011418799959637096
Position 389: 0.010933288610719816
Position 399: 0.009782697421010525
Position 387: 0.009121013534942612
Position 2035: 0.008910920423693389
Position 2268: 0.008681541432533477
Position 407: 0.008495416213872146
Position 2815: 0.008224909236305951
Position 395: 0.00713268872956544
Position 391: 0.006942952092925888
Position 1621: 0.006791355169430868
Position 1263: 0.0067149006241170065
Position 1062: 0.006592353073834001
Position 2999: 0.006452964149101509
Position 492: 0.00557669833438625
Position 393: 0.005356893479244574
Position 2282: 0.004819244686630739
Position 3794: 0.0039447586431241854
Position 3607: 0.003889216952394944
Position 2931: 0.0038653522929920974
Position 1570: 0.003496972970344641
Position 641: 0.002824378805196408
Position 196: 0.002472629146217512
Position 3166: 0.002381189035673556
Position 3577: 0.00226842298694318
Position 891: 0.002044334273877848
Position 2553: 0.001943617906927678
Position 3640: 0.0014275910011264062
Position 3526: 0.0013958893655966421
Position 202: 0.0012972039251010006
Position 200: 0.0011407835255984686
Position 198: 0.0010158873445409336
Position 719: 0.0006932973638029218
Position 1606: 0.0004893416205489365
Position 3645: 0.0004700642005501892
Position 3592: 0.0004479278687156349
Position 22: 0.0003568014387757032
Position 3629: 0.0002950167679105677
Position 82: 0.0002700914585762788
Position 215: 0.00023332312186213078
Position 298: 0.0002323473203512383
Position 3798: 0.00023008322252229886
Position 3149: 0.0001935113637419424
Position 60: 0.00015829160606453462
Position 104: 8.628572717999899e-05
Position 2935: 6.447956882283086e-05
Position 2658: 6.367211212728109e-05
Position 2810: 6.00274501564155e-05
Position 72: 3.586999298893683e-05
Position 210: 3.554988263755827e-05
Position 2438: 2.0797561993693177e-05
Position 3396: 2.0024699485693217e-05
Position 115: 1.3000072539592274e-05
Position 2639: 1.1673418623812693e-05
Position 204: 1.0967438242989555e-05
Position 85: 7.670414550497478e-06
Position 1113: 6.363494903939849e-06
Position 3163: 5.528831510332735e-06
Position 3095: 2.6899865326541965e-06
Position 2628: 1.4900388505681976e-06
Position 2626: 9.374474512303347e-07
Position 170: 8.342250411432445e-07
Position 3009: 4.6923382863079543e-07
Position 3093: 4.059529218234941e-07
Position 6: 3.325223368121358e-07
Position 302: 1.7962153356236724e-07
Position 310: 1.1429334941602325e-07
Position 2429: 9.696387905162312e-08
Position 176: 3.3752027251272505e-08
Position 2578: 2.132070853059223e-08
Position 179: 1.6804642879746272e-08
Position 135: 1.1431296442032612e-08
Position 305: 4.3576257600669906e-09
Position 409: 3.77247164145029e-09
Position 413: 7.164791837952477e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2519: 0.9656841365566992
Position 2344: 0.9555659373923073
Position 3238: 0.7003957960887432
Position 2071: 0.6457558021841323
Position 2863: 0.44437306760346507
Position 129: 0.23677627342822044
Position 2077: 0.2251923512444141
Position 2729: 0.09116742380009996
Position 3698: 0.06638583950935503
Position 115: 0.06406597401037242
Position 2100: 0.04079864807932749
Position 2992: 0.02794512296082419
Position 165: 0.02575211693735353
Position 3861: 0.022715097228353163
Position 636: 0.021398998663410624
Position 1783: 0.020381392723579875
Position 279: 0.019884583360807104
Position 1719: 0.018984471906391086
Position 2900: 0.017276288446099585
Position 3638: 0.017105623611992186
Position 1684: 0.015882318910392493
Position 2365: 0.013893145173920762
Position 319: 0.013403257777609716
Position 2156: 0.012190794175392206
Position 305: 0.0114100917776767
Position 104: 0.009902741823542777
Position 3163: 0.006945094138880343
Position 3044: 0.0062218466872206455
Position 292: 0.005148516407018595
Position 3088: 0.005004193618480628
Position 2802: 0.004810928484749147
Position 578: 0.004481410782557321
Position 1452: 0.0039290821835256595
Position 2576: 0.0038320611876014065
Position 2674: 0.0036577715391425012
Position 2376: 0.0030235870100564005
Position 1761: 0.003005324315985095
Position 2538: 0.0027992263614360826
Position 3721: 0.002563867809901047
Position 3650: 0.0024285039311377657
Position 2535: 0.002046055498129364
Position 2948: 0.0019921831791121255
Position 1024: 0.0019223524200672904
Position 2975: 0.0018092741566065973
Position 3282: 0.0017419998621967313
Position 2849: 0.0016783813112091828
Position 2082: 0.0016560925956584482
Position 470: 0.0015672871888347476
Position 2398: 0.0015318999992464033
Position 3888: 0.001232071136145083
Position 1798: 0.0011691052058144305
Position 3279: 0.0011394407601720761
Position 3926: 0.0011265150105075718
Position 357: 0.0008317770120848318
Position 3575: 0.0008113630050264538
Position 928: 0.0007808580198381297
Position 3451: 0.0006433409600076464
Position 2686: 0.0005888669367115038
Position 767: 0.0005717450143347691
Position 3953: 0.0005262309554566213
Position 3246: 0.0005068767088902274
Position 131: 0.00045118585107751694
Position 3174: 0.00043238466758951835
Position 1132: 0.00041089743711965766
Position 4133: 0.00038627091450494505
Position 4153: 0.00027267648315808295
Position 2681: 0.0002229993339309845
Position 3947: 0.0002009781246527869
Position 723: 0.00017332607906774317
Position 2552: 0.00011843020661747926
Position 2438: 7.461749724541517e-05
Position 2810: 7.26186126856977e-05
Position 645: 6.994359751842e-05
Position 475: 5.462272675183076e-05
Position 2546: 3.310255156576425e-05
Position 325: 3.0654967587148035e-06
