Gene = Psn
index = 1391
Annotated 5SS: [ 240  539  843 1120 1394 1565 1877 2245]
Annotated 3SS: [ 298  603  909 1172 1465 1618 2079 2312]
SMsplice 5SS: [ 539  843 1120 1394 1565 1835 2245]
SMsplice 3SS: [ 603  909 1172 1465 1618 2079 2312]
top_k =  500
Partition function (log Z): 10.738060843054178

Sorted 5' Splice Sites (High to Low Probability):
Position 1394: 0.9997865328366152
Position 1565: 0.9893318476192184
Position 2245: 0.8731578243040693
Position 1835: 0.7573416687697642
Position 539: 0.7376944370243166
Position 1120: 0.7315267565879423
Position 843: 0.7266950763532692
Position 31: 0.37072061515591914
Position 1778: 0.19787498581569793
Position 848: 0.08108658111970744
Position 1877: 0.030935930781339358
Position 240: 0.03020012374034185
Position 543: 0.02810388230356848
Position 787: 0.020585376056845236
Position 1105: 0.011892699033614972
Position 1087: 0.00453082093178426
Position 2003: 0.0043132087856753935
Position 1041: 0.003902241158653654
Position 756: 0.0033044363927086312
Position 1030: 0.0031304932684377146
Position 1819: 0.003005392416239467
Position 175: 0.0013299128368922464
Position 1004: 0.0013057648305461647
Position 1090: 0.0011620847085069461
Position 1093: 0.000999631634991836
Position 2270: 0.0009756341950907557
Position 75: 0.0008905640060547067
Position 748: 0.0008472157702930698
Position 835: 0.0008320596974120125
Position 793: 0.0007669565179304318
Position 692: 0.0007502131144353906
Position 81: 0.0005813423147258192
Position 2202: 0.0005510976625165857
Position 995: 0.0005329146290423761
Position 2192: 0.0005125649770980178
Position 1846: 0.0005069872898022385
Position 876: 0.0003154940004911154
Position 2309: 0.00029094400332806716
Position 1001: 0.0002434848902869756
Position 2570: 0.00022963728965653366
Position 998: 0.00018886249232939132
Position 437: 0.00014247858012454508
Position 1025: 0.00013517858902453925
Position 204: 0.00010480898153294101
Position 1246: 0.0001044486336344111
Position 2001: 0.00010036590713867015
Position 61: 7.694802616247699e-05
Position 1398: 7.032519043984222e-05
Position 6: 5.4291846883451285e-05
Position 18: 5.1959377533710364e-05
Position 2016: 5.111895765571813e-05
Position 790: 5.0145594627632644e-05
Position 97: 4.553564072687317e-05
Position 183: 4.191723270027176e-05
Position 689: 4.133152837215081e-05
Position 144: 3.965535642607655e-05
Position 1817: 3.288782302168998e-05
Position 44: 3.233730731298608e-05
Position 2617: 3.137344213256511e-05
Position 2625: 2.9644981720968793e-05
Position 950: 2.5283341070265633e-05
Position 2609: 2.257493967726178e-05
Position 337: 1.9082102937802594e-05
Position 1965: 1.8496227416804606e-05
Position 2607: 1.7674794166773726e-05
Position 1369: 1.5087521378914556e-05
Position 284: 1.3180683288765974e-05
Position 274: 1.3071528418026616e-05
Position 244: 1.2048068366537407e-05
Position 1925: 1.1932689499892093e-05
Position 686: 1.0790301284518928e-05
Position 2031: 1.078788461704106e-05
Position 228: 1.0392993458446545e-05
Position 769: 9.523778412102884e-06
Position 2274: 9.258822489416174e-06
Position 35: 8.912191666097807e-06
Position 1955: 7.7836253385834e-06
Position 883: 4.923637089406374e-06
Position 1510: 4.390588202784866e-06
Position 2354: 3.994881707794991e-06
Position 1948: 3.983788576457284e-06
Position 1989: 3.8043576164854455e-06
Position 264: 3.420984822591301e-06
Position 1923: 2.672363102634412e-06
Position 1763: 1.9019514989047593e-06
Position 1639: 1.6646774864030106e-06
Position 287: 1.6364955763479022e-06
Position 1984: 9.585986409444053e-07
Position 563: 8.59198583281418e-07
Position 1979: 7.268532320291587e-07
Position 383: 5.43832367712951e-07
Position 465: 3.6673534891639354e-07
Position 1648: 2.5977991373183257e-07
Position 1284: 2.158008250554454e-07
Position 247: 2.1275109194143316e-07
Position 1330: 1.9334189336726088e-07
Position 262: 1.2652462844948185e-07
Position 1332: 2.9691831410328834e-08
Position 671: 2.5249681259241996e-08
Position 1689: 9.304688877047023e-09
Position 1692: 3.6711912539748824e-09
Position 2158: 2.6819664582089434e-09
Position 400: 7.167719798169597e-11
Position 2151: 1.0301050017968112e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1465: 0.9989283889969347
Position 2079: 0.9740450172334466
Position 1618: 0.9629272394087451
Position 2312: 0.8631186297479467
Position 909: 0.8588624945679528
Position 603: 0.7832164525272082
Position 1172: 0.7758071158306429
Position 144: 0.19334680044793356
Position 328: 0.03434402126950855
Position 394: 0.029861143416158302
Position 1659: 0.025817341839629804
Position 298: 0.024195901117360575
Position 247: 0.022601063626369544
Position 2360: 0.013994504912160186
Position 1984: 0.009747145311563489
Position 78: 0.007116808058277827
Position 662: 0.006831003728996052
Position 1272: 0.005231801613572335
Position 1158: 0.004944526940873848
Position 2144: 0.0036382694391688427
