Gene = ssp2
index = 1891
Annotated 5SS: [ 190  428 3500 5898 6115]
Annotated 3SS: [ 320 3443 3557 5958 6217]
SMsplice 5SS: [ 190  428 3500 5898 6115]
SMsplice 3SS: [ 241 3329 3557 5958 6217]
top_k =  500
Partition function (log Z): -1.4195476939577512

Sorted 5' Splice Sites (High to Low Probability):
Position 5898: 0.9901729466930127
Position 428: 0.9898035280487829
Position 6115: 0.9572117040573144
Position 190: 0.869733623385734
Position 3500: 0.8099531206004393
Position 4291: 0.5122392033860587
Position 5628: 0.22340157361983592
Position 2669: 0.21477252148735515
Position 4045: 0.12079229824562461
Position 4803: 0.06421516258969542
Position 649: 0.05075785599202392
Position 6489: 0.04976706313049575
Position 1233: 0.03230462294603012
Position 6356: 0.03160755789121891
Position 6536: 0.029342063047352304
Position 6270: 0.01734872955921908
Position 6544: 0.012857879797232255
Position 1910: 0.007547801961297455
Position 5181: 0.0074389565729852045
Position 4281: 0.0057110260351261495
Position 6449: 0.002607775797193005
Position 2673: 0.0024012938552078747
Position 713: 0.0021613849963492394
Position 307: 0.0014718448479489079
Position 7602: 0.0012983819055036449
Position 3931: 0.0012306844635768446
Position 1744: 0.0012244375791816316
Position 4098: 0.0011564913486054357
Position 1344: 0.0008870417738175897
Position 1164: 0.0006204396543623208
Position 5992: 0.0005162115963815657
Position 5713: 0.0005031709954065524
Position 6394: 0.0004485779664353393
Position 1066: 0.0004282107324872491
Position 1267: 0.0003253644855671472
Position 1365: 0.00027828413491574666
Position 2878: 0.00023807565841153935
Position 4089: 0.00023576523103952904
Position 6119: 0.000218942911278397
Position 4117: 0.0002114668438759028
Position 706: 0.00019785611632742087
Position 1060: 0.00015624943535430172
Position 29: 0.0001285091897570035
Position 6426: 0.00012118594753622148
Position 3132: 0.00011141607504111596
Position 194: 0.00010305062845777087
Position 3793: 6.330068283017735e-05
Position 1076: 5.377429257652381e-05
Position 208: 5.3695098141171974e-05
Position 91: 5.231543451740112e-05
Position 2981: 5.0645926874337366e-05
Position 1688: 4.819594330646298e-05
Position 1514: 4.247494820449592e-05
Position 6278: 3.6628124329086945e-05
Position 560: 3.3184873077463156e-05
Position 124: 3.1581442674639676e-05
Position 643: 3.0832951204946805e-05
Position 217: 2.307044859783897e-05
Position 6134: 2.2381003105349827e-05
Position 637: 2.1902848403321515e-05
Position 102: 2.0328537959875193e-05
Position 6082: 1.8985699550481367e-05
Position 22: 1.763705657878529e-05
Position 104: 1.3501763540160948e-05
Position 223: 9.644656884542279e-06
Position 211: 8.89847026330836e-06
Position 414: 8.644899755269805e-06
Position 226: 7.092070627217662e-06
Position 1051: 6.2482661416099855e-06
Position 72: 2.7175788996412033e-06
Position 66: 1.3442346849222906e-06
Position 6170: 8.227088078731808e-07
Position 581: 7.121115194583332e-07
Position 1037: 6.213541079537558e-07
Position 229: 5.156766863783622e-07
Position 6074: 4.881263080840992e-07
Position 974: 3.889864483691118e-07
Position 69: 3.117837529968978e-07
Position 393: 1.0379089408202301e-07
Position 590: 8.855767630544693e-08
Position 6044: 7.991822146357725e-08
Position 369: 7.139204188757615e-08
Position 547: 5.2078702801124314e-08
Position 521: 2.2361763046461202e-08
Position 349: 2.2072914916281356e-08
Position 496: 7.530284972244499e-09
Position 603: 7.065459064156375e-09
Position 553: 5.957720494898351e-09
Position 479: 5.1966973204898515e-09
Position 584: 2.613315043321499e-09
Position 538: 1.0047501906666034e-09
Position 661: 1.7330111121149146e-10
Position 827: 3.771102514790161e-11
Position 710: 3.935063678003538e-12
Position 593: 8.70226663861019e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 5958: 0.99565290783522
Position 3557: 0.9200876396242883
Position 6217: 0.760682900139481
Position 241: 0.5617978385680824
Position 5700: 0.41422578614029154
Position 3329: 0.3321241600244957
Position 2723: 0.21628613314205647
Position 320: 0.21103235609419935
