Gene = fs(2)ltoPP43
index = 1709
Annotated 5SS: [ 312 1269 2628]
Annotated 3SS: [ 807 2448 2692]
SMsplice 5SS: [ 312 1269 2628]
SMsplice 3SS: [ 807 2448 2692]
top_k =  500
Partition function (log Z): 5.582475888037003

Sorted 5' Splice Sites (High to Low Probability):
Position 2628: 0.9988742512643835
Position 1269: 0.9852571147306307
Position 312: 0.706526941539161
Position 735: 0.6879652393952951
Position 554: 0.3423213970522055
Position 2953: 0.03632358523374934
Position 728: 0.009087961838880812
Position 1842: 0.008166079649795056
Position 1282: 0.005932701503560374
Position 340: 0.005130880644452529
Position 696: 0.002717621154677138
Position 1543: 0.0021840310428842386
Position 1582: 0.0015554295631878487
Position 438: 0.0011896613092000179
Position 287: 0.0008170700333394214
Position 645: 0.000757150319767901
Position 1729: 0.0005405727811215249
Position 1527: 0.0005298823611357559
Position 40: 0.0005062116154631999
Position 1641: 0.0004751325229258584
Position 1411: 0.00043640264376403585
Position 623: 0.00041126107361940463
Position 723: 0.0003896693318489328
Position 593: 0.0003850053692935645
Position 1782: 0.00035666252156861994
Position 2617: 0.0002594216624123744
Position 2187: 0.00023298030145612299
Position 1323: 0.00022072138276010644
Position 640: 0.00020560797168420758
Position 1423: 0.00019377434300366968
Position 1437: 0.00018642316573698386
Position 1417: 0.00018199684736323727
Position 1719: 0.00018057015246486608
Position 249: 0.00017318746151050174
Position 515: 0.0001650906929944638
Position 2596: 0.00015899072747582033
Position 364: 0.00013978533795898498
Position 1639: 0.00012618726085324015
Position 567: 0.0001188915520285126
Position 1427: 0.00010157729665784982
Position 2583: 0.00010014078549471123
Position 1431: 7.614752243977006e-05
Position 408: 7.21553286044033e-05
Position 279: 7.052590020936679e-05
Position 2258: 5.795695193879937e-05
Position 412: 5.772214206904756e-05
Position 1421: 5.389815511486002e-05
Position 1376: 5.094363019845827e-05
Position 2637: 3.517259760357852e-05
Position 237: 3.1506876203609376e-05
Position 57: 3.0933198160458356e-05
Position 1186: 2.5184038565668855e-05
Position 1040: 2.3196088189933315e-05
Position 597: 1.758750150854448e-05
Position 2882: 1.6708048734896408e-05
Position 225: 1.4752912139103036e-05
Position 965: 1.4704364618226506e-05
Position 976: 1.4419686835398836e-05
Position 871: 1.191412768798351e-05
Position 1007: 1.1640773206450632e-05
Position 616: 8.059699005343693e-06
Position 77: 7.674369860175139e-06
Position 444: 7.308758086274694e-06
Position 2639: 5.3037723609622706e-06
Position 28: 5.180821780814153e-06
Position 824: 4.756243929173642e-06
Position 2790: 4.4736674014242964e-06
Position 74: 4.24515023803754e-06
Position 2646: 4.045409110517857e-06
Position 908: 4.042034763146315e-06
Position 863: 3.998150196873067e-06
Position 569: 2.4746465658926595e-06
Position 2599: 2.0141879913119083e-06
Position 1415: 1.4763265159999242e-06
Position 600: 1.0432625274407516e-06
Position 2761: 7.835988429099616e-07
Position 114: 7.114462044312248e-07
Position 117: 6.58614810704892e-07
Position 791: 5.292657833418293e-07
Position 84: 4.0046701359699e-07
Position 162: 1.7955247991762145e-07
Position 1299: 1.6358009910394023e-07
Position 421: 1.4623015414021964e-07
Position 390: 1.14683340875234e-07
Position 633: 8.720643186557734e-08
Position 1457: 2.0703708082916026e-08
Position 81: 8.492380020446184e-09
Position 2803: 4.1555815008463215e-09
Position 1441: 1.3245189071483368e-09
Position 1384: 1.240581914548612e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2692: 0.9996621450571349
Position 807: 0.993159522153015
Position 2448: 0.9807367061656437
Position 616: 0.32415713428520276
Position 421: 0.18043164101627912
Position 593: 0.10669674623810896
Position 622: 0.09408303816452482
Position 3046: 0.03377445813964884
Position 683: 0.019836918711821052
Position 437: 0.016535053689359355
