Gene = bark
index = 1622
Annotated 5SS: [  152  3979  5608  9720 11988 12262 12687 12871 13065 13221 13655 13938]
Annotated 3SS: [ 3370  5428  5665  9781 12049 12330 12744 13040 13122 13283 13712 14040]
SMsplice 5SS: [  152  5608  5923  9720 11988 12262 12687 13065 13221 13655 13938]
SMsplice 3SS: [ 5428  5665  9570  9781 12049 12330 12744 13122 13283 13712 14040]
top_k =  500
Partition function (log Z): 17.88667238441283

Sorted 5' Splice Sites (High to Low Probability):
Position 12687: 0.9969638865065871
Position 13221: 0.9965112079321865
Position 5608: 0.9952394993028311
Position 11988: 0.9838732646082241
Position 12262: 0.9779665429499728
Position 9720: 0.954205739251688
Position 13065: 0.9014256018076697
Position 13655: 0.8564859435647599
Position 5923: 0.7717864932648417
Position 13938: 0.7011319268046975
Position 152: 0.5737671141544407
Position 3979: 0.44016370744710615
Position 12871: 0.2897757650507437
Position 12456: 0.19961618232879763
Position 11399: 0.18733948043788864
Position 464: 0.11994152425431466
Position 8286: 0.07130486738135962
Position 34: 0.06901594005031371
Position 71: 0.05434301753783197
Position 8682: 0.048009404950182646
Position 7978: 0.045643801535983776
Position 8259: 0.04364947245382954
Position 1066: 0.04293024379192472
Position 74: 0.03707580459253337
Position 8585: 0.031788109046264106
Position 5854: 0.031447624021049427
Position 10854: 0.02884826933752708
Position 10833: 0.027289871474684868
Position 13350: 0.026144945409986017
Position 7104: 0.025258410052977538
Position 94: 0.021430030274834908
Position 5794: 0.01830824522515188
Position 12267: 0.017981567910884264
Position 13365: 0.016235755059974814
Position 1452: 0.015417563835636198
Position 4714: 0.015201132745721822
Position 12544: 0.015109304638406823
Position 340: 0.014603799042037631
Position 10506: 0.013807287703633576
Position 7612: 0.012863583740075733
Position 14375: 0.012601245857778191
Position 13541: 0.012221084127994327
Position 7461: 0.010495486707875087
Position 15075: 0.010419208496152773
Position 533: 0.010092674566539991
Position 15215: 0.010071664737715931
Position 7690: 0.008960551256181717
Position 10900: 0.008869029968888196
Position 643: 0.008273944390032545
Position 5848: 0.0077196738658826996
Position 377: 0.007056383755358792
Position 14187: 0.006796713550144915
Position 15013: 0.006752863295909068
Position 1955: 0.006712271781122161
Position 13978: 0.005733541700717522
Position 13691: 0.005715322459343101
Position 7466: 0.005541160415014833
Position 6618: 0.004443577212350225
Position 1379: 0.0036130370286138955
Position 5771: 0.003537527447823153
Position 5612: 0.0032179522924369263
Position 15182: 0.0030728918227285254
Position 947: 0.002995659591394277
Position 13498: 0.00292930706800861
Position 6271: 0.0027787460139341046
Position 881: 0.002770911696262022
Position 2548: 0.0027330440826523997
Position 1709: 0.0024569725531834417
Position 522: 0.0023674153045747225
Position 14147: 0.002339997760076158
Position 131: 0.002244430157006226
Position 683: 0.0021557989082992197
Position 136: 0.0020579414140445558
Position 7132: 0.0018899575104360743
Position 125: 0.0018425622572800613
Position 12483: 0.0017406871311835745
Position 12640: 0.0016816984958946569
Position 7491: 0.001533728540316001
Position 1239: 0.001438505061322949
Position 18: 0.0013049566129076642
Position 1193: 0.0012627145371335174
Position 13216: 0.0011788038276323144
Position 345: 0.001172013429248193
Position 5588: 0.0011450698369118823
Position 15080: 0.0010860229523594156
Position 7936: 0.0009982794946687065
Position 12533: 0.000980735469530531
Position 10509: 0.0008960531532067246
Position 13912: 0.0008740046693775197
Position 1426: 0.0008272356991973249
Position 10516: 0.0008196914483731682
Position 12460: 0.0008080890511279829
