Gene = Su(z)12
index = 1531
Annotated 5SS: [ 664  778 1496 2411 3309]
Annotated 3SS: [ 730 1005 1557 2475 4171]
SMsplice 5SS: [ 664  778 1496 2411 3309]
SMsplice 3SS: [ 730 1005 1557 2475 4171]
top_k =  500
Partition function (log Z): 11.10497533833244

Sorted 5' Splice Sites (High to Low Probability):
Position 2411: 0.9997254286859253
Position 1496: 0.9903957201631602
Position 664: 0.9755791219352865
Position 3309: 0.9568118842792387
Position 778: 0.9522263254353494
Position 4104: 0.15364019183087368
Position 1249: 0.1105305217501996
Position 1084: 0.0788516607137099
Position 4101: 0.03115706288638947
Position 91: 0.0294712870443315
Position 4749: 0.02938991930188275
Position 4446: 0.025599366731649573
Position 1948: 0.0147889989337296
Position 1971: 0.011867699674920426
Position 4005: 0.009457724391081569
Position 4780: 0.007243952070279074
Position 860: 0.0063165785288245
Position 1655: 0.006211457229122573
Position 1619: 0.0051496244446671445
Position 1126: 0.004976809492758781
Position 2613: 0.0030300056079854846
Position 4962: 0.0029072722777394324
Position 1472: 0.0029030776635122495
Position 87: 0.0024602125815917607
Position 799: 0.0023954080341832846
Position 308: 0.0022568476949211395
Position 3640: 0.002152718756555544
Position 2905: 0.0015851049777454163
Position 939: 0.001581568761064113
Position 4579: 0.0015326106907118595
Position 4085: 0.0011774951312599749
Position 4001: 0.0010538917490034185
Position 1418: 0.000934526578019226
Position 3564: 0.0008622374032252097
Position 3486: 0.000692658495773425
Position 5019: 0.0006826856328533179
Position 2899: 0.0005523315781710413
Position 2912: 0.0005501053307440782
Position 2648: 0.0005088688848008129
Position 1185: 0.00046667628925866933
Position 4083: 0.00044674373614227587
Position 3848: 0.00044258725557852675
Position 1347: 0.00034044474293226944
Position 668: 0.00032226194953033935
Position 300: 0.0002959995558804987
Position 962: 0.00027685150590190505
Position 3931: 0.00027569905775813016
Position 130: 0.00026647299668660317
Position 807: 0.00025478254515727837
Position 2848: 0.00024952344655743315
Position 159: 0.00022451260648568446
Position 908: 0.00017927779675938125
Position 4040: 0.00016435340257240353
Position 609: 0.0001595978137494659
Position 104: 0.0001403632588247687
Position 4916: 0.0001322737844921911
Position 23: 0.00012756142782121934
Position 916: 0.00012568647341756512
Position 1245: 0.00011983553076008254
Position 1881: 0.00011982158810347695
Position 2428: 0.00011771989840043957
Position 2666: 9.961494377393933e-05
Position 181: 9.720769297855553e-05
Position 1332: 9.23091737287355e-05
Position 1345: 7.473353089769698e-05
Position 3018: 7.273269749252731e-05
Position 2390: 6.894197228106462e-05
Position 1459: 6.58839622263809e-05
Position 1116: 6.205424272495121e-05
Position 4035: 6.1029963248307704e-05
Position 4148: 5.875775502283628e-05
Position 412: 5.1562417006987696e-05
Position 831: 5.146362197545932e-05
Position 604: 4.7237491318968706e-05
Position 2729: 4.53812366889542e-05
Position 2623: 4.525009670271552e-05
Position 3021: 4.346173463184748e-05
Position 1628: 3.6424187309114395e-05
Position 2603: 2.6468403977205046e-05
Position 505: 2.5748326984171105e-05
Position 174: 2.2177670732787024e-05
Position 351: 2.144838576438063e-05
Position 782: 1.8916955773174953e-05
Position 1770: 1.6016812593604127e-05
Position 704: 1.575652592050634e-05
Position 2401: 1.500438448271449e-05
Position 3357: 1.3884032023530857e-05
Position 1796: 1.3585783705728253e-05
Position 214: 1.2387272194731583e-05
Position 2655: 1.0806421576587986e-05
Position 1598: 9.186041019042255e-06
Position 37: 8.075065105213494e-06
Position 382: 7.203077088872736e-06
Position 2835: 6.147385886826142e-06
Position 585: 6.011344227757221e-06
Position 2701: 5.0463215429149776e-06
Position 163: 4.738743154300322e-06
Position 4046: 4.2191590501533296e-06
Position 4058: 3.912861810804554e-06
Position 2387: 3.820572355071329e-06
Position 404: 3.7021235717225455e-06
Position 416: 3.4337786886225813e-06
Position 221: 2.618421091552427e-06
Position 209: 2.54854077914548e-06
Position 3759: 2.254236028346026e-06
Position 3411: 1.8082229791541589e-06
Position 2819: 1.7625779679890133e-06
Position 683: 1.2240872882764928e-06
Position 2213: 1.070925939233155e-06
Position 379: 9.864043810921355e-07
Position 1697: 7.685415905580319e-07
Position 4: 7.553766372472026e-07
Position 6: 7.458314135256421e-07
