Gene = ppl
index = 1847
Annotated 5SS: [322 656]
Annotated 3SS: [376 716]
SMsplice 5SS: [322 656]
SMsplice 3SS: [376 716]
top_k =  500
Partition function (log Z): 2.019066473335421

Sorted 5' Splice Sites (High to Low Probability):
Position 656: 0.9913047856469412
Position 322: 0.985350097412943
Position 589: 0.007176725980637155
Position 103: 0.0018440766468614438
Position 105: 0.0009369626980604231
Position 804: 0.0008234660937278077
Position 153: 0.0005633882180536275
Position 871: 0.0003595370176394798
Position 577: 0.00035546418526025863
Position 98: 0.0003305040626754149
Position 565: 0.0001665801654071513
Position 436: 0.0001589096905921646
Position 877: 8.619482080246916e-05
Position 47: 6.437334748741019e-05
Position 530: 6.38543760953439e-05
Position 610: 5.780305878162703e-05
Position 781: 3.6559395022626406e-05
Position 667: 3.387805316253749e-05
Position 402: 3.0968940872154295e-05
Position 24: 2.769156780509836e-05
Position 412: 1.534910345251966e-05
Position 855: 1.152916697985411e-05
Position 547: 1.0324357878421496e-05
Position 107: 8.89530193315633e-06
Position 641: 8.808633177956517e-06
Position 207: 8.204306390916083e-06
Position 415: 5.826988746782221e-06
Position 14: 3.0868348276410376e-06
Position 567: 2.579361101427216e-06
Position 731: 2.015693156983511e-06
Position 631: 1.9445743241902407e-06
Position 363: 1.423945519813635e-06
Position 109: 1.3271949182498272e-06
Position 475: 7.669712238470041e-07
Position 333: 5.290098471952831e-07
Position 186: 3.386388093240328e-07
Position 887: 3.183906998328556e-07
Position 177: 3.0844545028364724e-07
Position 406: 1.5889377850498686e-07
Position 581: 1.207381162850961e-07
Position 478: 1.0031870841786527e-07
Position 480: 5.807276851846991e-08
Position 4: 4.240842427725125e-08
Position 259: 3.411352312757344e-08
Position 279: 2.7092850289340286e-08
Position 261: 1.500535496445146e-08
Position 129: 3.482277273095964e-09
Position 700: 7.851375829740065e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 716: 0.9977848307936827
Position 376: 0.9838650496797413
Position 177: 0.003075216783094316
Position 730: 0.0016292331529874611
Position 858: 0.0007656633344393105
Position 496: 0.0005219176235307792
Position 229: 0.0004908781844924834
Position 962: 0.0004589534151983228
Position 425: 0.00041182438911031535
Position 459: 0.00022226340514334048
Position 449: 9.588509434443668e-05
Position 439: 6.605670015310137e-05
Position 638: 6.249663092075255e-05
Position 581: 5.757362751729625e-05
Position 894: 5.240293152442607e-05
Position 101: 5.032674740466703e-05
Position 242: 4.3293719387113485e-05
Position 881: 4.151023234000812e-05
Position 402: 2.579526134419129e-05
Position 986: 2.2301961308793265e-05
Position 436: 1.732313143128703e-05
Position 641: 1.1860173047533317e-05
Position 284: 1.1832239075775078e-05
Position 588: 1.1675994359647933e-05
Position 654: 1.031668413509525e-05
Position 516: 8.923314348841568e-06
Position 844: 7.47587276958333e-06
Position 742: 5.3035530011918144e-06
Position 519: 4.078786269543368e-06
Position 254: 3.5661242971684723e-06
Position 345: 3.5148018456658518e-06
Position 801: 3.4434170941048088e-06
Position 751: 3.4156331613480974e-06
Position 609: 2.931620755516956e-06
Position 259: 2.215309330486753e-06
Position 631: 8.193770194507903e-07
Position 600: 7.389550413958872e-07
Position 651: 5.035311878662024e-07
Position 462: 4.926292708356702e-07
Position 871: 3.3367956622848674e-07
Position 315: 3.092549783732484e-07
Position 781: 2.910205143666864e-07
Position 411: 2.098460854409431e-07
Position 761: 1.7737490349721456e-07
Position 660: 1.7401491347177505e-07
Position 307: 1.4699518626355262e-07
Position 804: 1.4389847526812784e-07
Position 553: 9.894731179264287e-08
Position 543: 6.869578060818949e-08
Position 672: 6.508093417914138e-08
Position 560: 1.7434965848629038e-08
Position 826: 7.441003481434617e-09
Position 615: 7.328109724970914e-09
Position 54: 2.592795685824922e-09
Position 321: 1.874487305660744e-12
Position 326: 1.3448783804439063e-12
