Gene = SmydA-2
index = 1508
Annotated 5SS: [1186 1804]
Annotated 3SS: [1541 1859]
SMsplice 5SS: [1186 1804]
SMsplice 3SS: [1541 1859]
top_k =  500
Partition function (log Z): -5.394306685675299

Sorted 5' Splice Sites (High to Low Probability):
Position 1804: 0.9900188283591775
Position 1186: 0.8420287931700254
Position 871: 0.029519928844097182
Position 152: 0.01613960962768297
Position 287: 0.014204474570418823
Position 482: 0.013430254775438933
Position 1486: 0.012312682383174662
Position 796: 0.003010226983511581
Position 578: 0.002512490239291601
Position 1455: 0.0020083469918502654
Position 531: 0.0019427322667934686
Position 2159: 0.001877528439486085
Position 1302: 0.0014805361445659473
Position 244: 0.0014128942830883842
Position 1290: 0.0012933746925067938
Position 760: 0.0012572181153010181
Position 2192: 0.0012046633689815002
Position 1212: 0.001173795591992739
Position 156: 0.0010643310295041688
Position 49: 0.000989715772817337
Position 1680: 0.0008358134446267588
Position 644: 0.0007154940692474581
Position 418: 0.0006480899208726883
Position 331: 0.0005838344288418248
Position 1116: 0.00047255695321141194
Position 1134: 0.00041497845837698474
Position 241: 0.00040108062665828576
Position 106: 0.0003885801591026458
Position 54: 0.0003025236480969163
Position 521: 0.0002739890199677581
Position 753: 0.00024213723869070307
Position 1294: 0.00022877472570154885
Position 1385: 0.00019829789209784915
Position 1298: 0.0001830021438534539
Position 19: 0.00015656145911859565
Position 66: 0.00015446120769586522
Position 403: 0.00014854408774740298
Position 254: 0.00014533501869655756
Position 1306: 0.00013367762629854172
Position 306: 0.00012265935763162002
Position 222: 0.0001212424324606521
Position 1780: 0.00011631094834115265
Position 1585: 9.661200641037939e-05
Position 443: 8.151045166789168e-05
Position 1163: 7.591581668989316e-05
Position 646: 7.530699041894322e-05
Position 2107: 7.232204862982966e-05
Position 1161: 6.904723314995075e-05
Position 1330: 6.608889745210518e-05
Position 1658: 6.0481624040913846e-05
Position 519: 5.941262767354859e-05
Position 2188: 5.901364253497553e-05
Position 219: 5.4137151384150895e-05
Position 1092: 5.2778589558393494e-05
Position 573: 5.2774549592652516e-05
Position 423: 4.705721721354785e-05
Position 1245: 4.2821016864990506e-05
Position 1620: 3.8367038276329996e-05
Position 1118: 3.81442117114821e-05
Position 2123: 3.662594395695277e-05
Position 633: 2.497333275938886e-05
Position 1538: 2.4362097668861183e-05
Position 1938: 2.035848208021527e-05
Position 1899: 1.5716527999547546e-05
Position 607: 1.5169470887053791e-05
Position 985: 1.2814807387328425e-05
Position 767: 1.2328411129791052e-05
Position 561: 1.046108331732404e-05
Position 1251: 8.654449239202201e-06
Position 1103: 7.998494275417393e-06
Position 1314: 7.436922374102684e-06
Position 1623: 6.1512153881508515e-06
Position 1711: 3.7945557721713443e-06
Position 1839: 2.3922748769590936e-06
Position 2133: 1.8564305473950685e-06
Position 200: 1.407060686652988e-06
Position 2110: 1.2720450293400353e-06
Position 1988: 6.29364397988627e-07
Position 2186: 1.408398062320817e-07
Position 198: 6.022238170082446e-09
Position 1508: 9.67583010499041e-10
Position 1589: 9.61655303369613e-10
Position 509: 3.901996979776278e-10
Position 1072: 3.6083532459156497e-10
Position 962: 3.2387997670117356e-10
Position 943: 3.19454526021461e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1859: 0.9934881742071577
Position 1541: 0.8752731557249095
Position 1606: 0.015301105346252716
Position 1354: 0.013002040007283194
Position 1748: 0.012692516434516047
Position 922: 0.006609575562795593
Position 1279: 0.005316879103671976
Position 204: 0.00401788637272559
Position 1508: 0.003146586447198702
Position 1583: 0.002620584246068188
Position 2219: 0.0020462802376164635
Position 1461: 0.0020408731696675932
Position 705: 0.0013725743137973025
Position 1358: 0.0013027909467882627
Position 500: 0.0010653990667461083
Position 2241: 0.0008710344931750412
Position 1082: 0.000759800572773021
Position 1115: 0.0006611183897903938
Position 1632: 0.0006599774439419995
Position 452: 0.0004122280008236168
Position 254: 0.00033718347145636805
Position 679: 0.0003352837461633424
Position 2248: 0.0003300944113927968
Position 1884: 0.0003062688471680003
Position 1589: 0.00025728430058334753
Position 350: 0.000231026295870683
Position 841: 0.00022523630550121617
Position 792: 0.00021054802119369195
Position 555: 0.00019895948504963798
Position 341: 0.00019892245453511205
Position 1385: 0.00017192617447546517
Position 1616: 0.00016602348669376773
Position 875: 0.00016474392640788456
Position 591: 0.0001490759063853801
Position 210: 0.00012885138956314322
Position 685: 0.00010856994519300481
Position 1396: 0.00010583600916910499
Position 509: 8.676303836498246e-05
Position 1086: 8.400861918189335e-05
Position 2257: 8.212880696740095e-05
Position 1727: 7.946406716776119e-05
Position 919: 7.887439060678362e-05
Position 1378: 4.959936512898933e-05
Position 1365: 4.206322989930346e-05
Position 418: 4.044426278601095e-05
Position 1970: 3.85938293817615e-05
Position 999: 3.5520957412564666e-05
Position 219: 3.20712565893251e-05
Position 359: 2.0890761098258597e-05
Position 1646: 2.0805359457553544e-05
Position 155: 2.0261187481789175e-05
Position 101: 1.900648385310014e-05
Position 884: 1.7606850202022995e-05
Position 1871: 1.5151414686944019e-05
Position 1843: 1.3526470402622693e-05
Position 956: 1.1998505674662362e-05
Position 1067: 8.555868625476079e-06
Position 621: 6.704517941490459e-06
Position 1001: 6.411401727964621e-06
Position 1996: 5.26801631068717e-06
Position 106: 5.172666985909048e-06
Position 810: 4.924386257109263e-06
Position 2159: 3.9000573436494025e-06
Position 1055: 3.898333029591355e-06
Position 2035: 2.1121394286618965e-06
Position 2012: 1.6615215038666802e-06
Position 1903: 1.1296688287271057e-06
Position 1978: 7.225676665420064e-07
Position 1988: 5.699972901089841e-07
Position 732: 1.1429295387295305e-07
Position 1005: 7.74285042222284e-08
Position 319: 4.6808589894983076e-08
Position 581: 4.6507354188257686e-08
Position 1176: 4.210892086292886e-08
Position 529: 4.144750847045412e-08
Position 561: 4.071133642108423e-08
Position 390: 3.67345229305949e-08
Position 134: 3.427362016779985e-08
Position 120: 9.57985254508937e-09
Position 331: 6.287908328227128e-10
