Gene = anchor
index = 1609
Annotated 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
Annotated 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
SMsplice 5SS: [ 670 4574 4809 5201 5429 5731 5981 6195 6548 6976 7411 7592]
SMsplice 3SS: [4283 4668 4868 5262 5490 5788 6040 6454 6602 7035 7465 7960]
top_k =  500
Partition function (log Z): 44.51225866591741

Sorted 5' Splice Sites (High to Low Probability):
Position 4574: 0.9989891021340997
Position 5731: 0.9985540683502326
Position 7411: 0.9935086593133036
Position 5981: 0.9934059426176055
Position 6976: 0.9932044299791375
Position 5201: 0.9807936442967534
Position 5429: 0.962318064023723
Position 4809: 0.9619424288767556
Position 6548: 0.9561499260824984
Position 670: 0.9507733697697657
Position 7592: 0.8077003670695299
Position 6195: 0.5513991271190699
Position 3164: 0.3530462797691192
Position 7783: 0.32818069503663133
Position 3849: 0.06111405135206083
Position 2485: 0.0602348271634196
Position 7787: 0.05085146729254073
Position 7624: 0.04644617216977679
Position 6304: 0.044527639741462156
Position 6524: 0.03517373325547385
Position 5420: 0.03347293881422695
Position 8361: 0.032977019005640575
Position 3229: 0.031117501777950748
Position 3114: 0.030619033932469352
Position 818: 0.029877173718238254
Position 7893: 0.027779716831070833
Position 4806: 0.02639450119537218
Position 7661: 0.021020234510513835
Position 2840: 0.019852759252061696
Position 3237: 0.019063222147155248
Position 6299: 0.014157972132958614
Position 4202: 0.0140527636905609
Position 2530: 0.011485341716571498
Position 771: 0.009064811992361848
Position 4813: 0.008792989909745981
Position 2624: 0.008283091652486562
Position 2536: 0.007487684785888965
Position 5130: 0.006985113673242072
Position 4098: 0.006977684483070243
Position 5065: 0.006627298351905161
Position 7828: 0.006516730444492432
Position 5134: 0.006338637595889912
Position 8025: 0.006170017037974481
Position 7666: 0.005769991184114067
Position 7723: 0.0055598542781187706
Position 5991: 0.005088614549675418
Position 2826: 0.004499168161932699
Position 4939: 0.004375154463727126
Position 315: 0.003901064730298426
Position 6167: 0.0031848204571020442
Position 3471: 0.002971203501732072
Position 5158: 0.002917702871483496
Position 7543: 0.002846247335756214
Position 3517: 0.002813543664433324
Position 8174: 0.0027221226893342854
Position 611: 0.002633525961660968
Position 4104: 0.0025131371522250125
Position 6139: 0.0024533093979791695
Position 7228: 0.002406638353516772
Position 156: 0.0023176755305590454
Position 983: 0.002283429729454972
Position 6310: 0.0020256560050444135
Position 8088: 0.0020200996556614397
Position 6388: 0.001987410523031457
Position 2020: 0.0018909086898718618
Position 7405: 0.0018908057100030732
Position 5193: 0.0018774076650104428
Position 3904: 0.0017619778761172934
Position 637: 0.0017302758330641336
Position 4946: 0.0017269298187337525
Position 7332: 0.0016011689917610713
Position 2013: 0.0015783887107729106
Position 7236: 0.0015740362038856586
Position 1701: 0.0014899988268501578
Position 6208: 0.0014091953645662728
Position 5407: 0.0013933211841226192
Position 2703: 0.0013576840548319368
Position 2783: 0.0012604632501253276
Position 321: 0.0011770912841820194
Position 8338: 0.0011601951086415503
Position 3118: 0.0011117218560126566
Position 218: 0.0008878185236003534
Position 5690: 0.0008602520822223719
Position 5444: 0.0008052732915574406
Position 3916: 0.0008050603532386108
Position 6356: 0.0007545671066355441
Position 3465: 0.0007403168090420502
Position 3125: 0.000693561686980053
Position 266: 0.0006524532331660414
Position 3609: 0.0006369538321049362
Position 7938: 0.0006354249777842704
Position 8949: 0.0006238209814532703
Position 8300: 0.0006107689970164381
Position 3671: 0.0005922996845562589
Position 8595: 0.0005866526041940096
Position 8385: 0.0005733794670008785
Position 6753: 0.00047974151878772355
Position 7797: 0.0004455953911893097
Position 6184: 0.00043410532402014264
Position 6365: 0.00042959848066623647
