Gene = MESR6
index = 1266
Annotated 5SS: [651 771]
Annotated 3SS: [728 992]
SMsplice 5SS: [651]
SMsplice 3SS: [992]
top_k =  500
Partition function (log Z): -6.009275584016069

Sorted 5' Splice Sites (High to Low Probability):
Position 651: 0.997762614822479
Position 899: 0.01763920715575692
Position 906: 0.013152204277193548
Position 1181: 0.010673172455824966
Position 1067: 0.008499374872199367
Position 1528: 0.005589411891374057
Position 247: 0.0043179009697426616
Position 443: 0.00360037148938266
Position 84: 0.002619457136387762
Position 1367: 0.0025480121341510406
Position 814: 0.0020246377971961274
Position 743: 0.0015893557642338075
Position 28: 0.0011664500845313438
Position 461: 0.0009503749408268093
Position 125: 0.0005272541538003127
Position 771: 0.0005207020784242383
Position 216: 0.0003879753857033276
Position 201: 0.0003418856757601398
Position 836: 0.00024642901863610307
Position 1541: 0.00023531233607085265
Position 1101: 0.0002173088723628413
Position 841: 0.00018418538509834765
Position 1526: 0.0001290931387212159
Position 261: 0.0001269693761618716
Position 21: 0.00012526908082479158
Position 1169: 0.00011586269953863143
Position 601: 0.00010397179258992662
Position 353: 0.00010081897487299987
Position 551: 9.948206352069849e-05
Position 763: 8.013356665039495e-05
Position 386: 7.915882884880658e-05
Position 955: 4.5758280287774596e-05
Position 1675: 4.22256638946502e-05
Position 1820: 3.998185944435361e-05
Position 251: 3.3475578518330084e-05
Position 469: 3.281922198992639e-05
Position 1375: 3.081710882407685e-05
Position 1511: 3.0475228498759595e-05
Position 434: 3.0077642313054283e-05
Position 67: 2.978142319443564e-05
Position 1695: 2.967286744650126e-05
Position 844: 2.3026701056789697e-05
Position 114: 1.9285549658189917e-05
Position 207: 1.815534566010085e-05
Position 1105: 1.800201037109908e-05
Position 168: 1.672557765577304e-05
Position 1996: 1.2007775235304411e-05
Position 95: 1.0574089223261287e-05
Position 1250: 8.466132277907718e-06
Position 1999: 5.39637193530238e-06
Position 1880: 2.3713713865027107e-06
Position 1778: 2.2061394164496256e-06
Position 97: 1.750450302260005e-06
Position 111: 1.4418161013791112e-06
Position 119: 8.967446761038842e-07
Position 78: 2.7268731124575213e-07
Position 576: 1.8441770402930384e-07
Position 524: 8.107519799220216e-08
Position 953: 5.801728263828621e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.6674951037225965
Position 728: 0.18609123835805375
Position 946: 0.14593816385844408
Position 1705: 0.022910121057156074
Position 511: 0.012320289665301996
Position 1278: 0.011280538523935537
Position 872: 0.008643335665534565
Position 802: 0.005506866733208053
Position 814: 0.003981270182022335
Position 1330: 0.0012069333007847349
Position 1021: 0.0009809764944696412
Position 786: 0.0009674062315939598
Position 1754: 0.0008283533257731677
Position 1693: 0.0007313289208879571
Position 95: 0.0007056072635977139
Position 1039: 0.0005690385723418311
Position 953: 0.0005167851583426461
Position 734: 0.00048720956127927144
Position 1771: 0.00047463342490169507
Position 1309: 0.00045764912414476497
Position 749: 0.0004552999918148445
Position 1617: 0.00033780320299796264
Position 1816: 0.0002850514884921692
Position 1415: 0.000253316125166377
Position 2078: 0.00024419154521442037
Position 763: 0.00017843428155478144
Position 1234: 0.00017368942191410355
Position 1356: 0.00017046751360813464
Position 1397: 0.00016858625674341264
Position 1447: 0.00013210787793371565
Position 1036: 0.00012260367913615407
Position 1653: 0.00011902804764074993
Position 1053: 0.00011785782476190465
Position 1156: 0.00010468386265901353
Position 1066: 9.428752438065347e-05
Position 1078: 9.169550859871444e-05
Position 1777: 8.57024553192876e-05
Position 924: 8.557568138284305e-05
Position 693: 8.23073363806977e-05
Position 1366: 7.841305666885457e-05
Position 1715: 7.306749693893133e-05
Position 1910: 6.912896384345757e-05
Position 1724: 6.805831557182978e-05
Position 1336: 6.770326839260961e-05
Position 852: 5.919714036173972e-05
Position 104: 5.536000846588266e-05
Position 84: 5.310052889390205e-05
Position 305: 4.689214856728161e-05
Position 1468: 4.41864177638181e-05
Position 615: 3.5849792267767506e-05
Position 163: 3.1526459519600264e-05
Position 119: 2.4077792819250883e-05
Position 201: 2.347035900528154e-05
Position 592: 1.8238200314707584e-05
Position 1262: 1.6834047985335637e-05
Position 298: 1.535833964863268e-05
Position 391: 1.1959874056078619e-05
Position 1999: 8.777062273620599e-06
Position 272: 8.27378240965883e-06
Position 313: 7.087900001726328e-06
Position 424: 4.739894865691958e-06
Position 576: 4.3862161031217314e-06
Position 125: 4.3699521628612635e-06
Position 316: 3.94719418164841e-06
Position 135: 3.880835882239004e-06
Position 469: 1.3410828606860599e-06
Position 408: 9.255903334050195e-07
Position 67: 9.251799577013191e-07
Position 289: 9.062741171625533e-07
Position 207: 7.488464347638848e-07
Position 216: 6.199235432148705e-07
Position 111: 5.775944393928639e-07
Position 364: 2.543251770906227e-07
Position 332: 1.7630089148777635e-07
Position 367: 1.339998856288025e-07
Position 223: 1.127999317858981e-07
Position 245: 1.0290550113126881e-07
Position 414: 2.256840471510066e-08
Position 650: 8.1553255698592e-09
Position 166: 3.3868796293658846e-09
Position 274: 2.9771962133630995e-09
Position 622: 2.524571597711702e-09
Position 319: 1.5841328831243187e-09
Position 291: 1.5398824511668944e-09
Position 328: 9.325205515378412e-10
Position 342: 8.391524869851917e-10
