Gene = Mcm10
index = 1272
Annotated 5SS: [1260]
Annotated 3SS: [1319]
SMsplice 5SS: [1260]
SMsplice 3SS: [1319]
top_k =  500
Partition function (log Z): -8.866708073450708

Sorted 5' Splice Sites (High to Low Probability):
Position 1260: 0.9573928703086411
Position 374: 0.14486483877012646
Position 896: 0.06067650914893694
Position 1413: 0.04456173758727262
Position 479: 0.044413769883453906
Position 572: 0.018394740846860293
Position 509: 0.013694388119880193
Position 1264: 0.013224111133679831
Position 833: 0.012424383902050262
Position 1253: 0.010384045404610973
Position 467: 0.007594769302382387
Position 852: 0.007355337447414694
Position 1694: 0.005764126447533827
Position 1127: 0.0046457178059122976
Position 512: 0.003424378302911792
Position 2177: 0.003308986588950355
Position 960: 0.0025258698544950798
Position 1117: 0.002095184954710297
Position 1384: 0.0020918164388500074
Position 1698: 0.0017503560868014595
Position 1656: 0.001716327924735618
Position 1401: 0.001698937567773475
Position 2325: 0.0013915605067147143
Position 800: 0.001373436644202975
Position 397: 0.0012790241145737842
Position 177: 0.0012745546222460017
Position 499: 0.0012012153582306717
Position 211: 0.001165939815774276
Position 868: 0.0010668253472583546
Position 2240: 0.0007026193295357573
Position 2520: 0.0006957264281062293
Position 2471: 0.0006077310529668416
Position 2485: 0.00048690102727450175
Position 406: 0.00047651470779931415
Position 1230: 0.0004744205483604925
Position 2185: 0.00044708310255635477
Position 644: 0.0004182715476188238
Position 1065: 0.0003703497469116283
Position 1052: 0.0003432820668667765
Position 1089: 0.0002023000304112005
Position 71: 0.0001881187607701081
Position 1331: 0.0001835275331427245
Position 1130: 0.00016678037568303343
Position 2716: 0.00014647135635615307
Position 763: 0.0001431823725320565
Position 1166: 6.780826084559343e-05
Position 245: 5.9856428943097185e-05
Position 636: 3.329960636168669e-05
Position 2743: 3.281958409903461e-05
Position 270: 2.952562085914872e-05
Position 414: 2.634071192019708e-05
Position 818: 2.565274168842178e-05
Position 132: 1.2377517720438296e-05
Position 27: 2.2518474673492094e-06
Position 1227: 1.4049861171822716e-06
Position 1407: 1.230910177913526e-06
Position 1377: 8.704374788918738e-07
Position 1224: 7.996732478938336e-07
Position 302: 7.98615576411151e-07
Position 1433: 5.624458230535128e-07
Position 1542: 4.123819497720307e-07
Position 583: 3.4619760101063566e-07
Position 631: 3.1680336576124355e-07
Position 1146: 2.3293381874851588e-07
Position 1911: 2.1642579049564343e-07
Position 1539: 1.560752907573009e-07
Position 758: 1.0342945088503626e-07
Position 698: 1.0239546183104445e-07
Position 460: 9.147182608596863e-08
Position 614: 9.133849472031801e-08
Position 358: 7.714546721526172e-08
Position 591: 5.874746981009164e-08
Position 668: 1.5159614055764124e-08
Position 653: 1.4309659051656206e-08
