Gene = Chro
index = 1070
Annotated 5SS: [ 351 1048 1535 2528 3861]
Annotated 3SS: [ 965 1108 1595 2593 4284]
SMsplice 5SS: [1048 1535 2528 3861]
SMsplice 3SS: [1108 1595 2593 4284]
top_k =  500
Partition function (log Z): 4.220433933035032

Sorted 5' Splice Sites (High to Low Probability):
Position 1048: 0.999592943117974
Position 3861: 0.9929240203465136
Position 1535: 0.9562109695102317
Position 2528: 0.816364191455226
Position 351: 0.31900646294949997
Position 1815: 0.25439776167466477
Position 1840: 0.24727003634440056
Position 4098: 0.13297419900930868
Position 243: 0.13082749292198043
Position 3479: 0.11926024652900682
Position 4851: 0.11735181505975911
Position 834: 0.11299843583536553
Position 282: 0.10248302049424576
Position 498: 0.10203172478641842
Position 3449: 0.06714392159937772
Position 704: 0.048939952678561695
Position 75: 0.048110833460607454
Position 4118: 0.044690417999180214
Position 859: 0.03791376167288094
Position 2054: 0.03563040348281221
Position 4184: 0.034492367995218466
Position 4458: 0.027336853891813288
Position 3550: 0.025693429204385124
Position 4742: 0.024390946555644333
Position 448: 0.023165775680176772
Position 3722: 0.018997004376975074
Position 4379: 0.017609145144234683
Position 470: 0.015527858546864448
Position 1608: 0.01436918124160609
Position 2116: 0.012729575205419943
Position 2266: 0.009239960310504173
Position 1348: 0.0075975727607523426
Position 2250: 0.0074280922779458025
Position 634: 0.006891239448763951
Position 111: 0.005460851237008378
Position 2858: 0.0040968186889573125
Position 2888: 0.00402156715826606
Position 5017: 0.0039356650470528075
Position 156: 0.003696574259568687
Position 4102: 0.003580938665223025
Position 828: 0.003524776710292784
Position 3002: 0.0033880400294601354
Position 4389: 0.0030236560929535893
Position 303: 0.0027502955091069582
Position 1844: 0.0027381050112950506
Position 2906: 0.0025950188189777647
Position 3957: 0.0021935560456644307
Position 1835: 0.002151394643102363
Position 1877: 0.0020791181469418385
Position 1519: 0.0018928931718408992
Position 2420: 0.0016042772753807196
Position 2451: 0.0015040452369057488
Position 607: 0.0013536451923672702
Position 1828: 0.0010312569491106036
Position 286: 0.0010275340231146366
Position 253: 0.0008166751263798279
Position 875: 0.0007711663222288454
Position 3833: 0.0007233624431065468
Position 590: 0.0007200248394619178
Position 5152: 0.0006955918520741992
Position 811: 0.0005726745730417142
Position 227: 0.0005044203530149527
Position 4396: 0.0004704041196903453
Position 2008: 0.0004153851480968519
Position 235: 0.0004013043567745358
Position 1447: 0.0003918167303276018
Position 320: 0.00036507523153391224
Position 1468: 0.0003445791322425124
Position 1621: 0.0003149362082072056
Position 677: 0.00027952571407014056
Position 761: 0.000271215033690656
Position 543: 0.00026971019673039607
Position 2423: 0.00026214110781383
Position 2328: 0.0002496410423540173
Position 3934: 0.00024051421744996997
Position 267: 0.0002377427409715909
Position 4993: 0.0002223508719701361
Position 265: 0.00020236364006763092
Position 355: 0.00019274752415538923
Position 79: 0.00015945755794623915
Position 648: 0.0001287041268167614
Position 1465: 0.00011972753471322286
Position 3836: 7.867830614566665e-05
Position 1326: 7.854157646578774e-05
Position 2120: 5.5108623245447826e-05
Position 1569: 5.3890170662131834e-05
Position 1052: 5.1378132893277324e-05
Position 341: 4.927637252497302e-05
Position 1896: 4.5803932655185166e-05
Position 1335: 3.5529022505382755e-05
Position 1674: 3.5153401806676724e-05
Position 2642: 3.222161552325209e-05
Position 1144: 3.0041311146195844e-05
Position 4045: 2.8094632445244354e-05
Position 365: 2.7997826601770867e-05
Position 1712: 2.747464645477417e-05
Position 576: 2.7138574929911337e-05
Position 1366: 2.663501943630959e-05
Position 601: 2.4308711571309764e-05
Position 363: 2.2229671750038306e-05
Position 1404: 2.1109901799312692e-05
Position 1384: 1.668808683960633e-05
Position 14: 1.335067901502864e-05
Position 4138: 8.87204671187684e-06
Position 1918: 7.1726581239040245e-06
Position 437: 5.7083374505345804e-06
Position 1377: 5.39828983664545e-06
Position 1560: 4.3985900601508604e-06
Position 4402: 3.013752321320487e-06
Position 1185: 2.9856310003198113e-06
Position 638: 2.3817948573350423e-06
Position 1778: 1.5186134175934425e-06
Position 3985: 1.189522729736825e-06
Position 1314: 1.0945479415161986e-06
Position 1068: 1.834477009899034e-07
Position 196: 1.7648639301902188e-07
Position 353: 1.367503202198022e-07
Position 619: 2.958777242502488e-08
Position 1177: 7.117997935739972e-09
Position 396: 5.399076525911007e-09
Position 992: 2.0990610758297837e-09
Position 1962: 1.1593464519119145e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1108: 0.9988980908787779
Position 2593: 0.9423353191754643
Position 1595: 0.9246009301607064
Position 4284: 0.8221823959333667
Position 1915: 0.42317463793897897
Position 758: 0.3844212444786776
Position 965: 0.2178582441886477
Position 565: 0.20567579245598175
Position 3523: 0.1793854336053534
Position 4170: 0.12290791737644044
Position 4009: 0.12186452789336634
Position 4914: 0.10310402210320219
Position 3932: 0.08668852594148899
Position 404: 0.0548368357950025
Position 3605: 0.04150030240862568
Position 3956: 0.03512787221645068
Position 4518: 0.028285523034376616
Position 5079: 0.026786612965959116
Position 131: 0.02406735050465063
Position 3773: 0.02183336005008606
Position 1694: 0.021664158155307468
Position 926: 0.018286544388320173
Position 4316: 0.015388201903378706
Position 1639: 0.012910279322829106
Position 2326: 0.012568357406688109
Position 711: 0.012481762193240488
Position 898: 0.01215618371520343
Position 2194: 0.010283481100022853
Position 4795: 0.010133270936577883
Position 677: 0.009934215696437097
Position 4736: 0.009065827772188551
Position 3560: 0.008976286833126793
Position 596: 0.007766074223457438
Position 4445: 0.007293434431711627
Position 2116: 0.006651908265967556
Position 4494: 0.00592589454665151
Position 5030: 0.005158620122801487
Position 939: 0.004599379438763937
Position 2923: 0.004309031218132713
Position 201: 0.00419046058403296
Position 2599: 0.003460447617674322
Position 350: 0.0030623401886221186
Position 4808: 0.00291424672102784
Position 5083: 0.002803208370856087
Position 1953: 0.002071656524615274
Position 225: 0.0019714784084617957
Position 136: 0.0019332746107333025
Position 3698: 0.0018508774342144332
Position 2053: 0.0016630519396761561
Position 801: 0.0016392373969829
Position 141: 0.0016391338753422456
Position 437: 0.0010866289108914474
Position 4918: 0.0009513370441305822
Position 733: 0.0007184931445174754
Position 1437: 0.0006959092085818019
Position 5214: 0.0006955918520741988
Position 371: 0.0006079802049495685
Position 915: 0.000571612157324534
Position 634: 0.0005690015006214088
Position 1612: 0.000483661561002328
Position 165: 0.00043934046254429776
Position 1625: 0.00039301116414855816
Position 3960: 0.00028850193231068073
Position 1116: 0.00025072552656154093
Position 528: 0.0002475750886394399
Position 5055: 0.00022977089028239673
Position 320: 0.0002110942413615349
Position 1499: 0.00019141658081547118
Position 1404: 0.00016559459500252875
Position 120: 0.00015964677726614467
Position 541: 0.00014271676542039835
Position 4429: 0.00013772639799017198
Position 144: 0.0001266428060002958
Position 5155: 0.00012117110369984364
Position 1001: 0.00010280395771398376
Position 2557: 6.395361997334e-05
Position 3977: 5.436440609343526e-05
Position 576: 5.133590375299297e-05
Position 1461: 4.793080248568884e-05
Position 363: 4.1028836986000216e-05
Position 1987: 3.9217484829723624e-05
Position 1646: 3.6810550032093177e-05
Position 1663: 3.266172890568318e-05
Position 685: 1.7580279843134072e-05
Position 1876: 1.3734876354572856e-05
Position 619: 1.3464844463838202e-05
Position 1191: 1.2537508053839483e-05
Position 447: 1.1509967766408412e-05
Position 2031: 1.1052225569511632e-05
Position 2174: 1.070047812348977e-05
Position 1254: 8.352761298655415e-06
Position 1236: 8.08262408285175e-06
Position 1656: 7.852384486158801e-06
Position 2113: 7.509962652727322e-06
Position 1357: 7.067798602741589e-06
Position 1532: 6.069560940656787e-06
Position 155: 5.571822628486418e-06
Position 1740: 4.486717362894061e-06
Position 75: 3.618458411882569e-06
Position 1669: 3.1886232465024274e-06
Position 373: 2.7046437275109555e-06
Position 1322: 2.5367940319989907e-06
Position 1293: 2.2898235713336943e-06
Position 1395: 2.0611361005238566e-06
Position 1285: 1.69418419532854e-06
Position 1927: 1.6198000648517536e-06
Position 1308: 1.0588785296939051e-06
Position 96: 4.805943916716134e-07
Position 227: 2.239600382508555e-07
Position 79: 8.257954520248403e-08
Position 250: 7.38859574951527e-08
Position 253: 5.200303758417915e-08
Position 286: 4.1637583781255725e-08
Position 86: 9.689500103003002e-10
Position 111: 8.494535876744012e-10
Position 1560: 6.62610262879954e-10
