Gene = Cpr62Bc
index = 1093
Annotated 5SS: [ 95 324]
Annotated 3SS: [191 896]
SMsplice 5SS: [ 95 324]
SMsplice 3SS: [191 896]
top_k =  500
Partition function (log Z): -2.330154434208075

Sorted 5' Splice Sites (High to Low Probability):
Position 324: 0.9920038573281996
Position 95: 0.9581582274324102
Position 612: 0.009560710743191408
Position 1685: 0.007636965848080182
Position 129: 0.004871894782904534
Position 1359: 0.002450640841736182
Position 328: 0.0011154258989933348
Position 1305: 0.0009472276163178698
Position 969: 0.00048671630096013436
Position 1026: 0.0004067983349780482
Position 1297: 0.00040532332557718297
Position 136: 0.00033234093130866997
Position 364: 0.00030184333563167153
Position 116: 0.00027500953551305593
Position 578: 0.0002690436348299086
Position 1236: 0.00025344467370201244
Position 99: 0.00022350649370034167
Position 626: 0.0001531524775631989
Position 29: 0.00012490317483126393
Position 1021: 7.424631567867788e-05
Position 1714: 6.461519326448096e-05
Position 1119: 5.52523311848758e-05
Position 745: 4.660450475676054e-05
Position 818: 2.2243556373832433e-05
Position 979: 1.9732835830668617e-05
Position 1040: 9.124853374524516e-06
Position 1375: 8.270045079612053e-06
Position 813: 6.042172341844555e-06
Position 697: 5.9434087101398665e-06
Position 46: 2.4118961661496826e-06
Position 1732: 1.7839516010246805e-06
Position 5: 2.944413848849876e-07
Position 12: 1.827847756385052e-07
Position 475: 5.645817325305846e-08
Position 751: 3.1642565021679634e-08
Position 735: 2.5801617968300714e-08
Position 250: 1.906359783644507e-08
Position 1122: 1.6882104471061143e-08
Position 295: 6.670837842054513e-09
Position 405: 3.78903129709751e-09
Position 645: 3.580263994803699e-09
Position 432: 2.5378018287626893e-09
Position 256: 8.371565165117566e-10
Position 486: 3.221479271095525e-10
Position 234: 1.108896439283535e-10
Position 183: 7.931878340961262e-11
Position 725: 1.8223131913882335e-12
Position 191: 9.979588739304722e-15
Position 210: 1.8572641816854196e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 896: 0.8837794331390461
Position 191: 0.828880767950417
Position 153: 0.13395548803889618
Position 455: 0.03074511027596704
Position 528: 0.015938768489939612
Position 856: 0.0140486099099123
Position 853: 0.009792063340345682
Position 395: 0.008983913529033289
Position 697: 0.008581922701371253
Position 1371: 0.007102534012918125
Position 1743: 0.006953511724444145
Position 1433: 0.0051017529635860315
Position 785: 0.004742724205527058
Position 768: 0.004547083814499751
Position 1787: 0.0031492389513046505
Position 840: 0.002732043839210491
Position 908: 0.0020956238739951462
Position 1607: 0.0020815554848229415
Position 1173: 0.0013863108226122441
Position 1416: 0.001233575432149951
Position 634: 0.0006859272812497103
Position 616: 0.0006309963094160804
Position 1441: 0.0005093488168574922
Position 535: 0.0004238831435585519
Position 1235: 0.0004194790403903267
Position 530: 0.0002946738773911006
Position 1488: 0.00023340843812427034
Position 794: 0.00022207681130418814
Position 626: 0.00019097281042272437
Position 1537: 0.00017191678127555465
Position 367: 0.00012389706578734146
Position 992: 0.00010440504300399696
Position 1085: 0.0001005941452470885
Position 743: 8.882130590107659e-05
Position 1750: 7.663766616718723e-05
Position 486: 5.285228156405475e-05
Position 962: 2.3005750486770227e-05
Position 948: 2.2475627424588773e-05
Position 803: 1.882995110516275e-05
Position 1040: 1.6735378894097803e-05
Position 956: 1.2621883960517173e-05
Position 95: 1.155705113993878e-05
Position 1789: 9.73232066093643e-06
Position 1611: 9.019245843905225e-06
Position 234: 6.9065427170537685e-06
Position 106: 6.066823808832883e-07
Position 217: 4.4942953343150005e-07
Position 122: 4.197647088300892e-08
Position 99: 3.340111448489423e-08
Position 111: 5.477644247638175e-09
Position 129: 3.9814928077038955e-09
Position 349: 3.883583607305659e-10
Position 364: 2.296473143200755e-10
Position 54: 1.207343388217281e-10
Position 336: 7.30184363792533e-12
Position 328: 6.918696296301093e-12
Position 377: 6.799492913578368e-12
Position 308: 3.2327896040105277e-15
