Gene = lama
index = 1756
Annotated 5SS: [  230  8296 10087 10268]
Annotated 3SS: [ 8239  9422 10150 10327]
SMsplice 5SS: [  230 10087 10268]
SMsplice 3SS: [ 9422 10150 10327]
top_k =  500
Partition function (log Z): 1.30304862093297

Sorted 5' Splice Sites (High to Low Probability):
Position 10268: 0.9998824902228579
Position 10087: 0.9725951514148596
Position 8296: 0.7103895153733235
Position 230: 0.48091278077881655
Position 2245: 0.43292744595859517
Position 1309: 0.33389542768198627
Position 9232: 0.27329877201175445
Position 105: 0.1823502487002843
Position 10743: 0.10718622268672183
Position 4605: 0.06069551877271524
Position 4454: 0.0316267454971777
Position 2249: 0.030879220294382902
Position 374: 0.026500525442167123
Position 11904: 0.021475763896469158
Position 12039: 0.01747361189652788
Position 2577: 0.01691673217424445
Position 9986: 0.015477543046134775
Position 189: 0.014309940822982136
Position 11924: 0.01337362446703235
Position 4508: 0.011874016074862935
Position 303: 0.010223470369564721
Position 1394: 0.007063988015708903
Position 3981: 0.005611983584522241
Position 1130: 0.004512508821492836
Position 11151: 0.003607853983300455
Position 10811: 0.0030989415300553187
Position 1609: 0.0025268666106053753
Position 1357: 0.0023084456579513407
Position 2094: 0.002212605716404514
Position 12189: 0.002067514734629359
Position 11942: 0.0020562754219788284
Position 331: 0.0016792091995926177
Position 11915: 0.001514823881669844
Position 235: 0.0011578454198432652
Position 164: 0.0009242460820751294
Position 11037: 0.0009120225345751403
Position 389: 0.0008686577156844706
Position 97: 0.0008177074886849001
Position 3213: 0.0005869094520738143
Position 2949: 0.0005732907694248801
Position 4514: 0.0005611839173259802
Position 12132: 0.0005297541873942495
Position 4153: 0.0005239861612408958
Position 581: 0.0004816596059568751
Position 1675: 0.0004794224430551957
Position 10639: 0.00038973465773003133
Position 11715: 0.0003878485301900154
Position 10780: 0.0003797798782383443
Position 11001: 0.0003454429989692543
Position 667: 0.00029819719193846414
Position 751: 0.00027129845552671
Position 2707: 0.00024764299547815185
Position 3935: 0.00023676277264101113
Position 1002: 0.00021460231193342404
Position 1000: 0.00021057316443340827
Position 998: 0.00020621609818499375
Position 2193: 0.00020031372373115544
Position 994: 0.00019624364607649032
Position 2977: 0.00019536066024352568
Position 4493: 0.00018768794642732596
Position 1004: 0.00017398999222308063
Position 12087: 0.00016957037286579568
Position 1006: 0.00016152058299822257
Position 2517: 0.00013237622842603776
Position 10864: 0.00012667341131343736
Position 1008: 0.0001132150088736405
Position 401: 0.00010249677512377742
Position 884: 0.00010018874817685444
Position 1059: 8.131164393876248e-05
Position 996: 7.248739812098903e-05
Position 2934: 7.138812018565533e-05
Position 10259: 6.207807368025657e-05
Position 10262: 5.335926518508513e-05
Position 1105: 4.0139664373992733e-05
Position 10953: 3.4578422854476335e-05
Position 2316: 1.9585860333548197e-05
Position 125: 1.9376685962730966e-05
Position 10857: 1.9222943720898316e-05
Position 2551: 1.1653052305777256e-05
Position 11477: 9.880243618305896e-06
Position 10751: 9.113081256373194e-06
Position 2324: 8.69333964720107e-06
Position 10849: 6.241545995177617e-06
Position 10885: 5.766529070231664e-06
Position 10378: 5.361500634974794e-06
Position 112: 5.0853073724858466e-06
Position 57: 5.041232125451411e-06
Position 10793: 4.594872818384359e-06
Position 10817: 4.518670125599593e-06
Position 599: 2.3959341268844842e-06
Position 208: 8.735340992306142e-07
Position 11120: 8.610348617947471e-07
Position 10835: 1.6777576624655766e-07
Position 11028: 4.623729255784227e-08
Position 181: 3.017631952688923e-08
Position 1010: 2.695011586685118e-08
Position 11019: 2.450448268266433e-08
Position 9: 1.9627045652601466e-08
Position 10866: 1.3860552389620244e-08
Position 34: 1.1424939082601224e-08
Position 10472: 5.462736863476256e-09
Position 263: 3.718233795753096e-09
Position 29: 4.945594431853017e-10
Position 480: 4.429411081870806e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10327: 0.99899621512535
Position 10150: 0.9950480172871579
Position 9422: 0.8905899009378356
Position 7870: 0.4053437832542068
Position 2135: 0.36409562928650674
Position 8239: 0.19102846487717257
Position 7890: 0.08599681095365229
Position 4275: 0.0809159623388665
Position 8430: 0.0741787893060704
Position 11962: 0.05093400389364795
Position 2159: 0.04958249294337135
Position 9128: 0.04616096149160709
Position 10956: 0.04543986407390088
Position 2010: 0.04435945666796591
Position 8404: 0.04207153863345293
Position 9556: 0.031965385404945826
Position 8514: 0.03115077034639382
Position 8901: 0.025886570657309413
Position 12107: 0.024110759991355143
Position 9653: 0.020342527509081696
Position 9804: 0.018962786502929395
Position 498: 0.018519903586434548
Position 1180: 0.018261154730197477
Position 3834: 0.017874762045210796
Position 9807: 0.015438095975921443
Position 9282: 0.014960615912743998
Position 8859: 0.014879180487858265
Position 8747: 0.013381612318496723
Position 8556: 0.013067415342356685
Position 7449: 0.012839464267458852
Position 8802: 0.012610232099781106
Position 12083: 0.009699986821250945
Position 4568: 0.009521322736919576
Position 7336: 0.00927291446943181
Position 12167: 0.008697641660325451
Position 2327: 0.00838643909174295
Position 10931: 0.006693929466788126
Position 438: 0.006257616047935905
Position 1108: 0.006236052300218144
Position 12256: 0.005645511950293821
Position 493: 0.0049040681897232746
Position 11639: 0.004861770481023834
Position 7618: 0.004861641140945286
Position 188: 0.004121311328168525
Position 531: 0.003567963672552553
