Gene = GlyP
index = 1192
Annotated 5SS: [ 442 4155 5832]
Annotated 3SS: [3625 4224 5917]
SMsplice 5SS: [ 442 4155 5832]
SMsplice 3SS: [3625 4224 5917]
top_k =  500
Partition function (log Z): -0.6382167249919258

Sorted 5' Splice Sites (High to Low Probability):
Position 442: 0.9972208071359415
Position 5832: 0.9850709608096646
Position 4155: 0.8406183592852347
Position 5154: 0.3490266135779053
Position 2959: 0.08517889674403975
Position 3485: 0.06933205534563168
Position 5676: 0.06090469045676975
Position 2930: 0.025343778387442957
Position 4027: 0.01017716713106282
Position 5379: 0.005291605643907533
Position 3570: 0.0038892879888287727
Position 262: 0.00292767689987425
Position 4909: 0.00239687058380827
Position 4419: 0.0023793998239512457
Position 4816: 0.0021118115087738133
Position 5161: 0.00193194347095655
Position 3055: 0.0017513881966309257
Position 1667: 0.001576530630664373
Position 3102: 0.001490242822126932
Position 4159: 0.0011576437714842756
Position 3459: 0.0011300553619848267
Position 3483: 0.0010843363780644766
Position 4452: 0.0009706453922365099
Position 3402: 0.00072508778772558
Position 3259: 0.0006701355665347752
Position 5141: 0.0006186784805693226
Position 3222: 0.0005843523842298194
Position 3265: 0.000583392020617182
Position 391: 0.0005470825253758159
Position 3170: 0.0005011644215787667
Position 1656: 0.0004481024523596611
Position 52: 0.00035627931423046064
Position 2034: 0.000324176015929551
Position 2921: 0.0003046341054550141
Position 2272: 0.00023723369235244168
Position 1312: 0.00022997286941903218
Position 280: 0.00020651403534756893
Position 4097: 0.00019885059390692858
Position 811: 0.0001955845268026719
Position 6197: 0.000193943328658514
Position 2737: 0.00018384442807431938
Position 4175: 0.00017270738089798587
Position 3837: 0.00017229588133348855
Position 5998: 0.00016084262055451447
Position 2622: 0.00015846153041138933
Position 3127: 0.00014848852204989426
Position 3195: 0.00014383844984250735
Position 244: 0.00013845755811376991
Position 3069: 0.00013585520272962117
Position 1071: 0.00013333385795127704
Position 46: 0.00013286820583887146
Position 1783: 0.00011718699043713315
Position 3453: 9.260884420971185e-05
Position 2634: 9.063808123100549e-05
Position 6171: 8.68581093153212e-05
Position 2963: 8.427977765596535e-05
Position 3445: 7.833099331132563e-05
Position 4150: 7.525048120705052e-05
Position 3358: 7.18517062816429e-05
Position 3442: 7.165649178996625e-05
Position 2488: 6.754440106930863e-05
Position 6020: 6.048917756639988e-05
Position 2142: 5.169140129747769e-05
Position 1942: 4.292436928363704e-05
Position 3911: 3.871755322284056e-05
Position 3876: 3.325530199813083e-05
Position 5756: 2.6340091121300638e-05
Position 107: 2.3703679820961643e-05
Position 6135: 2.3585628082591665e-05
Position 5607: 2.3132532812600407e-05
Position 2024: 2.309839183491491e-05
Position 1954: 2.2116734817740607e-05
Position 6321: 1.9850134550709466e-05
Position 5479: 1.617830166806441e-05
Position 6367: 1.57442527254028e-05
Position 5667: 1.4544400484052188e-05
Position 58: 1.4315105653675602e-05
Position 4400: 1.31989939876976e-05
Position 1787: 1.1287543722202005e-05
Position 720: 1.034127431670113e-05
Position 5361: 9.716614367571302e-06
Position 771: 7.302458331086225e-06
Position 1419: 7.2868445834562084e-06
Position 4352: 6.390052421100563e-06
Position 6104: 6.387594579106809e-06
Position 1520: 6.112754649929228e-06
Position 2452: 5.7473437317194295e-06
Position 4574: 5.7271531290895234e-06
Position 36: 4.138699533247972e-06
Position 3786: 2.868146180044703e-06
Position 319: 2.7884198657003703e-06
Position 5010: 2.7873489373774463e-06
Position 1323: 2.7706835007113568e-06
Position 3774: 2.3522171701013716e-06
Position 4560: 2.338934124813729e-06
Position 4234: 2.2605745237779426e-06
Position 3789: 2.2208975320839623e-06
Position 2066: 2.1779694930603057e-06
Position 1759: 2.157884672042971e-06
Position 33: 1.5607950237102835e-06
Position 40: 1.185808709932625e-06
Position 76: 1.0634791002228263e-06
Position 63: 9.819169191079037e-07
Position 2449: 9.083087429468939e-07
Position 1589: 3.762654098417784e-07
Position 1103: 5.6068973034856946e-08
Position 61: 4.69620781710477e-08
Position 70: 3.2716826014353025e-08
Position 1274: 2.7743141429568336e-08
Position 446: 2.335144049497161e-08
Position 334: 2.05277268865278e-08
Position 483: 1.0855510941444752e-08
Position 271: 9.059925876183392e-09
Position 336: 6.7534028193140315e-09
Position 90: 5.636734199858051e-09
Position 201: 4.495468696498236e-09
Position 510: 1.285147357480844e-09
Position 5024: 1.198562862293066e-09
Position 3871: 1.0507209917008977e-09
Position 4567: 6.683804664314914e-10
Position 4695: 4.0603222740674127e-10
Position 507: 2.988483898264166e-10
Position 963: 2.762838222535917e-10
Position 4746: 2.557982305464743e-10
Position 4046: 1.7599110162711965e-10
Position 6123: 1.0003296679138483e-10
Position 547: 2.8560068955609847e-11
Position 487: 1.2093907650387419e-11
Position 376: 1.0595931719916619e-11
Position 3026: 3.34119887326878e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5917: 0.998780750304392
Position 3625: 0.8103052177588757
Position 4224: 0.7378435497835013
Position 5221: 0.432192753018815
Position 2675: 0.16394652370785853
Position 5153: 0.06163716588312976
Position 5732: 0.04346583215465472
Position 3288: 0.03302027092033085
Position 4247: 0.029008087558930678
Position 5450: 0.022062820765230202
Position 2647: 0.01888830155806108
Position 3596: 0.011918158908582364
Position 5756: 0.011140491564046808
Position 3473: 0.009591089388582469
Position 3007: 0.0074352533083209965
Position 3700: 0.007188199593132439
Position 2514: 0.00541893179926173
Position 3892: 0.004775856589005812
Position 3889: 0.004036366512904084
Position 3570: 0.003577294084736307
Position 5469: 0.00320745565466747
Position 3238: 0.003172094588920967
Position 5048: 0.0030794618719134376
Position 2710: 0.002667204106617369
Position 2691: 0.002598404943749082
Position 2800: 0.002293904894748337
Position 2783: 0.0021284964062442376
Position 2622: 0.0020972138533147224
Position 4838: 0.0018033904315787467
Position 3649: 0.0014043724405819057
Position 2223: 0.001370001408768006
Position 2870: 0.0013646892312672067
Position 3401: 0.0013642466951633268
Position 4370: 0.001325838742433057
Position 2897: 0.001187316646337675
Position 2331: 0.0010352464425796872
Position 324: 0.0009667891341149702
Position 3453: 0.0009602514401587626
Position 1933: 0.0009028325488254675
Position 3295: 0.0008573585384681594
Position 3410: 0.0008064702430004001
Position 1810: 0.0006369260088834309
Position 3161: 0.0006224865152111279
Position 3124: 0.0006198757257011142
Position 1100: 0.0005134857885973489
Position 504: 0.00049727405215641
