Gene = lt
index = 1760
Annotated 5SS: [  131   313   536   704  1125  2971 14048 14511 14746 15040 15219]
Annotated 3SS: [  186   364   585   770  2642 13978 14108 14558 14799 15091 15277]
SMsplice 5SS: [  536   704  1125  2971 14048 14746 15040 15219]
SMsplice 3SS: [  585   770  2642 13978 14108 14799 15091 15277]
top_k =  500
Partition function (log Z): -7.3084854750657975

Sorted 5' Splice Sites (High to Low Probability):
Position 2971: 0.9996886020319328
Position 704: 0.9924417981403434
Position 536: 0.9860652789699869
Position 1125: 0.7341976276426858
Position 313: 0.18431240092095216
Position 1625: 0.13750188577939923
Position 2493: 0.06367170465462833
Position 1310: 0.05963500344328863
Position 131: 0.04815674719363657
Position 1325: 0.0418356117629248
Position 29: 0.03517479583229252
Position 1129: 0.027538681607862183
Position 1669: 0.023049430156339774
Position 2473: 0.01907231159668991
Position 315: 0.009436997067184686
Position 23: 0.008919233085743179
Position 1163: 0.008707880613075472
Position 952: 0.008410581117176253
Position 2669: 0.005828172258631337
Position 1153: 0.005775599826989637
Position 2406: 0.004725104534740381
Position 1300: 0.004489147014936504
Position 2267: 0.004082213415056801
Position 700: 0.0040497250057112775
Position 293: 0.004015886898809653
Position 959: 0.003998075847269265
Position 1832: 0.003912926226130716
Position 1949: 0.0036426436037920646
Position 301: 0.0030946349171747075
Position 126: 0.0028046542010856704
Position 708: 0.0027111966044727496
Position 505: 0.0023973657474935317
Position 1494: 0.002309386114385391
Position 1636: 0.0019413492701328382
Position 1398: 0.001902766440978688
Position 2163: 0.0017257576029827174
Position 353: 0.0016856779127078913
Position 6052: 0.0014995840574389668
Position 1134: 0.001483314081236407
Position 1002: 0.0014650586402841221
Position 6319: 0.001414388937175627
Position 2246: 0.0011123126682639091
Position 1891: 0.0009434354827545785
Position 1574: 0.0007096650524754473
Position 1037: 0.0006709795028476072
Position 237: 0.0003779362333349349
Position 339: 0.0003431463645157942
Position 697: 0.0003144438690245729
Position 129: 0.00016495871846044935
Position 3790: 0.00013684323741807992
Position 540: 0.0001055318976124593
Position 5148: 9.418837518984806e-05
Position 473: 7.168614789841284e-05
Position 112: 6.794772598107578e-05
Position 58: 5.9079322837816635e-05
Position 488: 5.807269727844706e-05
Position 7: 5.749645352427054e-05
Position 90: 5.7382088033870796e-05
Position 3774: 5.713533786493566e-05
Position 66: 2.4778156244569632e-05
Position 1058: 2.250563761270513e-05
Position 140: 2.144350795926854e-05
Position 1115: 1.7651811678807687e-05
Position 220: 1.6649229002100414e-05
Position 3820: 1.5569722642210834e-05
Position 905: 1.3797604000370747e-05
Position 245: 1.2065847645331432e-05
Position 162: 1.0672437857110535e-05
Position 586: 8.323837289819668e-06
Position 652: 7.635111330100177e-06
Position 364: 6.8914455753940885e-06
Position 3109: 6.797496777940185e-06
Position 1243: 6.571870174615782e-06
Position 2918: 6.338759588567378e-06
Position 3293: 5.792679525337074e-06
Position 3278: 4.447513006793834e-06
Position 395: 3.721070145945811e-06
Position 69: 3.30353161667393e-06
Position 3749: 3.1748034438187403e-06
Position 283: 3.1202983516080693e-06
Position 56: 1.646616645793133e-06
Position 176: 1.5143050464313434e-06
Position 726: 1.4197002026462898e-06
Position 399: 1.305726345123148e-06
Position 911: 1.2824055828743806e-06
Position 467: 1.1938072408441656e-06
Position 655: 1.1918450866374137e-06
Position 894: 1.1546648701449417e-06
Position 790: 1.1302316560755342e-06
Position 1006: 9.92441899350608e-07
Position 393: 8.853494750209367e-07
Position 1193: 6.415674519945916e-07
Position 3054: 4.790785559352331e-07
Position 3049: 4.760019063080196e-07
Position 851: 2.50152162068863e-07
Position 3669: 1.7718934582020868e-07
Position 2956: 1.4457968932550939e-07
Position 849: 1.354884268742514e-07
Position 2915: 6.455875561779281e-08
Position 856: 5.5456981342700903e-08
Position 425: 5.040418222019572e-08
Position 603: 4.686648508798738e-10
Position 832: 2.9048313699213776e-10
Position 453: 6.902459102381011e-17
Position 1052: 3.022154256011622e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9994656430709842
Position 2642: 0.9473636209207691
Position 585: 0.9173763174837858
Position 15091: 0.8873813803812274
Position 364: 0.1862653946235462
Position 186: 0.08189565379035554
Position 1227: 0.07241699279080975
Position 608: 0.07045694097799987
Position 12956: 0.06270714434429997
Position 2375: 0.05207602969745727
Position 12464: 0.036801930084919623
Position 2160: 0.027295106327950742
Position 1465: 0.014888686654476256
Position 416: 0.009773342368493722
Position 11454: 0.009605950303857568
Position 81: 0.009573596902250611
Position 2747: 0.009199262315445572
Position 2489: 0.009156598636453926
Position 1239: 0.008348163638595732
Position 441: 0.005935485809866706
Position 2596: 0.0055838777014235435
Position 1525: 0.00508022698058128
Position 2022: 0.004252404417760736
Position 1366: 0.003799247667049482
Position 1924: 0.002938108380859184
Position 2054: 0.0026827134457509056
