Gene = bwa
index = 1637
Annotated 5SS: [ 508 2914 3124 6256]
Annotated 3SS: [2656 2985 5962 6986]
SMsplice 5SS: [ 508 2914 3124 6256]
SMsplice 3SS: [2656 2985 5962 6986]
top_k =  500
Partition function (log Z): 0.3193222407837524

Sorted 5' Splice Sites (High to Low Probability):
Position 2914: 0.9884801964958561
Position 3124: 0.963759310092879
Position 508: 0.8609130398183293
Position 6256: 0.8121399397464785
Position 1335: 0.5018847879649071
Position 2526: 0.2202306801095126
Position 5729: 0.09622496647737944
Position 6919: 0.08756717448990377
Position 5558: 0.07177033738933099
Position 2088: 0.05583933008913609
Position 512: 0.04932579776782961
Position 1550: 0.047767058545266625
Position 5537: 0.04106637552317573
Position 3098: 0.025517549380036825
Position 4988: 0.023076083969484077
Position 5705: 0.022824785263835832
Position 2307: 0.018388544892645207
Position 6065: 0.01616834266648766
Position 4810: 0.015548479975262547
Position 1611: 0.013283479605674272
Position 6343: 0.011362586708252739
Position 456: 0.01121974554999595
Position 2248: 0.011027693934758928
Position 157: 0.010832773695429763
Position 3270: 0.010663000906670966
Position 6389: 0.009833141099090746
Position 6373: 0.009280472816408808
Position 961: 0.008744899340614514
Position 47: 0.008601562501330666
Position 5554: 0.008154797531938611
Position 1509: 0.007889726564752628
Position 2896: 0.006231992390401636
Position 3657: 0.0061115581395075735
Position 6798: 0.005734622400917514
Position 837: 0.00531689936993129
Position 3691: 0.005270120259800945
Position 535: 0.005087083621026299
Position 495: 0.004964343319298038
Position 6317: 0.0042560837937392635
Position 6795: 0.003603691817208969
Position 7233: 0.0033828692440629636
Position 1229: 0.003095494558927511
Position 4771: 0.0028449184529543204
Position 5576: 0.0028328359350271834
Position 516: 0.002236958579213779
Position 1135: 0.0020303550528957414
Position 3376: 0.0019414241724838822
Position 740: 0.0019179023362182036
Position 1889: 0.0016178892092490967
Position 3475: 0.0014738210679189837
Position 6605: 0.0013543352088440357
Position 5658: 0.001329196787260371
Position 3154: 0.0012629510046779065
Position 2253: 0.001110891251774024
Position 1867: 0.001009179840420264
Position 2923: 0.000955386008561034
Position 1658: 0.0009473867760251796
Position 532: 0.0008919050907351283
Position 4820: 0.00087815155497899
Position 6892: 0.0008685035920731761
Position 7137: 0.0008646933380704704
Position 539: 0.0008583591011987363
Position 2237: 0.0008008407693162008
Position 1289: 0.0007973625619894249
Position 3603: 0.0007218887551912838
Position 1882: 0.0007122759881221654
Position 1557: 0.0006854690062931475
