Gene = Sam-S
index = 1466
Annotated 5SS: [  98  936 1907 3581 3975 5117 6467]
Annotated 3SS: [ 861 1684 3502 3851 5003 5786 6530]
SMsplice 5SS: [1907 3581 3975 4215 6467]
SMsplice 3SS: [3502 3851 4134 5786 6530]
top_k =  500
Partition function (log Z): 2.543821828824655

Sorted 5' Splice Sites (High to Low Probability):
Position 6467: 0.9939245700223781
Position 1907: 0.9707951116046546
Position 3975: 0.957243650128066
Position 3581: 0.9312437521521102
Position 4215: 0.6402953995689352
Position 4723: 0.24748486345399914
Position 5117: 0.2402899589254858
Position 4272: 0.1986948519791304
Position 456: 0.18047714614330437
Position 6684: 0.14765915966403165
Position 872: 0.12781158746562313
Position 1199: 0.11560175327934782
Position 3093: 0.11344456030696103
Position 936: 0.0845679541149703
Position 4781: 0.06431951181601521
Position 1444: 0.05946024293567049
Position 4276: 0.050498941330924814
Position 4762: 0.04853383280053679
Position 1433: 0.045867777907106555
Position 359: 0.04070483055780109
Position 5245: 0.03736404572090615
Position 4268: 0.03630514422812574
Position 733: 0.030889070161240997
Position 1054: 0.026075747142547675
Position 3709: 0.025156126785216316
Position 3767: 0.02222278218159051
Position 3656: 0.02106004807013032
Position 3990: 0.01751107598735735
Position 570: 0.0165755633387221
Position 5133: 0.016563931532558335
Position 1324: 0.014429431779995528
Position 4280: 0.014175760064186345
Position 1611: 0.013701959441774247
Position 492: 0.013306525235556123
Position 2409: 0.011259699374479753
Position 2413: 0.010010244330384334
Position 269: 0.007668656415525276
Position 3926: 0.007454385744620189
Position 5344: 0.00652847796690494
Position 4258: 0.005115899627511315
Position 141: 0.00435821417981755
Position 2918: 0.0038941512288415718
Position 3219: 0.0037664120166111276
Position 6741: 0.0035628264422253794
Position 2697: 0.003343333094562386
Position 363: 0.0029004231815075608
Position 6654: 0.0027672697801202793
Position 753: 0.0025470403916999563
Position 1308: 0.0025094128788758965
Position 303: 0.0023862353080872367
Position 1265: 0.0023558806284317115
Position 2700: 0.0023157852268166747
Position 2940: 0.0021242444826739247
Position 6711: 0.0020733793392544307
Position 4270: 0.0018306914811800285
Position 156: 0.001728912603925013
Position 5004: 0.001637889092806067
Position 308: 0.0015125380644744949
Position 4013: 0.0014375129516094169
Position 6868: 0.001358505638692669
Position 4747: 0.0013542950651015142
Position 2003: 0.0013186278586504487
Position 7211: 0.0012700606651465441
Position 109: 0.0012101312501962736
Position 4870: 0.0011882711928386993
Position 483: 0.0011874687258460294
Position 7127: 0.00111234887892693
Position 587: 0.0010383150955957819
Position 4788: 0.0009973265451280542
Position 4618: 0.0009736433291987609
Position 741: 0.0009695944166086523
Position 2417: 0.0009603164280901234
Position 5242: 0.0008734767406729301
Position 7: 0.0008732539289804476
Position 57: 0.0008092663705608193
Position 5579: 0.0008047994895360423
Position 3933: 0.0007880442489911145
Position 349: 0.0007878037712173855
Position 98: 0.0007841611301360818
Position 1598: 0.0007554790900454921
Position 6987: 0.0007312263340563735
Position 750: 0.0006358100613929638
Position 667: 0.0006350798579183891
Position 2891: 0.0006350512623110584
Position 3283: 0.0006321993602778761
Position 4707: 0.000579944846575512
Position 339: 0.0005661863079766935
Position 1328: 0.0004994766275226559
Position 845: 0.000476330271147932
Position 1437: 0.0004652638223246414
Position 4207: 0.00044483631780473337
Position 1225: 0.00044163818874406107
Position 430: 0.0004144276667113372
Position 383: 0.0003680961627801933
Position 37: 0.0003263571872061063
Position 1037: 0.0003046581122965381
Position 1958: 0.0002868901828045151
Position 888: 0.0002854166346362027
Position 151: 0.0002594004985081788
Position 3929: 0.00023664946901090636
Position 7264: 0.00018700796714811988
Position 7014: 0.00017569167802628674
Position 3602: 0.0001592205366379374
Position 4298: 0.00014323685733379872
Position 4568: 0.00014162182774290133
Position 4289: 0.0001276584676753989
Position 2692: 0.00012695489330448822
Position 3571: 0.00010148672262332047
Position 129: 5.315450046620881e-05
Position 763: 4.740311712421856e-05
Position 189: 4.683400054208078e-05
Position 12: 4.33809792819385e-05
Position 68: 3.878458749431753e-05
Position 4303: 3.0183010463304277e-05
Position 4363: 2.906698827138952e-05
Position 4034: 2.5946761167868727e-05
Position 1964: 2.136185458208611e-05
Position 3941: 1.5857728976123485e-05
Position 1192: 1.4401305017940503e-05
Position 683: 1.4017505645071119e-05
Position 3954: 1.2831241836561511e-05
Position 1290: 1.2077173664201271e-05
Position 2380: 1.138549599238937e-05
Position 218: 1.0716162009166206e-05
Position 14: 9.061075095561268e-06
Position 3981: 8.62888071899257e-06
Position 861: 7.665027491172155e-06
Position 609: 6.993108232368181e-06
Position 254: 5.362134403014145e-06
Position 533: 4.797318726621952e-06
Position 1160: 4.446591296337124e-06
Position 640: 4.210610391879847e-06
Position 4232: 3.0168428258887987e-06
Position 2504: 8.955238626649601e-07
Position 51: 7.200578106662861e-07
Position 768: 5.653092955038554e-07
Position 673: 4.430288933218141e-07
Position 342: 4.167827557172562e-07
Position 649: 3.875488954407396e-07
Position 2019: 3.2739105274900765e-07
Position 841: 2.798334866739878e-07
Position 273: 1.6794659652806644e-07
Position 239: 4.9790213211052436e-08
Position 638: 3.591422337348081e-08
Position 5931: 2.538720415311399e-08
Position 434: 2.1925791655809422e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6530: 0.9916511035462886
Position 4134: 0.9232065731530774
Position 5786: 0.611175003741077
Position 3502: 0.5706023064004838
Position 3851: 0.5553799728867791
Position 4465: 0.5279636864116816
Position 1684: 0.5211828459253532
Position 2994: 0.43060514445098713
Position 3690: 0.40548460018371413
Position 4857: 0.3522249092243685
Position 936: 0.14334853566844274
Position 6765: 0.08974390318588375
Position 4352: 0.057501860383294086
Position 2214: 0.04394141793025764
Position 6751: 0.031774077369878
Position 1244: 0.027041539442149324
Position 861: 0.021770108317427848
Position 1378: 0.02001883638440082
Position 4101: 0.018365011138482306
Position 5404: 0.01834824885011661
Position 4822: 0.016904754727332102
Position 4639: 0.016732189955218135
Position 2583: 0.016378850854680202
Position 4115: 0.015828088306473802
Position 7358: 0.014695170691075314
Position 5502: 0.014068992085317858
Position 3025: 0.01393488290245641
Position 5003: 0.012979738324655883
Position 3629: 0.01288684031018996
Position 5746: 0.012788688878377034
Position 4430: 0.012246343051008149
Position 3730: 0.011339168831578851
Position 3766: 0.01021032944240508
Position 2099: 0.010145394912077442
Position 3156: 0.00829991036761012
Position 2054: 0.008180868932145174
Position 3524: 0.006833517227535901
Position 555: 0.006790084373195071
Position 7329: 0.006724627284045718
Position 2426: 0.006720756676101565
Position 6875: 0.006546848483470197
Position 3189: 0.0063400723119721334
Position 218: 0.005767476142067532
Position 424: 0.0047033613813027494
Position 1723: 0.004611434877885612
Position 406: 0.004208090302774484
Position 1349: 0.003981533045770264
Position 1552: 0.003956713917386012
Position 2534: 0.0028550571695450935
Position 3655: 0.0028275957138271563
Position 6931: 0.0025739171713670475
Position 4510: 0.0023631970901096377
Position 3746: 0.002338292645866563
Position 3087: 0.0022659834096417342
Position 1794: 0.002133622641772798
Position 643: 0.002101264231606032
Position 7292: 0.0020996573132719154
Position 527: 0.0019838989052757784
Position 3153: 0.0019375714269130023
Position 1808: 0.0018474145787172958
Position 7258: 0.0018433755679999088
Position 3196: 0.0018041713413498
Position 7193: 0.0015488744116158384
Position 7526: 0.0015256726562778297
Position 1956: 0.0014151155655781516
Position 976: 0.001320715857316505
Position 3048: 0.0013093189097300787
Position 732: 0.001166301406389125
Position 6709: 0.0011598230077890029
Position 1701: 0.0011043648664138066
Position 1115: 0.0010349034716385
Position 4148: 0.0010132019117518615
Position 965: 0.0008723577287871006
Position 531: 0.0008062452897870641
Position 3808: 0.0007325893142091216
Position 2663: 0.0007202295203695436
Position 6894: 0.0007135437930606626
Position 2800: 0.0006910080547559505
Position 6724: 0.0006772289461649798
Position 3701: 0.000646022366991771
Position 3345: 0.0006294120639768768
Position 6549: 0.0006176727976007194
Position 560: 0.0005866798556610545
Position 3865: 0.00045603844366330333
Position 2999: 0.00044098623141640273
Position 3225: 0.00042733511613204754
Position 7484: 0.0003719558680299319
Position 3348: 0.00036881444009262285
Position 5213: 0.0003674922048610217
Position 7097: 0.0003098949710207416
Position 359: 0.00030500284530751145
Position 3713: 0.00023851029278142908
Position 871: 0.00022535090807445217
Position 6733: 0.00022358615157151132
Position 6976: 0.00021570912650266107
Position 1451: 0.00020963100472944218
Position 952: 0.00016984728505662177
Position 1962: 0.0001475384581947722
Position 6772: 0.00013675421594017703
Position 3242: 0.00013393741406708557
Position 1595: 0.00013225363379266699
Position 1101: 0.0001306583977512063
Position 2855: 0.00012847607354943437
Position 740: 0.00011702330422439915
Position 1493: 0.00010898893482112694
Position 189: 0.0001053180534924499
Position 1525: 9.566351258148509e-05
Position 4611: 7.279933599309749e-05
Position 1382: 5.632867490317478e-05
Position 4303: 5.3770862465154e-05
Position 4486: 4.993052875853426e-05
Position 2832: 4.9133257101927766e-05
Position 1257: 4.8534157845449086e-05
Position 474: 4.4782743753689684e-05
Position 2682: 4.341193769458621e-05
Position 2333: 4.0277298377053175e-05
Position 247: 3.2949357979721176e-05
Position 3989: 2.5734414609008148e-05
Position 156: 2.5017849158785742e-05
Position 1017: 1.9608730075119282e-05
Position 988: 1.875395582036444e-05
Position 492: 1.45344207321657e-05
Position 278: 1.4473613048075219e-05
Position 4188: 1.408709780751065e-05
Position 2023: 1.3741438689355187e-05
Position 3973: 1.1661830597169076e-05
Position 161: 9.788193748765771e-06
Position 602: 1.825613914487911e-06
Position 596: 1.3659449741843686e-06
Position 778: 1.3354857892727634e-06
Position 326: 8.820247561208086e-07
Position 574: 6.885856536142171e-07
Position 369: 5.489079885446704e-07
Position 1973: 5.460183762758668e-07
Position 2078: 2.9083548578918765e-07
Position 104: 2.619292726501673e-07
Position 4142: 2.3802817228200697e-07
Position 4194: 1.6766854247363133e-07
Position 141: 6.681492335979833e-08
Position 498: 5.5844334038396143e-08
Position 297: 6.219197628570137e-09
Position 226: 5.969381459607054e-09
Position 85: 2.035598359835191e-09
Position 109: 1.6705436788558779e-09
Position 64: 7.354540818930279e-13
