Gene = blot
index = 1630
Annotated 5SS: [16927 18022 19904 22928 23120]
Annotated 3SS: [17779 19671 22781 22982 23183]
SMsplice 5SS: [  104 12290 19904 22928 23120]
SMsplice 3SS: [11641 19671 22781 22982 23183]
top_k =  500
Partition function (log Z): 0.44954689676638804

Sorted 5' Splice Sites (High to Low Probability):
Position 23120: 0.9921888084394501
Position 22928: 0.9759814686486371
Position 19904: 0.9234014313666028
Position 12290: 0.9127245345920253
Position 2615: 0.36158917727185785
Position 20195: 0.20377119222263784
Position 2262: 0.190029432029082
Position 1353: 0.1776184002755865
Position 104: 0.14164689163031327
Position 761: 0.13973330057893926
Position 265: 0.13587535997129413
Position 161: 0.12358612650409202
Position 63: 0.11019992239315854
Position 1040: 0.08608146916914686
Position 980: 0.07401106504179618
Position 12956: 0.06904640461490658
Position 1894: 0.05915820909704225
Position 45: 0.05276481993700736
Position 19992: 0.04524277365326851
Position 1357: 0.039280597048114756
Position 20243: 0.03076548444570583
Position 2419: 0.026160439077340725
Position 22932: 0.0231600456219735
Position 12312: 0.01977219833766309
Position 13918: 0.018720902262662986
Position 12307: 0.016174090083057643
Position 12924: 0.010772158885331146
Position 1558: 0.010722705588829307
Position 12639: 0.008799573800988168
Position 20439: 0.008774202068381701
Position 2204: 0.00815273667192739
Position 21028: 0.006933536971720864
Position 12373: 0.006799680822597085
Position 23446: 0.006228123835230936
Position 20235: 0.005927244933604183
Position 227: 0.00586551035504223
Position 21412: 0.005720979796337924
Position 23272: 0.005720210707264202
Position 19788: 0.005703295159863444
Position 23458: 0.005481553456852502
Position 20239: 0.005320222311892638
Position 22129: 0.0048562558764807424
Position 13530: 0.0047708148225999525
Position 1489: 0.0046830319550825675
Position 21309: 0.004518940389388692
Position 20318: 0.004339550787405254
Position 24302: 0.003877357362566205
Position 83: 0.0037649125965768943
Position 224: 0.003467230668723062
Position 16115: 0.003229822268587346
Position 21266: 0.00307605145990467
Position 29: 0.0029794198179418038
Position 1182: 0.0028667789532312088
Position 1323: 0.002549428192985079
Position 593: 0.002537790616543105
Position 24269: 0.002389263984988863
Position 20507: 0.0022656647064355777
Position 23109: 0.0019604408184514316
Position 611: 0.0019301376229714728
Position 19928: 0.0016736569412620077
Position 23500: 0.001463438965145464
Position 727: 0.0013041888027948553
Position 19843: 0.001171108810597046
Position 20951: 0.0011270995761998145
Position 20252: 0.001108897685975191
Position 1208: 0.001065151356132414
