Gene = Eno
index = 1154
Annotated 5SS: [ 362 1583 1991]
Annotated 3SS: [1403 1755 2980]
SMsplice 5SS: [  87 1583 1991 2422]
SMsplice 3SS: [1422 1755 2233 2980]
top_k =  500
Partition function (log Z): -5.475028203025077

Sorted 5' Splice Sites (High to Low Probability):
Position 1991: 0.6843010199619931
Position 1583: 0.6753136565792132
Position 87: 0.5220440268976894
Position 2422: 0.5118866829406398
Position 281: 0.47048417909878515
Position 1708: 0.1228710744789612
Position 2884: 0.0831233286454027
Position 1703: 0.0819488278879836
Position 2672: 0.06801920130261306
Position 2583: 0.028540927340785466
Position 2183: 0.017683104440251403
Position 2014: 0.014903244243045509
Position 1275: 0.011827328315727414
Position 1984: 0.01080561668240013
Position 2426: 0.009664397959386242
Position 1577: 0.009611445860475054
Position 1334: 0.007941391318512509
Position 362: 0.00740403851505224
Position 2683: 0.006665640694478421
Position 556: 0.0063614511495226
Position 451: 0.005678394645540406
Position 265: 0.005585290609160945
Position 628: 0.005535702723347661
Position 943: 0.004625980937755052
Position 2151: 0.0039390190247644095
Position 924: 0.003912182445974149
Position 937: 0.0038341988706090957
Position 4292: 0.0036816903376140453
Position 1201: 0.003459048059184786
Position 4117: 0.002910773068967371
Position 2548: 0.0024844870243251084
Position 2816: 0.0023759251160368295
Position 57: 0.00229989417107384
Position 1995: 0.0020034311905724354
Position 2706: 0.0011815441194716052
Position 1938: 0.0010971384699634667
Position 720: 0.001039837397347445
Position 2334: 0.0009965113984966097
Position 647: 0.0009889102250414158
Position 91: 0.0009340704565353676
Position 2319: 0.0007497639508366105
Position 206: 0.0007128714980181848
Position 2353: 0.0006532622699298807
Position 2345: 0.0006193460274994095
Position 3173: 0.00037805737198614957
Position 916: 0.0003096184085426758
Position 4614: 0.00019818165141290066
Position 1461: 8.615928574369705e-05
Position 1918: 8.237460651243468e-05
Position 3198: 5.46798246180447e-05
Position 616: 1.3581379290683333e-05
Position 124: 6.0995850596384216e-06
Position 375: 6.056155748629412e-07
Position 532: 4.2518383446711346e-07
Position 654: 3.585115554905949e-07
Position 273: 7.790275673127105e-08
Position 148: 4.402114985585191e-08
Position 397: 1.480052583371579e-08
Position 417: 1.2382506637021326e-08
Position 854: 1.0604079511195521e-08
Position 244: 2.5455770595074416e-09
Position 424: 2.0431967878855743e-09
Position 304: 9.969506969934497e-10
Position 536: 2.515231174043094e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2980: 0.929711252879763
Position 2233: 0.5853703121692336
Position 1755: 0.4887949602830063
Position 1422: 0.3379812085935494
Position 1484: 0.27927589077191245
Position 1800: 0.12719246549747087
Position 2254: 0.0860779950187444
Position 1403: 0.08184291096984189
Position 2706: 0.08024065956705408
Position 177: 0.07780627112178466
Position 1251: 0.03915685908283009
Position 216: 0.034874575535853825
Position 1769: 0.03403134724871199
Position 1821: 0.03338918625228689
Position 1407: 0.03084807965934584
Position 1460: 0.028980078549065615
Position 1678: 0.025584974056610307
Position 1882: 0.015520195109480144
Position 336: 0.009928571348647044
Position 1305: 0.0077020267295032085
Position 2077: 0.00764649344931431
Position 2483: 0.007458526900171354
Position 1892: 0.0071880239649362455
Position 1846: 0.0059789289983415905
Position 441: 0.004724234037820993
Position 1178: 0.004562523142108873
Position 2986: 0.004170966254614346
Position 257: 0.003395940599272454
Position 2492: 0.003370399130065876
Position 4172: 0.0029107730689673706
Position 1611: 0.002750780611474627
Position 1688: 0.0025438083289080335
Position 1924: 0.0017964441986486716
Position 1059: 0.0016960350873394697
Position 4552: 0.0014522365580082618
Position 120: 0.001290704205279302
Position 686: 0.0012864851342777588
Position 1637: 0.0012121275475339523
Position 4676: 0.0010757998556871996
Position 2570: 0.0010172043532003072
Position 1023: 0.0010166521760370676
Position 112: 0.0009756399314240845
Position 705: 0.0009090899840591527
Position 4500: 0.0008291729038725641
Position 330: 0.0008284919821650963
Position 1119: 0.0007584506350215724
Position 4586: 0.0007342599848359449
Position 631: 0.0006855823059968326
Position 1275: 0.0006843382000674332
Position 1107: 0.0006522186544672269
Position 2468: 0.000522866814166783
Position 1044: 0.0003812247377691367
Position 268: 0.0003361782489122747
Position 1111: 0.0003181841350201375
Position 459: 0.0003175881084027875
Position 2038: 0.0002858652922332037
Position 1496: 0.0002488386058091579
Position 3254: 0.0002211398832271645
Position 591: 0.0002111070870804517
Position 349: 0.00017726245923106512
Position 2816: 0.00015338715406857387
Position 561: 0.0001385118652538507
Position 406: 0.00010649418030397923
Position 643: 9.368019515011697e-05
Position 315: 7.386807665533226e-05
Position 508: 6.331712223598604e-05
Position 750: 5.545327957023662e-05
Position 2601: 3.7777878976504016e-05
Position 669: 3.5229398329012194e-05
Position 318: 3.4387663455256385e-05
Position 714: 2.657414154575359e-05
Position 646: 2.543614901601174e-05
Position 352: 1.5881772099588108e-05
Position 2094: 1.1328082464852537e-05
Position 2033: 1.0258765148778874e-05
Position 411: 9.676482529203321e-06
Position 273: 4.618534208224099e-06
Position 474: 9.893668214360647e-07
Position 124: 7.576967880169491e-07
Position 375: 5.372660478887992e-08
Position 132: 4.7100504347619714e-08
Position 299: 9.26454396205845e-09
Position 100: 9.111598280213398e-09
Position 366: 5.30835970929119e-09
Position 285: 2.661100928777843e-09
Position 198: 2.1718313285677006e-09
Position 304: 1.7234890321076825e-10
Position 397: 1.256555630258854e-12
Position 294: 1.467865264827539e-13
