Gene = Cyp6a16
index = 1117
Annotated 5SS: [ 508 1127]
Annotated 3SS: [ 563 1717]
SMsplice 5SS: [ 508 1127]
SMsplice 3SS: [ 563 1717]
top_k =  500
Partition function (log Z): -5.18329267449916

Sorted 5' Splice Sites (High to Low Probability):
Position 1127: 0.6621808919076743
Position 508: 0.6245312920145395
Position 1140: 0.25712643474075125
Position 1284: 0.21631064520312043
Position 2547: 0.10831654753187829
Position 513: 0.059122581414069536
Position 681: 0.0575920159766537
Position 777: 0.04347298610621412
Position 2011: 0.035310785716892265
Position 496: 0.03142025317962466
Position 2635: 0.01714775578077196
Position 2005: 0.010882068979704142
Position 1371: 0.0076462135290688875
Position 1298: 0.006047811520490349
Position 2541: 0.004833306749315813
Position 2157: 0.004313820585660877
Position 1526: 0.0038794754022919244
Position 2543: 0.003783678681302479
Position 2080: 0.00376858073084673
Position 479: 0.0033671214029466043
Position 2441: 0.0033365106758373904
Position 1496: 0.0031978210147314535
Position 1623: 0.0030536438491327645
Position 715: 0.0022582430887562108
Position 1458: 0.0018710354203651269
Position 1333: 0.0014623147092387013
Position 223: 0.0006867234626953634
Position 1131: 0.0006218864798654411
Position 501: 0.0005120368312790809
Position 1259: 0.0003415413424572615
Position 289: 0.00026950201448475657
Position 386: 0.0002464576644870601
Position 1989: 0.00023768642227128773
Position 688: 0.00021664799148556437
Position 1248: 0.0002048442167653859
Position 1144: 0.00020301010138799142
Position 839: 0.00012570369108642134
Position 162: 8.821776950680531e-05
Position 435: 8.681074278830956e-05
Position 1253: 8.032145835977224e-05
Position 71: 7.670442554784702e-05
Position 1407: 7.194175749141326e-05
Position 2203: 7.08082567698409e-05
Position 3028: 6.971716193907577e-05
Position 280: 6.696193144671965e-05
Position 360: 3.6308401562198267e-05
Position 524: 3.493207785125906e-05
Position 721: 3.184842862762074e-05
Position 834: 3.068670659690021e-05
Position 166: 2.1614886238420375e-05
Position 422: 1.9793623654448717e-05
Position 316: 1.058800134728075e-05
Position 460: 9.843067882494937e-06
Position 1276: 9.420697234840957e-06
Position 3: 9.066681391255942e-06
Position 441: 8.815910109776141e-06
Position 671: 8.643358807635413e-06
Position 402: 7.452724973964338e-06
Position 781: 6.832520611225565e-06
Position 451: 6.706015117222794e-06
Position 1037: 5.492525372454853e-06
Position 1428: 4.323751787713354e-06
Position 1168: 4.241128071478448e-06
Position 215: 4.188493488921586e-06
Position 1251: 3.568621874591033e-06
Position 943: 3.5527231386590676e-06
Position 612: 2.6920523300895218e-06
Position 395: 2.289711007113981e-06
Position 8: 2.1456038596322038e-06
Position 1002: 2.099902502260756e-06
Position 238: 1.8750470342114834e-06
