Gene = DCP2
index = 1119
Annotated 5SS: [ 953 3177 3461 4353]
Annotated 3SS: [2433 3241 3614 4408]
SMsplice 5SS: [ 953 2256 3177 3461 4353]
SMsplice 3SS: [2016 2336 3241 3614 4411]
top_k =  500
Partition function (log Z): -3.1907661464769914

Sorted 5' Splice Sites (High to Low Probability):
Position 3177: 0.9972867119707397
Position 4353: 0.9891455791233509
Position 953: 0.8780646771380631
Position 2256: 0.4666919628209063
Position 2609: 0.31645046660116294
Position 3465: 0.30861978984479643
Position 1976: 0.2501845148913599
Position 2261: 0.20254936559075434
Position 1628: 0.09595065809933843
Position 5881: 0.07537320492711287
Position 6657: 0.07133468726735664
Position 1809: 0.06500627273181048
Position 1488: 0.03368060740031811
Position 990: 0.02885640957043988
Position 5525: 0.026408596133097213
Position 1385: 0.026271949485240795
Position 6318: 0.024314091521427942
Position 5138: 0.023686073407401247
Position 979: 0.021915007985081916
Position 5112: 0.01648135295992713
Position 3500: 0.015704419156423434
Position 3544: 0.013865736175779386
Position 1943: 0.01336318725546888
Position 2251: 0.013093994132421356
Position 2616: 0.012413812773041839
Position 1919: 0.009862913529163832
Position 210: 0.008850123694381856
Position 785: 0.008197240300361426
Position 174: 0.007068476800465877
Position 1859: 0.006552498798742132
Position 1641: 0.006292066365639386
Position 220: 0.0051796141523827565
Position 3522: 0.004638786904514399
Position 475: 0.004447492008057479
Position 7609: 0.003364648137276517
Position 5908: 0.003123253353837433
Position 3343: 0.002777040251575322
Position 443: 0.0027158474228820445
Position 3447: 0.002411705474492598
Position 138: 0.002302888019827362
Position 3567: 0.00214287473321838
Position 578: 0.0019913237006687666
Position 1604: 0.0018872352632811414
Position 3525: 0.0018187997637154466
Position 961: 0.001674895131577224
Position 103: 0.0015922153675036832
Position 2866: 0.0014402777034425
Position 734: 0.0013971126913298927
Position 1909: 0.0012956177687627262
Position 1745: 0.001196326053980511
Position 1397: 0.0011352351130816225
Position 469: 0.001059164690028191
Position 3704: 0.0010180569897901327
Position 3833: 0.0008708764507826032
Position 2003: 0.0007927245027639464
Position 3317: 0.0007789652251637625
Position 5476: 0.0007760083297127954
Position 5262: 0.0007662183729895877
Position 3527: 0.0007090957639962985
Position 3893: 0.0006878028599930559
Position 2162: 0.0006725198507551537
Position 4967: 0.0005163496700889113
Position 1051: 0.0004965561827736831
Position 1028: 0.00047391903216667975
Position 3371: 0.0004656106761410524
Position 6422: 0.00039073091432442243
Position 1676: 0.00030220601234188355
Position 1254: 0.0002632794515539549
Position 257: 0.0002488524551535603
Position 575: 0.00023581619175461714
Position 4385: 0.00022384389098358828
Position 1479: 0.00019038804557687612
Position 3801: 0.0001752585470754648
Position 1545: 0.00016087762258223622
Position 1626: 0.00012913024002066212
Position 1452: 6.109937575735078e-05
Position 3141: 6.031514198826881e-05
Position 637: 5.6485166497518665e-05
Position 5854: 5.509603165227519e-05
