Gene = TMS1
index = 1539
Annotated 5SS: [ 159 1082 1257 1500 1772 2235]
Annotated 3SS: [ 525 1146 1315 1561 2071 2298]
SMsplice 5SS: [ 159 1082 1257 1500 1772 2235]
SMsplice 3SS: [ 525 1146 1315 1561 1836 2298]
top_k =  500
Partition function (log Z): 20.286554682810145

Sorted 5' Splice Sites (High to Low Probability):
Position 2235: 0.9971817743547748
Position 1082: 0.9971593323829586
Position 1257: 0.9971165995899495
Position 1500: 0.9917182650346708
Position 1772: 0.9787015469875786
Position 159: 0.7750534056071334
Position 187: 0.21904366442954018
Position 23: 0.06346470238548506
Position 1922: 0.03432853085473343
Position 2009: 0.026686192028827063
Position 777: 0.01389099476503831
Position 631: 0.013570820359150077
Position 612: 0.01233573468737647
Position 2001: 0.008124249395085943
Position 2021: 0.0068719031396159615
Position 1735: 0.0051157106783296415
Position 808: 0.0037645409172588737
Position 2229: 0.002260505238225371
Position 2344: 0.0016580419243304285
Position 2568: 0.0013823461527257192
Position 799: 0.0009209506329683269
Position 461: 0.00086585622002257
Position 2607: 0.0008466971738653134
Position 994: 0.0007033445255620278
Position 2023: 0.000701568168282564
Position 1891: 0.0006474395985139792
Position 2411: 0.0005726941707401785
Position 2373: 0.0005301370159567199
Position 640: 0.0005194735630252911
Position 788: 0.000499681909236741
Position 2571: 0.0004726892670062511
Position 1692: 0.00038997235134676677
Position 990: 0.00038750870520377526
Position 2520: 0.00028193657438853103
Position 1463: 0.0002484382191973498
Position 2573: 0.0002434879830377915
Position 1769: 0.00021283412424613475
Position 1477: 0.00017586695514216076
Position 1935: 0.00016415192499331458
Position 720: 0.00013170027831315047
Position 1953: 0.0001239167664685142
Position 30: 0.00010836274320518975
Position 95: 9.697676339652564e-05
Position 415: 9.152714722612122e-05
Position 766: 8.333514311446692e-05
Position 2468: 7.711046273922438e-05
Position 1803: 6.858582756545859e-05
Position 2447: 6.55003168173028e-05
Position 391: 6.182535901593991e-05
Position 1707: 6.080588517274689e-05
Position 1729: 5.515857479149642e-05
Position 2375: 4.810098393380373e-05
Position 2239: 4.2030375084206434e-05
Position 1836: 3.649790293478772e-05
Position 1778: 3.3947295588236896e-05
Position 1456: 3.350223709001324e-05
Position 1191: 3.115311726473317e-05
Position 1266: 2.552063108578106e-05
Position 1261: 2.4895649274623806e-05
Position 717: 2.2578254537142262e-05
Position 1263: 1.6970931265158292e-05
Position 1382: 1.6716525456867122e-05
Position 1317: 1.0545750134885123e-05
Position 1091: 8.309030693733738e-06
Position 1465: 8.12076383266429e-06
Position 2364: 7.396228198570883e-06
Position 977: 6.721610542968882e-06
Position 1484: 6.1940783692838885e-06
Position 1202: 5.504732483533838e-06
Position 2457: 5.35103655106823e-06
Position 1086: 4.977067887959208e-06
Position 843: 4.352946564539718e-06
Position 1339: 4.199288070385738e-06
Position 1288: 3.976121196098968e-06
Position 2045: 3.889599091501771e-06
Position 2182: 3.5472794525216193e-06
Position 1045: 3.0183484074324644e-06
Position 1448: 2.897499647609716e-06
Position 1776: 2.7415752263595844e-06
Position 998: 2.6582237701649832e-06
Position 1651: 2.3818706886018237e-06
Position 1530: 2.081571619607243e-06
Position 660: 1.4125203814798094e-06
Position 145: 1.3770937950400892e-06
Position 63: 1.3434012914180214e-06
Position 1368: 1.2358577955966021e-06
Position 860: 1.1314093682398452e-06
Position 232: 1.1165333466444062e-06
Position 10: 9.343469488195061e-07
Position 1584: 7.958442116766877e-07
Position 2348: 7.717308570345176e-07
Position 370: 7.629468979348836e-07
Position 1162: 7.424992546122303e-07
Position 1007: 6.213483899505539e-07
Position 1544: 6.125650389629364e-07
Position 1165: 5.64792857979897e-07
Position 1036: 5.257789386960676e-07
Position 84: 4.7524240225920277e-07
Position 1698: 3.7407304820089573e-07
Position 1528: 3.4090631854916485e-07
Position 2068: 2.4643808014074125e-07
Position 2188: 2.403303561592782e-07
Position 1403: 1.9484473310830606e-07
Position 2166: 1.6747107689284471e-07
Position 2172: 1.651349299029704e-07
Position 2152: 1.433267717247335e-07
Position 1312: 1.2447569967011985e-07
Position 862: 9.739046953730975e-08
Position 884: 6.361830401293998e-08
Position 2357: 5.97880022838331e-08
Position 1684: 4.1142996048247406e-08
Position 1027: 3.835223741386559e-08
Position 745: 2.3602213668264358e-08
Position 1687: 2.1802461384194895e-08
Position 1783: 1.8016032709574622e-08
Position 1300: 1.2389912845609092e-08
Position 107: 1.2065549680509531e-08
Position 492: 4.924348071365196e-09
