Gene = Arpc2
index = 26
Annotated 5SS: [ 611 3356 3533 3778 4061 5180 5355]
Annotated 3SS: [3261 3432 3590 3839 5087 5244 5411]
SMsplice 5SS: [ 611 3356 3533 3778 4061 5180]
SMsplice 3SS: [3261 3432 3590 3839 5087 5244]
top_k =  500
Partition function (log Z): 17.873896771350505

Sorted 5' Splice Sites (High to Low Probability):
Position 5180: 0.9978140674794075
Position 3533: 0.9959597304984451
Position 3778: 0.9936830612851545
Position 3356: 0.9833009436860207
Position 611: 0.9769188279625334
Position 4061: 0.7302861897898016
Position 5355: 0.2908447295115883
Position 4080: 0.15773460013198976
Position 5586: 0.09266077501995544
Position 2867: 0.05095798070751841
Position 2635: 0.04920111837464884
Position 5574: 0.04811396104253215
Position 4030: 0.043251081210593234
Position 4546: 0.03570388738483078
Position 5866: 0.03396054215401614
Position 22: 0.03372337216693454
Position 2011: 0.02889046478917124
Position 4072: 0.025525356445109653
Position 4863: 0.022208727411606923
Position 2271: 0.02048707595443929
Position 5628: 0.0136881290766387
Position 1154: 0.009872358330108938
Position 1533: 0.0072853997619517046
Position 1811: 0.007273633225122899
Position 2723: 0.007008058466183743
Position 369: 0.006703302938193984
Position 3782: 0.004958775923286907
Position 215: 0.004318801314240135
Position 62: 0.0038790997392876567
Position 3537: 0.003520809765306733
Position 3947: 0.0035017252079857803
Position 274: 0.003318168007113391
Position 1734: 0.0030031991332086293
Position 3033: 0.0029869945442783574
Position 3163: 0.0029117512184091087
Position 4119: 0.002869510321497573
Position 4550: 0.0027315824090108362
Position 2710: 0.002636289246121626
Position 1554: 0.002474006115716225
Position 2995: 0.0023653586348852174
Position 2806: 0.0023316657327631723
Position 4444: 0.0019944508338810077
Position 3922: 0.0018619593189754848
Position 1411: 0.0016526927890132006
Position 817: 0.0015798215691644895
Position 5632: 0.001560106254558679
Position 4693: 0.001519307354355868
Position 3329: 0.0014966539605608025
Position 4379: 0.001173399547425361
Position 944: 0.0010702969420924243
Position 1769: 0.0010589318728585551
Position 233: 0.0009822830316893554
Position 595: 0.0009329985552695896
Position 4374: 0.0009192758132637991
Position 5514: 0.0008890300730469162
Position 1740: 0.0008352345261605552
Position 1059: 0.0008207771996998799
Position 5302: 0.0008064908584643235
Position 4113: 0.0007970157381835408
Position 4368: 0.0007007438330317855
Position 4999: 0.0006371724493848617
Position 239: 0.0005998813422064489
Position 5448: 0.0005597333763424898
Position 5643: 0.0005569614489722673
Position 284: 0.0005537551071305523
Position 4105: 0.0005397182836721213
Position 5621: 0.0004179613885305017
Position 4993: 0.0004150146538342308
Position 852: 0.00041499978084407927
Position 922: 0.0004145544629816512
Position 2257: 0.0003602264060917105
Position 2580: 0.0003505675032171832
Position 1911: 0.0003469675704671389
Position 963: 0.00033959955820450746
Position 2211: 0.0003387985906916146
Position 3703: 0.0003296357834668166
Position 1167: 0.0003077156018220613
Position 4429: 0.0003073302947362907
Position 2786: 0.00030661488494948704
Position 4843: 0.00030122151783864247
Position 846: 0.00028528393311174667
Position 286: 0.0002697164798535517
Position 235: 0.00023127938907508536
Position 1951: 0.00022048373685916702
Position 5189: 0.00020411507216894844
Position 3350: 0.00019584483375219283
Position 5645: 0.00018509211225827514
Position 3362: 0.00018216733473399064
Position 259: 0.00016442534274648622
Position 4682: 0.0001462034063396291
Position 261: 0.00013505267689574053
Position 3369: 0.00011799255553694066
Position 4089: 0.00010241730854648507
Position 5557: 8.223221910596645e-05
Position 4688: 8.012075885607895e-05
Position 1417: 7.207608366766472e-05
Position 4166: 7.073516152183416e-05
Position 4065: 6.415998402949529e-05
Position 5186: 4.4643552570213326e-05
