Gene = drpr
index = 1677
Annotated 5SS: [  583  7116  7338  7528 11185 12402 13161 13729 14105 14311 14433]
Annotated 3SS: [ 6881  7173  7401 10937 11361 12953 13227 13798 14163 14399 14550]
SMsplice 5SS: [  583  7116  7338  7528 13161 13729 14105 14311]
SMsplice 3SS: [ 6881  7173  7401 12789 13227 13798 14163 14550]
top_k =  500
Partition function (log Z): 15.547225012357735

Sorted 5' Splice Sites (High to Low Probability):
Position 7116: 0.9988283798002445
Position 14105: 0.9966811312711708
Position 7338: 0.9960429923988818
Position 13161: 0.9818467461633791
Position 13729: 0.9599601921605052
Position 14311: 0.9284184927200385
Position 583: 0.8636131382501955
Position 7528: 0.328463698869856
Position 7462: 0.28343666695095043
Position 11185: 0.2784029562976187
Position 8395: 0.23349320726572503
Position 14881: 0.19666891319418137
Position 12402: 0.16972883366831848
Position 14903: 0.15736286231630497
Position 7490: 0.13597183891618242
Position 31: 0.10857906128910909
Position 14804: 0.08327811404020788
Position 14433: 0.051793428736331915
Position 14836: 0.05050611053147678
Position 7552: 0.04705575403457516
Position 15094: 0.04563396956754686
Position 14899: 0.04164660557095279
Position 13513: 0.03892817951187645
Position 15309: 0.02311528723048624
Position 372: 0.02130746134055471
Position 7761: 0.020019327440022276
Position 13886: 0.018286952615078084
Position 13560: 0.017745650634882752
Position 7501: 0.017364089673372485
Position 1835: 0.014554244882895449
Position 14872: 0.008728581406079933
Position 8165: 0.007094970505280051
Position 11000: 0.006924836292979197
Position 263: 0.006451174511337832
Position 6772: 0.006039515623740465
Position 425: 0.005293436798457133
Position 243: 0.005154060663406526
Position 13705: 0.004355255212666853
Position 3283: 0.004110401465301212
Position 15302: 0.003703111610390429
Position 7679: 0.0036666953853503933
Position 13494: 0.0036570383445303175
Position 2345: 0.0035515648149135877
Position 1808: 0.0030744478744634874
Position 7484: 0.0030400112765918497
Position 380: 0.0028644054071414963
Position 14833: 0.002825823109465457
Position 4787: 0.0026829158359098102
Position 211: 0.002532767838985554
Position 10954: 0.002464484656440978
Position 7322: 0.0023923719115925197
Position 7693: 0.0022388959230407856
Position 7492: 0.0018490043171550696
Position 4167: 0.0016854214829566656
Position 7723: 0.0016258442369894157
Position 8331: 0.001413100133909424
Position 7332: 0.0011394911591557132
Position 13377: 0.001136993406767364
Position 35: 0.0011074066394670377
Position 7591: 0.0010348237859868655
Position 1264: 0.0009806660062509859
Position 13550: 0.0009664753435320412
Position 123: 0.0009519953328359906
Position 14344: 0.0009083245311756808
Position 7972: 0.0009040180497652518
Position 7054: 0.0007795431266797399
Position 7532: 0.0006737733769262435
Position 14664: 0.0006660596927185678
Position 1612: 0.000655573026510984
Position 13918: 0.0006134624221179236
Position 2612: 0.0005637764581593195
Position 435: 0.0005597366050002894
Position 13983: 0.0004921985106541813
Position 224: 0.00044934716428159674
Position 531: 0.0004141725742823373
Position 7789: 0.0003893083550604265
Position 13645: 0.0003846486210365085
Position 14461: 0.0003595804488788904
Position 14986: 0.00035514651160618404
Position 14471: 0.0003421525589126054
Position 3439: 0.00033700728492020555
Position 14992: 0.0003337588287258036
Position 7024: 0.0002928752567762667
Position 7808: 0.00026514123634339677
Position 7904: 0.0002431419857837947
Position 11979: 0.00022387003808938105
Position 15246: 0.00021757068379263763
Position 13648: 0.00020074877132464358
Position 7317: 0.0001938682497923847
Position 14133: 0.00016775584915094583
Position 1805: 0.00016127079958962434
Position 765: 0.0001561867405813898
Position 3359: 0.00015568212023595057
Position 2601: 0.0001531510018836483
Position 14494: 0.00011172337556890528
Position 13414: 0.00010122388213223067
Position 8218: 9.538946607507914e-05
Position 7234: 9.446533235759365e-05
Position 13255: 8.960923963131921e-05
