Gene = Cpr76Bc
index = 1103
Annotated 5SS: [ 447 2433]
Annotated 3SS: [2291 5077]
SMsplice 5SS: [447]
SMsplice 3SS: [5077]
top_k =  500
Partition function (log Z): -11.207655221895745

Sorted 5' Splice Sites (High to Low Probability):
Position 447: 0.6208686394905415
Position 2433: 0.4267574760688387
Position 4536: 0.2424789789875569
Position 3884: 0.14085898557353116
Position 2437: 0.13691822096941864
Position 2551: 0.12082597680376989
Position 1246: 0.08983166567041394
Position 1230: 0.0690224676452181
Position 2201: 0.06282908608097831
Position 383: 0.04806333785751275
Position 4190: 0.033275506498375164
Position 3890: 0.03178021867180829
Position 3391: 0.028675063965331444
Position 4385: 0.019887736808497286
Position 1965: 0.019578420595669575
Position 2124: 0.018220525366260093
Position 135: 0.017891146372652166
Position 5216: 0.016469810405489657
Position 2167: 0.015281051056895704
Position 1388: 0.015011917010104367
Position 5267: 0.013470700366808022
Position 2178: 0.012256178437765247
Position 487: 0.012038657910950705
Position 1127: 0.011177812772590638
Position 749: 0.010473750485614008
Position 2027: 0.009779782188701316
Position 1449: 0.00897296691235483
Position 1302: 0.007911140360838455
Position 1372: 0.007441408230472774
Position 4897: 0.005190165287006448
Position 2575: 0.005095455496677469
Position 902: 0.004622695698067062
Position 179: 0.00448448572955851
Position 3636: 0.004226016620484895
Position 477: 0.00405188628145754
Position 2128: 0.004049938328625758
Position 5946: 0.004031466108229734
Position 1405: 0.003562340880808889
Position 4445: 0.0035528115150347283
Position 583: 0.0035494885350058044
Position 6196: 0.003435772205069317
Position 389: 0.002835885479834671
Position 232: 0.0027501656570322174
Position 2470: 0.0026699849695425
Position 1375: 0.002659640006294035
Position 4486: 0.002633924009639128
Position 2067: 0.0026222569139619377
Position 1920: 0.0025129562005216065
Position 4645: 0.0024699146608427656
Position 4208: 0.0019812071324565124
Position 466: 0.0016519033081837252
Position 4218: 0.0015558790293505034
Position 2630: 0.0011318778866111544
Position 4522: 0.0011161518676777247
Position 170: 0.0010646952360819837
Position 2196: 0.0010590806481280298
Position 2077: 0.000947879368835777
Position 2539: 0.0009016851380887945
Position 3849: 0.0009009936270784655
Position 245: 0.0008673991334873141
Position 254: 0.0008347634701682207
Position 4295: 0.0007938945239960094
Position 2417: 0.0007901096000076441
Position 163: 0.0007468100551023315
Position 1769: 0.0007305747401063876
Position 1198: 0.0007280183993556974
Position 103: 0.0006938743848312893
Position 4225: 0.0006259730917419244
Position 142: 0.0005157657888482934
Position 3461: 0.00037972830240902
Position 107: 0.0003543948506840755
Position 1171: 0.00033835293976519084
Position 6208: 0.00032528172459996723
Position 235: 0.00026823128838141376
Position 1160: 0.00025646765447052695
Position 1937: 0.0002534099580597421
Position 481: 0.000252382962162587
Position 440: 0.0002425544215759916
Position 417: 0.0002338045828130294
Position 45: 0.0002264926308747991
Position 128: 0.000215378975623035
Position 2965: 0.00017925547415702171
Position 367: 0.0001774841712771326
Position 2364: 0.00017537023831695376
Position 2795: 0.00016436558906583
Position 361: 0.0001248024913024101
Position 740: 0.0001188701851257357
Position 1977: 8.870980746129198e-05
Position 848: 8.58290139059791e-05
Position 1108: 8.384402357203551e-05
Position 1270: 7.042825028303755e-05
Position 424: 6.784859439655104e-05
Position 309: 1.4216674509008908e-05
Position 1453: 1.3701368963079026e-05
Position 2905: 1.2878974751337983e-05
Position 991: 7.187409371493085e-06
Position 620: 4.016078469611511e-06
Position 832: 3.1449444605558765e-06
Position 248: 1.6318810177175585e-06
Position 1144: 1.440272060544015e-06
Position 837: 1.0998797234569902e-06
Position 396: 1.0692017817821823e-06
Position 1191: 8.836368894379868e-07
Position 9: 7.688609369986537e-07
Position 1147: 7.480430159922275e-07
Position 1163: 3.8885229995640234e-07
Position 260: 2.8784848832934536e-07
Position 2515: 1.6665835425556074e-07
