Gene = vls
index = 1928
Annotated 5SS: [ 621 1055]
Annotated 3SS: [ 677 1106]
SMsplice 5SS: [ 621 1055]
SMsplice 3SS: [ 677 1106]
top_k =  500
Partition function (log Z): -4.439648587943124

Sorted 5' Splice Sites (High to Low Probability):
Position 621: 0.9717440089334973
Position 1055: 0.4719790373557705
Position 1040: 0.029236642087844076
Position 925: 0.025148248673469063
Position 705: 0.013853959534071085
Position 483: 0.013346434706605036
Position 1061: 0.005939392285412897
Position 610: 0.005560031194154698
Position 633: 0.004899410274292702
Position 1273: 0.003949184853751357
Position 625: 0.0030759635185600744
Position 396: 0.002909755244463893
Position 963: 0.0020124586943201265
Position 1341: 0.0014806422942065826
Position 308: 0.0010437595648318287
Position 405: 0.000960345933194578
Position 1353: 0.0003023922490456113
Position 876: 0.0001755550388205705
Position 71: 8.197726058164053e-05
Position 167: 7.678662889761447e-05
Position 743: 7.092919235522402e-05
Position 644: 5.150008742238562e-05
Position 984: 4.590298784451126e-05
Position 793: 4.4814793416834763e-05
Position 532: 4.266661972742124e-05
Position 786: 3.7392076619435985e-05
Position 799: 2.879773860540977e-05
Position 892: 2.6659690946287015e-05
Position 1032: 2.6045724170514288e-05
Position 774: 2.5424094603625006e-05
Position 435: 2.4575596172138536e-05
Position 519: 2.1448357395899674e-05
Position 851: 1.5911367380259458e-05
Position 317: 1.292150153562617e-05
Position 9: 1.163273378271874e-05
Position 564: 1.1131370561449261e-05
Position 591: 8.646190251878579e-06
Position 825: 7.677890423950086e-06
Position 23: 6.456345347805057e-06
Position 678: 6.087211778736479e-06
Position 320: 3.4294255084879337e-06
Position 808: 3.0289049935020416e-06
Position 467: 2.370511356023755e-06
Position 120: 1.961433813306333e-06
Position 51: 1.949979061972021e-06
Position 497: 1.749553940148376e-06
Position 1176: 1.1777538897154624e-06
Position 638: 8.524196414576654e-07
Position 1159: 8.217878011923853e-07
Position 107: 6.967401982110049e-07
Position 357: 4.757060054821947e-07
Position 527: 4.6581659474414587e-07
Position 1150: 3.2134709139845953e-07
Position 54: 2.2289943961550906e-07
Position 1222: 7.567041988910368e-08
Position 1144: 5.2834811140418044e-08
Position 83: 7.3879546575969e-10
Position 663: 6.590102711031858e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 677: 0.9932947596715563
Position 1106: 0.549686141417439
Position 553: 0.003929676573727325
Position 1415: 0.0031831088816124523
Position 1378: 0.0022273633752106846
Position 461: 0.002197588460391286
Position 768: 0.001796668198974991
Position 532: 0.0004627327013260057
Position 1333: 0.0004569702603291052
Position 482: 0.00037872800682750313
Position 1389: 0.00014113386790955438
Position 1164: 0.00013675559356160288
Position 497: 7.211215467957857e-05
Position 131: 6.488218543228344e-05
Position 377: 5.775430668901049e-05
Position 871: 4.313522428341229e-05
Position 572: 3.367338148014839e-05
Position 718: 2.4876094470707025e-05
Position 834: 2.3568563453334275e-05
Position 1194: 2.222544045551597e-05
Position 97: 1.6046901518945943e-05
Position 1150: 1.1821074299858986e-05
Position 1061: 9.44636789009544e-06
Position 603: 6.746127972988645e-06
Position 1009: 5.926686491895334e-06
Position 1238: 5.814701773563514e-06
Position 244: 5.368694783965736e-06
Position 774: 5.325762344979599e-06
Position 632: 2.953773056690251e-06
Position 71: 2.5924823492319595e-06
Position 984: 2.388845899914966e-06
Position 1040: 2.2347239838241303e-06
Position 383: 2.1822115166222756e-06
Position 892: 1.8079504334131784e-06
Position 743: 1.7949579566185879e-06
Position 489: 9.247929769618671e-07
Position 906: 9.119206519127189e-07
Position 297: 8.627907028933218e-07
Position 341: 8.401513421031433e-07
Position 1396: 7.083641807592347e-07
Position 1025: 5.810550901097491e-07
Position 963: 3.171213207861903e-07
Position 1067: 2.523301579680036e-07
Position 1351: 1.9783130331829688e-07
Position 923: 1.5679166897749114e-07
Position 419: 7.433643211640456e-08
Position 389: 5.502969386814324e-08
Position 610: 3.491185550374943e-08
Position 104: 1.686666036614545e-08
Position 149: 1.617625801158163e-08
Position 527: 3.4480660257849597e-09
Position 75: 1.941763720310856e-09
Position 167: 2.8777902499489213e-12
Position 77: 3.077031316727808e-13
Position 355: 3.102931995307921e-15
