Gene = Spindly
index = 1513
Annotated 5SS: [ 550  780 1062 1262 1501]
Annotated 3SS: [ 613  845 1119 1401 1560]
SMsplice 5SS: [ 550  780 1062 1501]
SMsplice 3SS: [ 613  845 1119 1560]
top_k =  500
Partition function (log Z): 6.681832369328958

Sorted 5' Splice Sites (High to Low Probability):
Position 1501: 0.9959942576865017
Position 550: 0.9934197392343342
Position 1062: 0.9886921238626283
Position 780: 0.9651322521711486
Position 1262: 0.20648032543252934
Position 1359: 0.11382025664762535
Position 1354: 0.0389890996588646
Position 783: 0.026554268050981142
Position 1223: 0.009490036309479645
Position 1940: 0.00798007544108565
Position 1865: 0.006208535309571749
Position 2735: 0.005649622539091832
Position 1992: 0.005201608954745712
Position 2477: 0.005070194348443215
Position 2252: 0.004479942786541716
Position 1706: 0.004230209198218311
Position 1313: 0.002502061089204737
Position 405: 0.002483493761675099
Position 2745: 0.0023764764714452975
Position 728: 0.0016294318230151092
Position 417: 0.0013192350083287428
Position 1066: 0.0012433045895220139
Position 343: 0.0011497223245579202
Position 2042: 0.0008224294105382889
Position 2732: 0.0008075711197059998
Position 535: 0.000585775889186499
Position 641: 0.00047604565446695245
Position 1340: 0.0004701089077813448
Position 501: 0.0003842880570718639
Position 2292: 0.00035773382874710165
Position 476: 0.0003359429658735281
Position 1959: 0.00020625247191122703
Position 1916: 0.0001996362216697333
Position 1083: 0.00018458716498868615
Position 569: 0.00017678573564040197
Position 1798: 0.0001699194752025091
Position 1281: 0.00015760778719797877
Position 2690: 0.00015609791734113657
Position 1712: 0.00013266251266583353
Position 1227: 0.00011147495887491858
Position 1922: 0.00010204623315498895
Position 1268: 0.00010195783898631098
Position 1087: 9.325046584196147e-05
Position 1660: 9.253427692906915e-05
Position 2673: 7.175796700897958e-05
Position 1023: 7.023924254929365e-05
Position 2129: 6.329231313448709e-05
Position 1041: 5.084962726241938e-05
Position 978: 4.818271107395266e-05
Position 2297: 4.2708342792327006e-05
Position 288: 2.9688872331334156e-05
Position 1710: 2.472763968782244e-05
Position 2217: 2.009367027799248e-05
Position 1481: 1.7247037228531733e-05
Position 2853: 1.4365709517554397e-05
Position 84: 1.4023214402679285e-05
Position 2727: 1.3674776669263176e-05
Position 1826: 1.122235041864839e-05
Position 281: 8.355165498917846e-06
Position 711: 7.035506476740598e-06
Position 2578: 6.354112947821273e-06
Position 195: 4.7608877901533794e-06
Position 33: 4.584411829109989e-06
Position 11: 4.062237530091771e-06
Position 449: 3.790243404138537e-06
Position 1108: 3.058013401859853e-06
Position 224: 2.4891474896974078e-06
Position 76: 1.749274301953319e-06
Position 995: 1.442072810694842e-06
Position 316: 7.362756279466655e-07
Position 2257: 5.55383404257814e-07
Position 64: 4.465935605825869e-07
Position 875: 4.4618436630370176e-07
Position 246: 2.918549706255089e-07
Position 2175: 2.2022692897842968e-07
Position 1868: 1.8164471960631518e-07
