Gene = Blos3
index = 51
Annotated 5SS: [147 337]
Annotated 3SS: [203 389]
SMsplice 5SS: [147 337]
SMsplice 3SS: [203 389]
top_k =  500
Partition function (log Z): -3.149202587574512

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9659953288968984
Position 337: 0.9437583071459433
Position 285: 0.0017556874324869325
Position 41: 0.001343901532562937
Position 96: 0.0012242757891466505
Position 150: 0.0010625977982559667
Position 569: 0.0004334773256179977
Position 32: 0.00025167854481792615
Position 467: 0.00012498049189512306
Position 353: 5.810056080015095e-05
Position 578: 4.1055913465851346e-05
Position 9: 3.168892138222301e-05
Position 103: 2.8437725855293513e-05
Position 65: 9.829069138506562e-06
Position 389: 8.043344973783937e-06
Position 445: 2.05721874668556e-06
Position 341: 1.584909020943885e-06
Position 450: 1.4946154727279184e-06
Position 176: 1.2286891165504508e-06
Position 511: 8.581297870716982e-07
Position 443: 6.446537765732636e-07
Position 55: 6.01125902082732e-07
Position 493: 3.983168682443429e-07
Position 504: 3.354168849490242e-07
Position 197: 4.5211171070214424e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 203: 0.9673709573014061
Position 389: 0.6609566765152601
Position 438: 0.2831986847156718
Position 463: 0.0009438555043814994
Position 670: 0.0008152168217662886
Position 231: 0.0007386315083955749
Position 493: 0.0005276067867801379
Position 414: 0.0004781630845637281
Position 535: 0.0003882335237300552
Position 532: 0.00032128461313429564
Position 460: 0.0001046850890480278
Position 504: 6.755149115984612e-05
Position 450: 3.924394293657499e-05
Position 108: 3.7238193388860384e-05
Position 176: 3.427517630561221e-05
Position 65: 3.042002139159829e-05
Position 240: 2.989998335060088e-05
Position 641: 1.4211165653770803e-05
Position 267: 7.436761203595682e-06
Position 511: 7.250298938846564e-06
Position 633: 6.92364001671487e-06
Position 609: 6.713994980676373e-06
Position 128: 4.554770753849752e-06
Position 588: 2.0823643324148547e-06
Position 619: 1.8679202686248594e-06
Position 252: 7.692805592580477e-07
Position 326: 7.602156907173327e-07
Position 567: 5.217097207228954e-07
Position 541: 3.138827945000084e-07
Position 277: 1.2220464289313838e-07
Position 616: 8.862945063710343e-08
Position 284: 6.07554746614511e-08
Position 544: 5.8901124701931094e-08
Position 134: 5.7427588787451794e-08
Position 125: 5.2480695941252343e-08
Position 337: 4.206414993618744e-08
Position 274: 4.141377495025437e-08
Position 263: 2.8400232819008982e-08
Position 553: 2.2998471684044846e-08
Position 140: 1.0691775921387031e-08
Position 242: 9.980461413695307e-09
Position 292: 6.2395571991158e-09
Position 100: 4.620638715906977e-09
Position 155: 9.461566940026686e-10
Position 146: 4.0211931229358426e-10
Position 137: 3.4608578914267926e-10
