Gene = Aef1
index = 15
Annotated 5SS: [ 280 2588]
Annotated 3SS: [1602 2650]
SMsplice 5SS: [ 280 2588]
SMsplice 3SS: [1602 2650]
top_k =  500
Partition function (log Z): -5.299452720280231

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9976864772497036
Position 280: 0.7389137533138025
Position 1461: 0.2907271502713828
Position 1225: 0.1406498894957395
Position 3363: 0.10735563611977184
Position 3377: 0.10514474289702466
Position 626: 0.10292854077615102
Position 1709: 0.07055142855898035
Position 1506: 0.047059030990580744
Position 1086: 0.034962222287324436
Position 41: 0.023832472694975567
Position 3381: 0.02348603369053942
Position 851: 0.021060197790031314
Position 1675: 0.01798085283913709
Position 3397: 0.015824869898501594
Position 455: 0.01406450631780919
Position 1679: 0.013965031293577693
Position 315: 0.010477270130618622
Position 1513: 0.010028753606881036
Position 827: 0.008153523965726496
Position 29: 0.007963290518599495
Position 678: 0.007359016803380877
Position 461: 0.00559085025155135
Position 1853: 0.00553492060535799
Position 3555: 0.005261362438770964
Position 831: 0.004191625729273236
Position 957: 0.002962754693628025
Position 562: 0.0025031411099673225
Position 3495: 0.0018723297037687512
Position 3103: 0.0017965155706320096
Position 3499: 0.00146525752105583
Position 1465: 0.0010830180564846753
Position 3852: 0.0008676815268421984
Position 4402: 0.0008121666790465605
Position 465: 0.0007782740820007786
Position 1501: 0.0007353924013330825
Position 220: 0.0006559244009432607
Position 1262: 0.0006494208547120608
Position 3372: 0.0005249186337635598
Position 3801: 0.00041165928605882814
Position 1220: 0.0002720456876235437
Position 869: 0.00021228228712272512
Position 3591: 0.000175541802295804
Position 284: 0.00017171816782889213
Position 720: 0.0001518300144240491
Position 65: 0.00012078957280620843
Position 3391: 8.991289497380886e-05
Position 3412: 8.683809990746595e-05
Position 425: 7.112936339941843e-05
Position 2600: 4.916629369439099e-05
Position 2784: 4.7503717793624244e-05
Position 10: 3.701519287645366e-05
Position 377: 3.1404600353924424e-05
Position 206: 2.4749695197856225e-05
Position 20: 2.389999031824302e-05
Position 469: 1.9936893231609887e-05
Position 2252: 1.2492325313043839e-05
Position 1078: 1.1103357901487457e-05
Position 790: 1.0756827810933022e-05
Position 81: 1.0735426825657991e-05
Position 126: 1.0300832544754365e-05
Position 2572: 7.818126039557914e-06
Position 2404: 6.244311245985329e-06
Position 290: 4.438640715721847e-06
Position 2314: 4.367778969956929e-06
Position 309: 3.965795941833402e-06
Position 327: 3.9245886937660905e-06
Position 379: 3.2669302538979544e-06
Position 3316: 2.6486158009967004e-06
Position 292: 2.257583341630903e-06
Position 467: 2.238148341094305e-06
Position 1324: 1.444065527643343e-06
Position 367: 1.1726456249475312e-06
Position 2443: 1.0474482516599085e-06
Position 560: 9.515744270923335e-07
Position 459: 9.298663538558643e-07
Position 3424: 9.137708996243866e-07
Position 3401: 5.455758143108203e-07
Position 477: 2.955031796263829e-07
Position 490: 1.4215030065707796e-07
Position 506: 9.409402580563156e-08
Position 319: 1.5342548033175956e-08
Position 317: 7.008166471389001e-09
Position 341: 6.424513170088459e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2650: 0.9978895319198827
Position 1602: 0.6685188102622075
Position 1296: 0.2724313529083419
Position 1739: 0.12402232819646586
Position 2082: 0.11645324942683813
Position 3438: 0.09381586802557308
Position 1770: 0.07325858513693005
Position 522: 0.06285305331500536
Position 1555: 0.05554833990084162
Position 1078: 0.026038031465033206
Position 996: 0.023988461935259487
Position 3739: 0.023094064262942995
Position 105: 0.022646599489176394
Position 365: 0.020396809571598208
Position 3457: 0.01850849180594583
Position 4567: 0.018180703140362697
Position 455: 0.016654956655319034
Position 3480: 0.016123904500596944
Position 3612: 0.01318827610593476
Position 1785: 0.013032456769863306
Position 4796: 0.012058756505105751
Position 3848: 0.010206217223885485
Position 1375: 0.00935232584929385
Position 1031: 0.008700238492582982
Position 3761: 0.008577630633558809
Position 3415: 0.0074072546554348265
Position 4471: 0.006012096878020291
Position 1210: 0.005793529857965092
Position 4207: 0.005779217923075725
Position 1814: 0.005344746808259314
Position 327: 0.005294729099715681
Position 1128: 0.005242043546433447
Position 111: 0.004978280323749203
Position 1152: 0.004930766726777274
Position 4799: 0.004515065489870388
Position 2409: 0.0038906938203692436
Position 3893: 0.003618200775802128
Position 1274: 0.0034230687498154853
