Gene = SelT
index = 1482
Annotated 5SS: [414]
Annotated 3SS: [489]
SMsplice 5SS: [414]
SMsplice 3SS: [489]
top_k =  500
Partition function (log Z): -6.500090948955907

Sorted 5' Splice Sites (High to Low Probability):
Position 414: 0.9693199139148259
Position 563: 0.3615536590146227
Position 171: 0.028910700434932636
Position 208: 0.01665753007024661
Position 210: 0.015567133683212784
Position 662: 0.01169078564708761
Position 653: 0.01161355457004774
Position 72: 0.007657920837526376
Position 866: 0.007175160024881458
Position 418: 0.0038043094716308586
Position 591: 0.002731974313038833
Position 547: 0.0020242763641688663
Position 911: 0.001482479427722319
Position 153: 0.0012833742437828467
Position 163: 0.0005922687962320802
Position 699: 0.000344887266545734
Position 646: 0.00021471159360503844
Position 666: 0.00013480970773520614
Position 829: 8.691454774897614e-05
Position 91: 5.9349749434679005e-05
Position 96: 4.605983553694809e-05
Position 76: 4.5675281857545223e-05
Position 364: 3.137206378546027e-05
Position 84: 3.126483100655896e-05
Position 703: 3.066503019062168e-05
Position 824: 2.4458583833123474e-05
Position 986: 2.4367224479094945e-05
Position 826: 1.9323670165253157e-05
Position 181: 1.8193751488270158e-05
Position 650: 1.1001969885662048e-05
Position 1078: 9.102694804749312e-06
Position 787: 6.521449435994947e-06
Position 657: 4.93511563644779e-06
Position 818: 3.3292015799659137e-06
Position 134: 1.2917745025597025e-06
Position 334: 8.358258159419278e-07
Position 336: 6.161409543481816e-07
Position 315: 4.047882448875358e-07
Position 304: 4.0392536772747596e-07
Position 461: 3.868820503662193e-08
Position 527: 3.626049640016648e-08
Position 309: 1.2805711898016303e-08
Position 463: 9.859825306618629e-09
Position 292: 9.829470297314586e-09
Position 644: 8.011379264866365e-09
Position 514: 1.4467080382034185e-09
Position 932: 9.222956909451006e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 489: 0.9567554890821978
Position 631: 0.127424609762524
Position 613: 0.09969024792890459
Position 1104: 0.07898223353601237
Position 253: 0.052874125950547225
Position 1075: 0.04420804649746648
Position 898: 0.027191598027213618
Position 657: 0.01629719368594866
Position 511: 0.006616258769815464
Position 275: 0.006440891909551157
Position 943: 0.005736143072013857
Position 699: 0.004708789208148999
Position 125: 0.0031470018615070323
Position 910: 0.0027802772180046138
Position 134: 0.0022421492122618784
Position 261: 0.00194473689913902
Position 287: 0.0019357469293730717
Position 1169: 0.0014928067343792488
Position 718: 0.0014121097758038334
Position 841: 0.0006651045603711507
Position 562: 0.00026690976812160453
Position 156: 8.047053750526425e-05
Position 916: 8.00538352203129e-05
Position 727: 6.99837298607602e-05
Position 666: 4.716497310749479e-05
Position 1049: 3.327243179179451e-05
Position 865: 2.074736883434492e-05
Position 1011: 1.94156203320029e-05
Position 1005: 1.544720865491454e-05
Position 778: 9.74490129013992e-06
Position 547: 7.2365738102503185e-06
Position 201: 6.368573058544618e-06
Position 1182: 6.262546129951021e-06
Position 153: 2.6386506060216963e-06
Position 381: 2.3235639959385917e-06
Position 208: 8.404008317308808e-07
Position 181: 6.192527767594103e-07
Position 354: 2.637072903668855e-07
Position 160: 7.916980047203177e-08
Position 163: 6.673615460799989e-08
Position 166: 6.390253777533508e-08
Position 214: 5.0491764456728196e-08
Position 388: 3.7580850017236925e-08
Position 351: 2.4539922538779782e-08
Position 345: 2.9395596854738275e-09
Position 357: 2.035389068677515e-09
Position 520: 1.8465569556243883e-09
Position 544: 2.4168154640420464e-10
