Gene = Chs2
index = 1071
Annotated 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
Annotated 3SS: [ 138  438 1079 1307 2001 2286 3666 4724 6100]
SMsplice 5SS: [  77  381  612 1207 1515 2178 2851 3917 5955]
SMsplice 3SS: [ 138  438 1052 1307 2001 2286 3666 5829 6100]
top_k =  500
Partition function (log Z): 10.08162066390596

Sorted 5' Splice Sites (High to Low Probability):
Position 2178: 0.9930867530629245
Position 5955: 0.9779092461549862
Position 381: 0.9498088345362375
Position 77: 0.9006715712290505
Position 2851: 0.8511165241711244
Position 1207: 0.7684720854053473
Position 1515: 0.7452345724424672
Position 612: 0.6848522448327019
Position 3917: 0.6246951732156003
Position 3606: 0.325235025877838
Position 2416: 0.30962514507980987
Position 5623: 0.19318214112696513
Position 4679: 0.18033080543725108
Position 5693: 0.12237069737881079
Position 4359: 0.1198932214838793
Position 2447: 0.08820653113008133
Position 3195: 0.07783487542035805
Position 4801: 0.04578055744220775
Position 7192: 0.04544249890069243
Position 7245: 0.03978515781888385
Position 1743: 0.02670072699266735
Position 3921: 0.025157953963363202
Position 565: 0.023086065325052564
Position 1558: 0.01658798140904917
Position 4394: 0.016418082399270714
Position 3751: 0.01598427399416019
Position 633: 0.015035467170324309
Position 81: 0.014661603043178947
Position 616: 0.012396982610121567
Position 1480: 0.012288488376832088
Position 1550: 0.010830204708355731
Position 5239: 0.010537036130861464
Position 984: 0.009635525667920447
Position 3088: 0.00935162154465928
Position 733: 0.008290619687087594
Position 659: 0.007664464743081111
Position 603: 0.00704955905857318
Position 3943: 0.005643751690751723
Position 385: 0.005238076228213249
Position 365: 0.005134263785589023
Position 7290: 0.004397633688705935
Position 2895: 0.0037932635767498305
Position 376: 0.003469835329203704
Position 2134: 0.003410075294395797
Position 6481: 0.00291937307839945
Position 55: 0.0026369834722747574
Position 6764: 0.0026114109100129185
Position 3967: 0.0023870739924975884
Position 2692: 0.0020328300300392595
Position 715: 0.001782741358982555
Position 1789: 0.001716547075050125
Position 5989: 0.0015917057214258643
Position 342: 0.0015525248164478026
Position 73: 0.001442902173066086
Position 5224: 0.001242898180716187
Position 6598: 0.0012133193782726019
Position 4026: 0.001098590290659323
Position 3900: 0.0009081237090417918
Position 644: 0.0007272400188419204
Position 913: 0.0005151543146375525
Position 1428: 0.0005018251623893656
Position 4385: 0.0004985185744149787
Position 6407: 0.000497596246311869
Position 3272: 0.00039968767515365274
Position 2175: 0.000396547315849078
Position 1830: 0.0003850697176068779
Position 5201: 0.00034855353873288587
Position 3131: 0.0003473780502915829
Position 924: 0.0003375097076688009
Position 2184: 0.0002899732462430505
Position 3768: 0.00028638418677654176
Position 1249: 0.0001735819228907936
Position 2208: 0.00016415833108661455
Position 2182: 0.0001481334069112694
Position 627: 0.000143946626586362
Position 367: 0.00013078742171716064
Position 390: 0.00011883365573671835
Position 796: 0.00011202401049815829
Position 1242: 0.00010464405608131588
Position 1211: 7.714512470315127e-05
Position 3120: 6.64553296357413e-05
Position 929: 6.57952691152724e-05
Position 769: 6.433866366153815e-05
Position 3201: 5.883166098222262e-05
Position 6615: 5.0233155867949344e-05
Position 3766: 2.4353425290646018e-05
Position 85: 1.8608743230051927e-05
Position 119: 1.7645361885340475e-05
Position 4213: 1.3635189790842263e-05
Position 808: 1.2262998786635806e-05
Position 1628: 1.140100058510356e-05
Position 742: 8.958849257528355e-06
Position 2855: 7.033591309072325e-06
Position 281: 6.939592990052563e-06
Position 2073: 6.221170506398829e-06
Position 359: 5.3727229637191596e-06
Position 301: 4.4171297925504606e-06
Position 299: 1.8315520842383233e-06
Position 232: 1.7943515289985505e-06
Position 1800: 1.5472790557663456e-06
Position 284: 1.3278369356347081e-06
Position 3078: 1.049267821300027e-06
Position 6171: 1.0047366042759207e-06
Position 5362: 7.972494276257323e-07
Position 187: 7.720661463529126e-07
Position 4847: 6.765657942139404e-07
Position 763: 3.258253087127229e-07
Position 272: 1.5383754375840462e-07
Position 5002: 1.3005245441870618e-07
Position 5430: 1.2887138088460796e-07
Position 105: 1.2337554737560641e-07
Position 157: 3.2973547402540185e-08
Position 498: 4.808337442568631e-09
Position 569: 4.67758167784778e-09
Position 402: 3.3708396531321663e-09
Position 408: 4.803329949303031e-12
Position 459: 9.50509540552187e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2286: 0.9793994816478165
Position 6100: 0.9141296877174143
Position 3666: 0.8459348141314211
Position 138: 0.8439285110185767
Position 438: 0.825623957871634
Position 1307: 0.7271194100968537
Position 2001: 0.6232279973136718
Position 4724: 0.6112936596857208
Position 5829: 0.6031520265058535
Position 1052: 0.33167493850029006
Position 3505: 0.16587997342803984
Position 1905: 0.14828701329688396
Position 2938: 0.1382735010882882
Position 441: 0.13482074976956232
Position 2469: 0.13423229757143854
