Gene = nesd
index = 1816
Annotated 5SS: [ 382 1968]
Annotated 3SS: [ 466 2030]
SMsplice 5SS: [  10  382 1968]
SMsplice 3SS: [  78  466 2030]
top_k =  500
Partition function (log Z): -3.5670736930384535

Sorted 5' Splice Sites (High to Low Probability):
Position 382: 0.9737539034295518
Position 1968: 0.9070844196210275
Position 10: 0.6234076128233996
Position 29: 0.02358748780314378
Position 14: 0.013080383982670642
Position 580: 0.009664195223755364
Position 629: 0.00861623050045573
Position 1679: 0.008607112800681199
Position 2054: 0.0049502249944593695
Position 333: 0.0046536374941491794
Position 556: 0.0011593335030229974
Position 1840: 0.00044375377574855867
Position 1216: 0.00043577576949568045
Position 979: 0.00037486536271942817
Position 2188: 0.0002286159042715746
Position 1243: 0.00021183535544113763
Position 822: 0.00018398026413246895
Position 161: 0.00016767610428725837
Position 1982: 0.00012555462480992672
Position 1540: 0.00011637193249786116
Position 851: 0.0001159476128035495
Position 1853: 8.893789379484129e-05
Position 589: 8.356015936128554e-05
Position 809: 8.024078504994299e-05
Position 820: 3.56074611839102e-05
Position 1985: 3.454754319555919e-05
Position 1939: 3.425566629699894e-05
Position 1933: 2.9913799235331918e-05
Position 1741: 2.6646200320398404e-05
Position 128: 1.8747607604411685e-05
Position 787: 1.4407709115325913e-05
Position 79: 1.4270348941497124e-05
Position 357: 1.28440957340345e-05
Position 855: 1.237825157110412e-05
Position 100: 1.1757304607902293e-05
Position 1321: 9.892167243730229e-06
Position 1507: 8.571378488171136e-06
Position 218: 1.0084420280908186e-06
Position 263: 1.9287187454030059e-07
Position 294: 1.2697272588279964e-07
Position 243: 8.092568452173093e-08
Position 1860: 4.631272184414494e-08
Position 344: 4.2330050229597265e-08
Position 302: 3.8833255478225365e-08
Position 637: 3.581439428311241e-08
Position 691: 3.3225712696901456e-08
Position 315: 2.6933173623131397e-08
Position 1361: 2.2997534167308938e-08
Position 415: 9.003473132275722e-09
Position 245: 4.625768929353243e-09
Position 547: 3.914284600030714e-09
Position 742: 2.894172732943999e-09
Position 586: 2.7959835953841994e-09
Position 726: 2.732032830205915e-09
Position 646: 1.4763603005715675e-09
Position 535: 9.41602726066125e-10
Position 446: 3.5692955470485054e-10
Position 496: 2.9211844573656563e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.9180140919013852
Position 466: 0.6213389064887118
Position 78: 0.5986562831646557
Position 1885: 0.08094660091456919
Position 1851: 0.0624203214973834
Position 1769: 0.05781546249151206
Position 93: 0.057768838805617485
Position 1486: 0.036863487825921595
Position 2063: 0.03595340835589265
Position 906: 0.02669785728016407
Position 1598: 0.017562161626022352
Position 1344: 0.011044046704620832
Position 603: 0.008833495042931617
Position 2112: 0.007812690706442981
Position 1057: 0.005637556083525733
Position 1806: 0.003426410898900646
Position 1696: 0.003067973222113292
Position 230: 0.0028105235366680547
Position 1186: 0.0022739604202841016
Position 1439: 0.002265279062280778
Position 903: 0.0017047376600812796
Position 474: 0.0016588039901761734
Position 646: 0.0013972028606738377
Position 1365: 0.0011316164878897143
Position 1043: 0.0011291517185149907
Position 795: 0.0011211728593790648
Position 820: 0.0008559382077202986
Position 111: 0.0008440223163198165
Position 1219: 0.0008263751818469844
Position 1776: 0.000807447982120874
Position 2053: 0.0007312482186177349
Position 1445: 0.000711740115488276
Position 555: 0.0007036688213802901
Position 425: 0.0006747835632577399
Position 507: 0.0006219367246832855
Position 935: 0.0005800543364387776
Position 833: 0.0004364243012940053
Position 1458: 0.00040129316696696607
Position 672: 0.00037481139708049664
Position 1524: 0.0003488059987451725
Position 1856: 0.00032848715435153657
Position 1266: 0.0003252912827625251
Position 804: 0.00031654090945043865
Position 2235: 0.00030941384944659875
Position 1269: 0.0002713599844552393
Position 2079: 0.00020843878835715443
Position 889: 0.00020544206313973922
Position 1142: 0.0001952551435663824
Position 1517: 0.00019035575996109087
Position 1419: 0.0001815080261663278
Position 576: 0.00011313012538000554
Position 1272: 9.886364660659226e-05
Position 1922: 9.582611608686877e-05
Position 977: 6.785691577652638e-05
Position 1094: 6.350111142017216e-05
Position 675: 6.139785718889908e-05
Position 669: 6.06581749279976e-05
Position 285: 3.513734266494096e-05
Position 332: 2.1038675858022628e-05
Position 2092: 1.852254981008406e-05
Position 282: 1.1796818709636866e-05
Position 170: 1.093006312708194e-05
Position 257: 8.514970255826857e-06
Position 100: 6.555218837750556e-06
Position 272: 6.464892624092237e-06
Position 2214: 3.0106624318661077e-06
Position 243: 1.1256550881476002e-06
Position 290: 1.3537333373265798e-07
Position 381: 1.9403199671448724e-08
Position 552: 1.0064750132056845e-08
Position 312: 1.1828656323085385e-09
Position 386: 1.1986969347350545e-10
Position 308: 4.888199263356881e-11
Position 344: 4.572085082577793e-11
Position 608: 1.080113819321791e-11
Position 374: 1.5391967569830983e-18
