Gene = Bre1
index = 53
Annotated 5SS: [ 137 1493 2497]
Annotated 3SS: [ 339 1606 2548]
SMsplice 5SS: [ 137  833 1493 2497 2752]
SMsplice 3SS: [ 339  884 1606 2548 3820]
top_k =  500
Partition function (log Z): 6.963462454458924

Sorted 5' Splice Sites (High to Low Probability):
Position 2497: 0.9924598813233351
Position 1493: 0.9842323244045812
Position 833: 0.6361470975108588
Position 2752: 0.6306871857801235
Position 137: 0.43068797389733393
Position 254: 0.40819173266756004
Position 29: 0.07905645304318622
Position 4050: 0.058510812172574554
Position 74: 0.04072908519667392
Position 827: 0.03642290621250825
Position 3498: 0.029459541473706143
Position 1808: 0.025888896670464186
Position 2780: 0.02058902924733617
Position 3929: 0.012908042959802494
Position 1545: 0.012384296382574753
Position 431: 0.008115702582634395
Position 3441: 0.005996814273020397
Position 844: 0.005982522747805706
Position 2471: 0.005386219430239796
Position 2977: 0.005124022154662914
Position 1281: 0.0039551477887627235
Position 628: 0.0034424033156067444
Position 491: 0.00343726015618386
Position 104: 0.0034108397421374792
Position 2142: 0.0027396762459603596
Position 722: 0.0024271604793750013
Position 3644: 0.002230949085247581
Position 1983: 0.001645597446234891
Position 3972: 0.0015544281430025038
Position 1472: 0.001487882189781126
Position 2280: 0.0014231599380417114
Position 116: 0.0009051199701595948
Position 3774: 0.0008342960446901738
Position 118: 0.0007942066117994388
Position 3905: 0.0006242875110651312
Position 1513: 0.000541282951970825
Position 4054: 0.0005320946211109235
Position 620: 0.0004466774798820895
Position 617: 0.0004373999319372005
Position 802: 0.0004318048976524134
Position 815: 0.00041774099209621664
Position 2870: 0.00035962412903618426
Position 2501: 0.0003589297217225369
Position 4073: 0.0003431746734040374
Position 3913: 0.0003293826984695778
Position 4048: 0.00022939320420310694
Position 109: 0.000218904565570585
Position 3527: 0.000212674636301965
Position 2103: 0.00021040992046296607
Position 1988: 0.00018083170774172748
Position 1628: 0.00017906977564169306
Position 800: 0.0001628224327984188
Position 2463: 0.00016129346615755309
Position 206: 0.00014501734222302279
Position 3306: 0.00010915144642914292
Position 2916: 9.554586628188223e-05
Position 794: 7.764188299270128e-05
Position 1497: 7.375601497288327e-05
Position 979: 7.13278535463232e-05
Position 1087: 6.771594572902713e-05
Position 1861: 6.428837731861463e-05
Position 3275: 6.19325198591224e-05
Position 1772: 6.047624709638429e-05
Position 3587: 6.0449881267835816e-05
Position 2930: 5.7009092085066524e-05
Position 2008: 5.6373477223972766e-05
Position 3182: 5.255268961054851e-05
Position 3162: 5.1529796031955394e-05
Position 2747: 5.1145921316291215e-05
Position 2874: 4.9875586900906705e-05
Position 4020: 4.9370094540349965e-05
Position 3063: 4.877216077444215e-05
Position 15: 4.35346337834466e-05
Position 2628: 3.5462047781541595e-05
Position 608: 2.9283833737065376e-05
Position 1838: 2.0994677022673264e-05
Position 4243: 1.7603581879001346e-05
Position 2447: 1.677567170305155e-05
Position 167: 1.2337358316152923e-05
Position 31: 1.0269830687475047e-05
Position 7: 8.7703389880168e-06
Position 992: 7.924430336176442e-06
Position 4229: 7.416799427188279e-06
Position 188: 4.133398511140094e-06
Position 3419: 3.682096125686122e-06
Position 2288: 2.3492898603354235e-06
Position 3380: 1.956154138541583e-06
Position 2379: 1.86420862458564e-06
Position 195: 1.8616942095684815e-06
Position 3008: 1.5879276062976656e-06
Position 141: 1.164509117010138e-06
Position 3674: 1.1487734609760204e-06
Position 2505: 1.1316786898634309e-06
Position 2633: 1.1086758853981467e-06
Position 2836: 1.0364360415654018e-06
Position 463: 7.311384591342476e-07
Position 2144: 7.077710769480471e-07
Position 3923: 5.211441115972514e-07
Position 2456: 4.7640647317932697e-07
Position 3897: 4.520432361992866e-07
Position 2168: 3.9328727366874564e-07
Position 461: 3.783679805129968e-07
Position 2219: 3.5742924331501695e-07
Position 1882: 2.8629131972965104e-07
Position 392: 2.794183978407032e-07
Position 3167: 1.8119739952617305e-07
Position 2277: 1.800596849301345e-07
Position 2430: 1.5966498763757766e-07
Position 1648: 1.2264951159458058e-07
Position 299: 9.093636208049459e-08
Position 1654: 7.737044108851515e-08
Position 2086: 3.583670402891215e-08
Position 1352: 3.028235606614845e-08
Position 885: 1.3244527358495381e-08
Position 1117: 1.1659342667200034e-08
Position 733: 1.0953506997209731e-08
Position 990: 7.853340077837052e-09
Position 1634: 6.7075217642660574e-09
Position 3482: 5.046568987712616e-09
Position 2594: 2.8092696653026563e-10
Position 2043: 2.118985806140456e-12
Position 318: 1.020956588651882e-12
Position 349: 1.7787449497974055e-13
Position 339: 4.734598606970613e-14
Position 329: 3.904040618466464e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2548: 0.9942808893263778
Position 1606: 0.9920026991979746
Position 339: 0.9451995290287637
Position 3820: 0.6723296194169066
Position 884: 0.5150863425868402
Position 902: 0.08226836831195593
Position 4106: 0.05220246868539315
Position 1328: 0.044085702786811405
Position 917: 0.029476891965119958
Position 4138: 0.01700187065984544
Position 1858: 0.015562212854059248
Position 891: 0.01440010259688773
Position 4073: 0.009198907432097605
Position 4009: 0.008178697895138613
Position 136: 0.008036477600494578
Position 1615: 0.0075534488455565145
Position 2255: 0.005271277786165397
Position 1087: 0.004984376709142475
Position 195: 0.0038100400478118615
Position 3565: 0.0035821456517876275
Position 670: 0.0033584779557855196
Position 1891: 0.00242202826260882
Position 318: 0.0020371236165169864
Position 1108: 0.0019233765891932127
Position 4053: 0.0017634081890992885
Position 2222: 0.0017497246837878627
Position 4077: 0.0017001723608216445
Position 505: 0.001346315343593792
Position 2972: 0.0012668721058196237
Position 159: 0.001257766704091763
Position 2553: 0.001165168926522374
Position 1332: 0.001156576805471245
Position 1861: 0.001082103191671098
Position 1273: 0.001004399388680622
Position 4028: 0.0009726788826589654
Position 2889: 0.0009679604197803062
Position 2836: 0.0009473531550972691
Position 2308: 0.0009445213609352781
Position 1294: 0.0007186900371042957
Position 2178: 0.0007130309996104916
Position 640: 0.0006455613668977897
Position 4143: 0.0006389790555468382
Position 2798: 0.0005881267417522381
Position 345: 0.0005100215337574006
Position 2416: 0.00047335316272528825
Position 4347: 0.00046446252961823426
Position 1144: 0.000453541108182713
Position 2339: 0.0004256855269041688
Position 3249: 0.00041330151351066843
Position 2567: 0.000412579820861801
Position 1981: 0.00040878557709210115
Position 2813: 0.00039749050772301605
Position 3795: 0.0003563408865608862
Position 2038: 0.0003448136717915912
Position 3128: 0.00032929722141751625
Position 2047: 0.00032738871122266265
Position 535: 0.00032125868684347234
Position 109: 0.0002790344176484214
Position 4048: 0.00027136011623660883
Position 177: 0.00027006094514095104
Position 1987: 0.00026629959289411705
Position 1359: 0.0002599984940616916
Position 2425: 0.00025983329226138556
Position 4201: 0.00025063999918375937
Position 1699: 0.00024470619898081807
Position 577: 0.00022748165208327995
Position 685: 0.00019952737148567484
Position 3059: 0.0001930334339789601
Position 1305: 0.00018291401973140502
Position 4266: 0.0001824168242617349
Position 1196: 0.00018176781472446297
Position 1912: 0.00017298271880462462
Position 1888: 0.00014608288003119366
Position 865: 0.00013867841505975847
Position 1363: 0.0001317742274556489
Position 116: 0.0001231003965252951
Position 1993: 0.00012087113486313928
Position 3293: 0.00011142964510100672
Position 2092: 0.00011001799575660572
Position 2927: 0.00010471519051134837
Position 3497: 9.933061418500118e-05
Position 1171: 8.34788404513859e-05
Position 2078: 8.221133385294865e-05
Position 3731: 7.502672935427143e-05
Position 1084: 7.462335159550765e-05
Position 1549: 7.45745820079634e-05
Position 703: 7.319738545241334e-05
Position 3302: 7.254570873981817e-05
Position 1372: 7.141649204522125e-05
Position 3644: 7.077450087029967e-05
