Gene = chif
index = 1647
Annotated 5SS: [ 702 8203]
Annotated 3SS: [3155 9323]
SMsplice 5SS: [ 702 9807]
SMsplice 3SS: [9323 9876]
top_k =  500
Partition function (log Z): -1.8186092212126268

Sorted 5' Splice Sites (High to Low Probability):
Position 9807: 0.9979454411392392
Position 702: 0.9302742311804351
Position 9540: 0.07419502119876349
Position 8203: 0.04928883715097886
Position 9647: 0.040343521442247336
Position 7952: 0.02393868383531667
Position 10019: 0.02312891821207293
Position 519: 0.023096181368870084
Position 493: 0.015363904468921085
Position 1318: 0.015140365209463305
Position 4846: 0.013952337620157329
Position 725: 0.006855639613162964
Position 1250: 0.0055815711315251645
Position 1751: 0.0053277473859217415
Position 6713: 0.0048349298547963925
Position 3722: 0.004642343061698201
Position 752: 0.004419469810312487
Position 721: 0.004330171480430108
Position 323: 0.004275378767776663
Position 485: 0.0040318042661985735
Position 481: 0.003437980077878717
Position 34: 0.003229560435274159
Position 2114: 0.0029988932423156583
Position 147: 0.0029807041137042234
Position 6788: 0.0029528695582990623
Position 4568: 0.0024057589637261102
Position 733: 0.002206944162221445
Position 9811: 0.0019365933178271564
Position 10089: 0.0010425231317345083
Position 281: 0.0009562238760747247
Position 597: 0.0008564515663236914
Position 515: 0.0007016216170874581
Position 483: 0.000572930165932418
Position 9990: 0.0005490372113052135
Position 525: 0.0004478842610674779
Position 286: 0.00039400753654514174
Position 489: 0.0002522317129106629
Position 4106: 0.00024270800441287564
Position 218: 0.00023019533899076343
Position 1078: 0.00015514936073128337
Position 523: 0.00014339524124323857
Position 367: 0.00013641130707098894
Position 505: 0.00013533018384241825
Position 1539: 0.00010894292269158075
Position 76: 0.00010530541925877865
Position 50: 9.742412751604844e-05
Position 953: 9.648204620375152e-05
Position 4702: 9.321946742782038e-05
Position 38: 9.251077088434626e-05
Position 729: 8.893096002644256e-05
Position 3786: 8.835134256696104e-05
Position 531: 8.540669529043886e-05
Position 333: 7.997485471953858e-05
Position 295: 7.06461549316518e-05
Position 9801: 6.117964970980198e-05
Position 3274: 5.5350970623921254e-05
Position 4111: 5.496543610571678e-05
Position 4115: 5.142720507274384e-05
Position 56: 3.890392583506219e-05
Position 5789: 3.655026196595485e-05
Position 731: 1.8891927112279572e-05
Position 1357: 1.6012678595389474e-05
Position 1485: 1.5542738713493277e-05
Position 937: 1.5247874634300838e-05
Position 1300: 1.4186864804833005e-05
Position 10115: 1.1956598617925148e-05
Position 36: 8.731303693547029e-06
Position 284: 7.98851091461085e-06
Position 85: 7.853469339313449e-06
Position 1494: 7.284475754771939e-06
Position 497: 7.138271421114544e-06
Position 270: 5.7898768958638465e-06
Position 24: 5.208836309930636e-06
Position 764: 5.183147565991963e-06
Position 487: 4.427363952369668e-06
Position 1084: 4.333319282438202e-06
Position 1496: 4.0833162115141015e-06
Position 719: 4.022319019006382e-06
Position 109: 3.855768710878673e-06
Position 1500: 3.763486641570225e-06
Position 1150: 3.498918528332338e-06
Position 1498: 3.4463853785518456e-06
Position 854: 2.7819811201108587e-06
Position 372: 2.19045934292473e-06
Position 737: 2.1264774079882933e-06
Position 517: 1.8117551154816256e-06
Position 687: 1.413037414061761e-06
Position 54: 1.1420725469935239e-06
Position 1226: 1.1157571834914102e-06
Position 9777: 9.56248189981914e-07
Position 382: 8.025032164908079e-07
Position 9941: 4.876284628768709e-07
Position 9886: 4.4659832480196883e-07
Position 735: 4.4448841669508466e-07
Position 1325: 4.3460774788693427e-07
Position 1342: 3.9544139012394724e-07
Position 604: 1.1085021959316065e-07
Position 2028: 7.561331045167021e-09
Position 9912: 2.197301873084858e-09
Position 2206: 5.357012834829626e-11
Position 985: 3.1186601437387154e-16
Position 988: 3.0069780477003683e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9876: 0.9835324490739787
Position 9323: 0.8828278993092039
Position 9708: 0.07366458102744379
Position 9646: 0.07166161122205232
Position 6748: 0.04430557133989218
Position 9711: 0.03738716761270546
Position 9629: 0.024989951217863227
Position 8024: 0.02457929127183927
Position 10089: 0.015047597992535506
Position 620: 0.013869180640781551
Position 9926: 0.013440452128140415
Position 9216: 0.01283075751455265
Position 1607: 0.009071152113911444
Position 10142: 0.008705956759851063
Position 572: 0.0061946187050062485
Position 4161: 0.006089756182489062
Position 9184: 0.004689455686451765
Position 4775: 0.004150895313431589
Position 8067: 0.003610608195932425
Position 1025: 0.0029143276010948397
Position 7815: 0.002903287743692881
Position 3846: 0.002629589421716858
Position 9146: 0.0026015847539026613
Position 663: 0.0017830849958751303
Position 6429: 0.0017561140606266348
Position 6571: 0.0015138727562497383
Position 8868: 0.0014193092973205168
Position 4494: 0.0012996904438130992
Position 640: 0.0011782515435512636
Position 359: 0.0011560250638685688
Position 10173: 0.0011106417126873504
Position 4780: 0.0010486456781316625
Position 9852: 0.001009491854789046
Position 1176: 0.0009721095959122172
Position 7302: 0.0009592446585550514
Position 7178: 0.0008889106308073761
Position 9958: 0.0007794208082284841
Position 985: 0.0007681756825676783
Position 3510: 0.0007527067302423201
Position 9935: 0.0007293850794468725
Position 6608: 0.0006523680415473876
Position 2260: 0.0006497174666518818
Position 7504: 0.0006222423653594296
Position 5669: 0.0006209126981597138
Position 4621: 0.000538123242407999
Position 3404: 0.0005175088053722498
Position 3469: 0.0004988155341215671
Position 3155: 0.00043194683354876164
Position 1182: 0.0003942837104301338
Position 8724: 0.0003825396545376956
Position 870: 0.0003683277220255597
Position 8753: 0.00035921191538419657
Position 4229: 0.00031721794766310826
Position 1041: 0.0003027897544477049
Position 995: 0.00029951166175653344
Position 9938: 0.00025202487342907293
Position 97: 0.00022344426210086008
Position 281: 0.0001960930009913995
Position 6611: 0.00019440302092682898
Position 1108: 0.00018991308576534702
Position 4707: 0.00018645110378382078
Position 4655: 0.00016780331378752166
Position 3186: 0.0001580330706055675
Position 3172: 0.00015533212733047122
Position 865: 0.00015500399583747758
Position 3909: 0.00014200504101479047
Position 6397: 0.00014172822251701822
Position 3074: 0.00013164467965486075
Position 4729: 0.00012580057360966725
Position 2244: 0.00011388395440556412
Position 372: 0.00010753908054954986
Position 597: 0.00010443191998166636
Position 1750: 0.00010442381754741474
Position 2449: 0.00010294521489496509
Position 3342: 0.00010138096152226843
Position 4618: 0.00010060163908359709
Position 9962: 9.731085906211226e-05
Position 3000: 9.460032282894738e-05
Position 3034: 9.077884506951193e-05
Position 402: 7.102356959130008e-05
Position 101: 5.725677041613168e-05
Position 419: 3.645214401583498e-05
Position 198: 2.8660842450122785e-05
Position 2094: 7.75877879435325e-06
Position 3315: 3.988857300700972e-06
Position 3687: 3.64249652385759e-06
Position 4213: 1.3344439736180937e-06
Position 4087: 1.3272819589720497e-06
Position 4026: 1.214191564566749e-06
Position 295: 1.0836203690308608e-06
Position 1059: 9.647385630495987e-07
Position 215: 9.276226923309465e-07
Position 9941: 3.2949460658692485e-07
Position 1828: 2.455746958905732e-07
Position 1906: 2.441738998610406e-07
Position 9997: 2.0506070609794849e-07
Position 6754: 4.952464169860717e-09
Position 5854: 2.8888112376213613e-09
Position 5754: 2.8336952659948234e-09
Position 5861: 2.1767241476223706e-09
Position 5525: 1.280413183455818e-09
Position 3774: 1.912448396989681e-10
Position 1369: 5.185401860002891e-11
Position 2399: 4.697930674794032e-11
Position 2480: 4.3837201472485676e-11
Position 2311: 2.946327281402546e-11
Position 1311: 2.5856015575245395e-11
Position 1646: 1.9903180850759817e-11
Position 3660: 1.1965539813204463e-12
Position 1314: 1.5200775508316097e-13
Position 886: 1.3529401652761878e-13
Position 124: 9.965967481290021e-14
Position 119: 9.86641180240535e-14
Position 505: 5.3202184087623976e-14
Position 333: 3.670385625462058e-14
Position 529: 3.31860946732523e-14
Position 701: 6.1343089232719484e-15
Position 323: 1.6024971934789713e-15
Position 367: 1.1775316847781492e-15
Position 423: 7.533030820236109e-16
Position 429: 6.610460265232946e-17
