Gene = atk
index = 1615
Annotated 5SS: [ 117 5434 7993 8179]
Annotated 3SS: [5240 5492 8054 8233]
SMsplice 5SS: [ 117 5434 7993 8179]
SMsplice 3SS: [5240 5492 8054 8233]
top_k =  500
Partition function (log Z): -0.650206513563521

Sorted 5' Splice Sites (High to Low Probability):
Position 8179: 0.9992312610391272
Position 5434: 0.9927768068851327
Position 7993: 0.9615742600350186
Position 117: 0.38143544079239844
Position 6112: 0.3734196123415895
Position 829: 0.31032238729223566
Position 467: 0.10582362747958818
Position 991: 0.0878642699278518
Position 718: 0.06722934778407264
Position 1415: 0.055064029007942036
Position 6067: 0.04832063051975597
Position 9212: 0.03874877407173887
Position 7947: 0.03287941381570071
Position 9034: 0.03225535858295755
Position 147: 0.020450623149567592
Position 5843: 0.016733680609904846
Position 3042: 0.015849566010981166
Position 3046: 0.014874093375504585
Position 6464: 0.014836500515731524
Position 6178: 0.013309901802368193
Position 8368: 0.01304293649225577
Position 609: 0.012139084615973737
Position 38: 0.01056349223138189
Position 7430: 0.010278758751652094
Position 15: 0.009203292935578354
Position 8746: 0.007919815386115248
Position 3237: 0.007428595646966343
Position 480: 0.007007748528768352
Position 36: 0.006713000627691124
Position 1694: 0.0058933101689927145
Position 6381: 0.005881014153747256
Position 5069: 0.005711826384981383
Position 8676: 0.005634467712882965
Position 2781: 0.005348862368561029
Position 606: 0.004085405747921688
Position 953: 0.0038654394821046024
Position 796: 0.0037907097792565098
Position 5759: 0.0032520856104794617
Position 6103: 0.0032476125626991112
Position 4596: 0.0032405429977129135
Position 1494: 0.003237856373678253
Position 8553: 0.003119691961702851
Position 542: 0.002997902134101607
Position 770: 0.002778342272413936
Position 7529: 0.0025056953955437935
Position 3856: 0.0025055604226983785
Position 5635: 0.0024446604860392626
Position 57: 0.0024157045155698918
Position 601: 0.002198048431918104
Position 4240: 0.0021646034682855256
Position 30: 0.002113757062486978
Position 41: 0.0020928229359076615
Position 4945: 0.002091780484313409
Position 8524: 0.0017804175941913774
Position 395: 0.0017528428345900036
Position 8372: 0.0016789652582870336
Position 657: 0.001520163968568022
Position 209: 0.0014960565400547968
Position 6373: 0.0014940776781212552
Position 9421: 0.0014937376119552453
Position 5860: 0.0012660573989720315
Position 750: 0.0012534472440137905
Position 6199: 0.0011896590128781753
Position 2970: 0.0011657098866379972
Position 4021: 0.0010726034460569025
Position 9395: 0.001048271266596432
Position 5725: 0.0008802650595096026
Position 9362: 0.0005994089577524071
Position 5710: 0.0005384399324654192
Position 5969: 0.0005319559598452887
Position 9169: 0.000514319758176721
Position 9059: 0.0004905565060838348
Position 5722: 0.00045458184544932916
Position 5612: 0.0003861281850414017
Position 2524: 0.0002678894605610594
Position 5943: 0.00024720970454519435
Position 9886: 0.00022697737239117864
Position 9649: 0.00022591175146347825
Position 9005: 0.00020608531708048974
Position 7420: 0.0001891468252860421
Position 9471: 0.00017383061268988687
Position 6116: 0.0001698416030264063
Position 645: 0.0001471933020753921
Position 8480: 0.00014578971267623097
Position 5858: 0.000141836225456089
Position 5575: 0.00013121420022794224
Position 7911: 0.00011387104811147233
Position 8340: 9.094816348193938e-05
Position 6098: 8.778088553867738e-05
Position 8183: 4.463406457263218e-05
Position 47: 4.378778344149992e-05
Position 161: 4.1665761118309066e-05
Position 8172: 3.773428001499069e-05
Position 8255: 3.500333970350282e-05
Position 984: 3.489142664925767e-05
Position 599: 2.3839167035519734e-05
Position 923: 1.986688042784089e-05
Position 10093: 1.9656679358590643e-05
Position 9038: 1.6150164180254264e-05
Position 156: 1.52126686729679e-05
Position 9017: 1.2658684995215978e-05
Position 727: 8.209546622128377e-06
Position 841: 7.955362458261012e-06
Position 6041: 6.4016317372275055e-06
Position 1511: 6.102377849190703e-06
Position 9014: 6.049749445047969e-06
Position 5528: 6.048580330943184e-06
Position 577: 4.8460388650789965e-06
Position 409: 3.389470750435798e-06
Position 5403: 3.032154814565047e-06
Position 5673: 2.287175952194779e-06
Position 6020: 2.042332150295979e-06
Position 8600: 1.673945561740511e-06
Position 8538: 1.1646799896151168e-06
Position 8898: 9.224971438414626e-07
Position 1793: 4.7208477173502414e-07
Position 71: 4.3599105954305326e-07
Position 9166: 2.8798614083824477e-07
Position 200: 8.04013543464315e-08
Position 219: 5.2949410670382424e-08
Position 8131: 4.9051002278477025e-08
Position 289: 2.3825038795939022e-08
Position 8360: 1.3957463299389437e-08
Position 8478: 1.1153420273339113e-08
Position 8145: 5.922753311575141e-09
