Gene = Cds
index = 1064
Annotated 5SS: [  93  608 1447 1787 2029 2579 2795]
Annotated 3SS: [ 166 1321 1689 1851 2089 2662 2858]
SMsplice 5SS: [ 608 1447 1787 2029 2579 2795]
SMsplice 3SS: [1321 1689 1851 2089 2662 2858]
top_k =  500
Partition function (log Z): 17.58991563471845

Sorted 5' Splice Sites (High to Low Probability):
Position 1787: 0.9993121933911482
Position 2795: 0.9980813073321316
Position 2579: 0.9935208729102338
Position 1447: 0.9198392762611907
Position 608: 0.9060708943110767
Position 2029: 0.8179511751845916
Position 93: 0.2860334255130533
Position 3088: 0.27924152899830856
Position 3118: 0.12104415029858707
Position 2033: 0.07140016234062206
Position 1644: 0.049481870270602434
Position 2152: 0.043392606956043106
Position 2014: 0.0311674563976859
Position 2161: 0.03042428752883108
Position 1950: 0.020414329376853564
Position 2185: 0.01683770434840714
Position 2455: 0.014895542576427181
Position 1996: 0.010384285658148256
Position 50: 0.010328239017067005
Position 2011: 0.009797427932592827
Position 127: 0.009091886203068616
Position 625: 0.00753244612565944
Position 1207: 0.006570784996907019
Position 38: 0.006127013574830725
Position 698: 0.004376371845304777
Position 1584: 0.0036863037568171707
Position 3131: 0.0033702946676451486
Position 2338: 0.0031978383337173772
Position 759: 0.0029121749898796344
Position 3172: 0.0028797080260247023
Position 3292: 0.0028135294520564664
Position 2911: 0.002307457590179773
Position 2177: 0.0022826032530599816
Position 1906: 0.0022194912189442157
Position 2026: 0.0021469204419694867
Position 1009: 0.0021259477341893074
Position 1509: 0.0017524849119850533
Position 240: 0.0016459926691237846
Position 716: 0.001505732077305678
Position 2591: 0.0013151688066249385
Position 3623: 0.001166567260994496
Position 2253: 0.001150948335164686
Position 3811: 0.0011280311406066037
Position 1149: 0.0011093071760427493
Position 2225: 0.0009577534036178835
Position 1451: 0.0007185553886802428
Position 2418: 0.0006192078076001783
Position 1791: 0.0005568961251344048
Position 2799: 0.0005434328539932172
Position 1578: 0.0005351453811048896
Position 2583: 0.0005331942541602896
Position 2066: 0.000505368809707534
Position 3255: 0.0005017548717244107
Position 1470: 0.0004249921398163276
Position 232: 0.00039241327144858793
Position 194: 0.0003665070904391402
Position 1623: 0.000274605618686876
Position 3462: 0.00025725233676222317
Position 470: 0.00023961048193315738
Position 20: 0.00023465314863135698
Position 3471: 0.00022634651267403738
Position 3765: 0.00020480323202483477
Position 40: 0.00018625587825544688
Position 32: 0.00017435777240223276
Position 612: 0.00017391033762331417
Position 3106: 0.0001664246303225506
Position 2293: 0.00014567201198274746
Position 1549: 0.0001348383075734379
Position 2432: 0.0001315633128316781
Position 3062: 0.00013015108052838242
Position 2140: 0.00012771558876503313
Position 3456: 0.00012521329600458108
Position 1867: 0.00012418634896452983
Position 172: 0.00010715432345755078
Position 3115: 0.00010080488190649093
Position 223: 9.221264654252078e-05
Position 3214: 8.12703389222616e-05
Position 2209: 7.460475976459063e-05
Position 3279: 7.447932009317738e-05
Position 1091: 7.072099759636167e-05
Position 1133: 5.900701049658567e-05
Position 3787: 5.1755876947425804e-05
Position 1932: 4.6736289498542666e-05
Position 2604: 4.515937711418299e-05
Position 392: 4.1974678119855734e-05
Position 1473: 3.584569010709192e-05
Position 3122: 3.451978712819878e-05
Position 3081: 3.2777494862203266e-05
Position 998: 3.1526274989097265e-05
Position 506: 3.098747990966164e-05
Position 1118: 2.9309296892940496e-05
Position 3458: 2.769344625237498e-05
Position 2940: 1.5254841847233173e-05
Position 702: 1.4913687264175822e-05
Position 2934: 1.3420636312214212e-05
Position 1357: 1.2771111583668854e-05
Position 2611: 1.015979066808828e-05
Position 2122: 8.903540062518677e-06
Position 1761: 8.08132317152803e-06
Position 2751: 7.511472265882762e-06
Position 1861: 6.145200544248782e-06
Position 1854: 5.68423857030011e-06
Position 166: 4.524153963666068e-06
Position 2969: 4.2974746213924084e-06
Position 2915: 4.2633890321138604e-06
Position 2548: 2.6323631416395637e-06
Position 2532: 2.4105397317745454e-06
Position 2318: 1.1700389012506913e-06
Position 366: 1.1011743353198349e-06
Position 2476: 7.773501045831786e-07
Position 2902: 5.518834543405901e-07
Position 2243: 2.0701045271582818e-07
Position 2240: 1.8662171338116552e-07
Position 2725: 1.8005636939821443e-07
Position 2640: 1.586692567487938e-07
Position 1872: 1.2767945700642287e-07
Position 2730: 6.680178332176987e-08
Position 700: 5.941748274079036e-08
Position 3236: 3.803513513837741e-08
Position 1829: 3.400616249196824e-08
Position 2830: 2.574947145460322e-08
Position 1703: 1.9824566860889365e-08
Position 3241: 1.4689061398577368e-08
Position 2108: 9.233450594713243e-09
Position 2156: 1.6749628317209746e-10
Position 2101: 1.3571003586932995e-10
Position 629: 7.32777744579158e-11
Position 1815: 2.784691833766641e-11
Position 1652: 1.1840815342378931e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2858: 0.9984878740472348
Position 1851: 0.995295119623453
Position 1689: 0.9711318499173497
Position 2662: 0.9635278295582544
Position 2089: 0.962909854086913
Position 1321: 0.7117758036321171
Position 3344: 0.3090504611612455
Position 253: 0.10698102735954537
Position 1262: 0.06976653649855644
Position 477: 0.046935859815029256
Position 1156: 0.037557800750064395
Position 184: 0.03753387976462683
Position 2205: 0.03600138920012166
Position 1572: 0.03376374969524202
Position 2634: 0.03236377480620239
Position 2497: 0.031397847996918304
Position 166: 0.030282189331447187
Position 904: 0.029179748152895205
Position 3139: 0.02747814656255775
Position 1613: 0.02611123108745406
Position 758: 0.023968181171622416
Position 2318: 0.023909998003634875
Position 3893: 0.0238685656502393
Position 232: 0.022310946920441076
Position 290: 0.01841798367345941
Position 3319: 0.010571322278746544
Position 2251: 0.010497294926449442
Position 3499: 0.010042043499145874
Position 2269: 0.009635280804861574
Position 970: 0.008227470135741557
Position 876: 0.006893537229757396
Position 825: 0.00647912864883639
Position 3279: 0.005987303288479465
Position 3176: 0.005131605648245524
Position 1549: 0.004657368941889529
Position 3356: 0.004577076447746474
Position 1508: 0.004255442824134852
Position 1246: 0.003782063868841845
Position 366: 0.003644464456174359
Position 1905: 0.0035415773687671953
Position 190: 0.0029561614645292164
Position 755: 0.0028574047312398725
Position 3641: 0.0027529573058249924
Position 386: 0.0026787045172203977
Position 3374: 0.002621251639388537
Position 3765: 0.0023719836586379305
Position 1502: 0.00234909131584401
Position 3563: 0.0022746453715090393
Position 3729: 0.0022262012272104103
Position 206: 0.0020846345520219925
Position 3296: 0.001853016844888689
Position 3653: 0.0014220368375369894
Position 1268: 0.0013713210767816216
Position 2385: 0.0010898412037719427
Position 2380: 0.001009427544700446
Position 891: 0.0009159371804068595
Position 1034: 0.0008600586192364394
Position 3504: 0.0008364479920961632
Position 2640: 0.0008013562557085213
Position 3248: 0.0007158525093397078
Position 3292: 0.0006686479795251476
Position 2962: 0.0006422908322457475
Position 340: 0.0006386967741144183
Position 2512: 0.0006297145267282276
Position 127: 0.0006074481880765823
Position 2476: 0.0005757667407319543
Position 1203: 0.000563506822241531
Position 2953: 0.0004943639953950779
Position 2730: 0.0004718182767537329
Position 1342: 0.0004263900403122367
Position 922: 0.0003698606502978661
Position 3035: 0.00035976086702378565
Position 2560: 0.0003344631060702094
Position 2101: 0.00033274565772188044
Position 1623: 0.0003280920267559381
Position 1866: 0.00029919474349915186
Position 506: 0.0002930489966937593
Position 347: 0.00023076038198743438
Position 1285: 0.0002226583131355497
Position 687: 0.0002041754515214933
Position 305: 0.00019901209602185815
Position 3475: 0.0001917799090740806
Position 3407: 0.00019009493883497306
Position 516: 0.00015782498215283794
Position 3855: 0.00013526876021317604
Position 1999: 0.00012089746143669687
Position 1390: 0.00010903764622549504
Position 456: 8.682252737542274e-05
Position 2395: 8.114442557513371e-05
