Gene = Sse
index = 1526
Annotated 5SS: [ 166  446  981 1398 1751 2134]
Annotated 3SS: [ 249  508 1037 1451 1807 2189]
SMsplice 5SS: [ 166  446  981 1398 1751 2134]
SMsplice 3SS: [ 249  508 1037 1451 1807 2189]
top_k =  500
Partition function (log Z): 11.140384978739384

Sorted 5' Splice Sites (High to Low Probability):
Position 446: 0.9990615415600256
Position 981: 0.9877524410549154
Position 1398: 0.9545288655120198
Position 2134: 0.9500752047276319
Position 166: 0.9393255726295914
Position 1751: 0.8357296628270972
Position 922: 0.06490247687967687
Position 1386: 0.029431396235471675
Position 683: 0.01900078708285723
Position 637: 0.017499192091690794
Position 596: 0.008114643978679621
Position 2014: 0.0068840905410407615
Position 1180: 0.004855166783911444
Position 1719: 0.004156133717154129
Position 1713: 0.0039567483108454765
Position 72: 0.0032714281810122645
Position 2479: 0.0019372860835328006
Position 1598: 0.0014830507416014338
Position 2076: 0.0014252986246620545
Position 1401: 0.0013037901146367608
Position 790: 0.000977779705326241
Position 2103: 0.0007841240999677649
Position 2411: 0.0007308837899772845
Position 1869: 0.0006801337434077486
Position 2467: 0.0005872103033463721
Position 1940: 0.0005743608531349967
Position 2404: 0.0004537763464575329
Position 1749: 0.0004495306047199491
Position 2499: 0.00043228738721829085
Position 1389: 0.0004099806866152464
Position 1986: 0.000360934815195908
Position 796: 0.0003114842431492699
Position 1113: 0.00022645128728952267
Position 2423: 0.00021284627782129173
Position 985: 0.00018328361041152613
Position 1835: 0.00018252753605201876
Position 894: 0.00018175651116188144
Position 860: 0.00016953847826157536
Position 1990: 0.00013984368821810608
Position 1192: 0.00013011200256499465
Position 2460: 0.00011349136541789809
Position 1602: 0.00010134025981594598
Position 2470: 9.748666508783686e-05
Position 1928: 9.547649287134373e-05
Position 2282: 8.811980939652397e-05
Position 961: 7.92488145999778e-05
Position 732: 7.647806818625967e-05
Position 52: 7.392968241850399e-05
Position 1506: 7.164820629785287e-05
Position 1162: 6.563923421042678e-05
Position 1348: 6.493426796943456e-05
Position 941: 5.775437671795604e-05
Position 1147: 5.518119269914984e-05
Position 2054: 5.2824407143064794e-05
Position 318: 5.174300439655772e-05
Position 1535: 4.6260630612340823e-05
Position 2034: 4.6027515483269336e-05
Position 1591: 3.6716925384747914e-05
Position 2315: 3.0188616958091087e-05
Position 1315: 2.8044610103558502e-05
Position 1913: 2.6087325753850445e-05
Position 1116: 2.415470798441144e-05
Position 139: 2.4128457859968523e-05
Position 2267: 2.1277768813383487e-05
Position 667: 2.045732113628879e-05
Position 1338: 1.9702851001064588e-05
Position 2380: 1.94804198535353e-05
Position 106: 1.9242257275441988e-05
Position 2377: 1.633408783275915e-05
Position 130: 1.574997705951336e-05
Position 536: 1.2638327072020279e-05
Position 2385: 1.2290535622638173e-05
Position 147: 1.1881791430016507e-05
Position 1006: 9.55946581547792e-06
Position 19: 8.664076970427286e-06
Position 687: 7.725541374274404e-06
Position 1648: 6.925404787707121e-06
Position 225: 6.707203293643267e-06
Position 1661: 6.568267646237419e-06
Position 231: 6.171246185679862e-06
Position 1149: 5.182069041824817e-06
Position 385: 4.660352896317071e-06
Position 2421: 3.1954600129418167e-06
Position 873: 3.085508426810087e-06
Position 237: 2.6133460791173263e-06
Position 891: 1.505333273124029e-06
Position 2348: 1.2496746084201149e-06
Position 618: 1.1913725996857555e-06
Position 900: 1.052139638721311e-06
Position 1194: 1.0141101612202458e-06
Position 1292: 6.101815549647418e-07
Position 349: 3.0702457794529055e-07
Position 2028: 7.788488914666115e-08
Position 2050: 7.710443424516122e-08
Position 1878: 4.1822166696660276e-08
Position 329: 3.9525578272434354e-08
Position 1626: 3.251853537309001e-08
Position 2139: 2.3990425450969832e-08
Position 294: 1.0701555081185062e-08
Position 335: 5.3601476687093295e-09
Position 1698: 4.492103952195303e-09
Position 1448: 2.566717453891957e-09
Position 685: 1.9265206363298006e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 508: 0.9766266310848938
Position 1037: 0.9737873351341724
Position 1451: 0.9073152973245133
Position 249: 0.9061471303027783
Position 2189: 0.8204535791204597
Position 1807: 0.8188738310468258
Position 2272: 0.08534316056415962
Position 977: 0.06021603665501726
Position 2195: 0.0478315466073676
Position 1493: 0.038011592727987646
Position 317: 0.03591623107334553
Position 1458: 0.024961709347644523
Position 1815: 0.022274892739728287
Position 524: 0.020834486122470467
Position 695: 0.016015774945055874
Position 1209: 0.01558193182674917
Position 654: 0.009255182981727145
Position 1242: 0.008356164644072184
Position 865: 0.0071550788648767705
Position 2543: 0.006593895583670693
Position 2244: 0.0062452885174222395
Position 754: 0.005427051968145736
Position 1482: 0.005308866879689487
Position 793: 0.00498037067703137
Position 1614: 0.004161872783169384
Position 1835: 0.0037113995623740494
Position 1642: 0.0034064799901874256
Position 743: 0.0020164489389550237
Position 1986: 0.0010834858345987225
Position 2276: 0.0007849065535303276
Position 1541: 0.0007673636569140192
Position 2171: 0.0007046890201952737
Position 886: 0.0007037180990695438
Position 1562: 0.0005423009612019585
Position 1099: 0.0004347047435746479
Position 880: 0.0003591705928768986
Position 545: 0.00033852485658881153
Position 796: 0.00033198185441518375
Position 139: 0.00022555406824458434
Position 1134: 0.00020187979811079162
Position 921: 0.00019615527559415684
Position 1313: 0.00014737017504067647
Position 1017: 0.00011008507407998954
Position 1676: 9.785613456443739e-05
Position 1651: 7.43272070546045e-05
Position 1876: 5.851119182816215e-05
Position 667: 4.49433288610614e-05
Position 329: 4.086513417010463e-05
Position 2460: 4.008386153763192e-05
Position 396: 3.2982167370423466e-05
Position 2509: 3.1887830444047765e-05
Position 324: 2.862991558849666e-05
Position 678: 2.7544118352851824e-05
Position 536: 2.7360738961514333e-05
Position 1933: 2.5567586276534113e-05
Position 858: 2.3458902270578e-05
Position 2158: 2.29418903708453e-05
Position 704: 2.1869881633442534e-05
Position 1968: 2.1683568663835444e-05
Position 1292: 1.9295189475798696e-05
Position 1682: 1.8503629735800397e-05
Position 927: 1.7824041344009814e-05
Position 1265: 1.3279389196676077e-05
Position 335: 1.300121980170407e-05
Position 860: 1.2539742155066582e-05
Position 656: 1.1995469945403033e-05
Position 144: 1.0973807662551955e-05
Position 2368: 8.671988314059102e-06
Position 557: 8.158532000285136e-06
Position 623: 6.450863987057707e-06
Position 119: 6.304163518764979e-06
Position 89: 5.470879552344403e-06
Position 383: 2.088895605549866e-06
Position 1324: 1.8716094430533038e-06
Position 981: 1.7909640759592842e-06
Position 566: 1.5597714758349547e-06
Position 594: 1.5282751793572915e-06
Position 275: 1.4753001489255844e-06
Position 929: 5.278125316774882e-07
Position 762: 5.267107516291531e-07
Position 398: 4.438390567618795e-07
Position 554: 3.908889367998981e-07
Position 181: 3.328207821585805e-07
Position 633: 2.687047039719396e-07
Position 299: 2.432929940910053e-07
Position 935: 2.1011893325775517e-07
Position 603: 1.9139568920007293e-07
Position 434: 1.690486359857107e-07
Position 414: 6.132026919929178e-08
Position 187: 2.0472526087577676e-08
Position 164: 1.7021154299047642e-08
Position 113: 6.464498001422077e-09
Position 72: 4.450145470684567e-09
Position 401: 4.153580529851318e-09
Position 64: 4.149844881005899e-09
Position 560: 3.0428076055263724e-09
Position 428: 2.7140046960730185e-09
Position 178: 2.183968294038013e-09
Position 158: 5.824100885809753e-10
Position 575: 3.4470469910313527e-10
Position 596: 4.5300499834011365e-11
Position 572: 4.02552210856471e-11
