Gene = Irbp18
index = 1237
Annotated 5SS: [187]
Annotated 3SS: [313]
SMsplice 5SS: [187]
SMsplice 3SS: [313]
top_k =  500
Partition function (log Z): -7.448295594053844

Sorted 5' Splice Sites (High to Low Probability):
Position 187: 0.958384491226771
Position 360: 0.09243550498983136
Position 407: 0.030301038183493178
Position 465: 0.00951451176451823
Position 208: 0.0008084774496040381
Position 264: 0.0003875520166536427
Position 604: 0.00019384630447532206
Position 156: 0.00011823222054803604
Position 134: 8.63911388352263e-05
Position 423: 3.133724547590941e-05
Position 199: 2.1206669847433082e-05
Position 191: 1.5718341121534937e-05
Position 237: 1.4125874916950173e-05
Position 59: 7.09437626470104e-06
Position 251: 5.480699729876645e-06
Position 618: 4.422654488766839e-06
Position 22: 3.152758430258294e-06
Position 616: 1.2839784981936934e-06
Position 243: 1.054281845474822e-06
Position 607: 9.442379042148476e-07
Position 4: 5.78963993472223e-07
Position 102: 4.151367853189513e-07
Position 646: 1.3716554834600928e-07
Position 629: 1.1550237999380193e-07
Position 317: 6.698291281711868e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 313: 0.8245148646462299
Position 463: 0.11930635298490108
Position 447: 0.07404283208872489
Position 629: 0.04190517978060275
Position 412: 0.014755048420592085
Position 499: 0.00325955376692751
Position 261: 0.002891317481823693
Position 406: 0.0026621992108900156
Position 591: 0.0018753227221746974
Position 322: 0.0013988360294370321
Position 277: 0.0012257557095179366
Position 518: 0.0011654421429169867
Position 673: 0.0006548969543481246
Position 337: 0.0006314247444450704
Position 384: 0.0005608031685316337
Position 689: 0.00045813574196706627
Position 418: 0.00030476312103086013
Position 264: 0.0002848391975883734
Position 532: 0.00014811104473408263
Position 364: 9.136331420674077e-05
Position 678: 7.777165045581043e-05
Position 343: 6.522687076375859e-05
Position 502: 1.6863254414565076e-05
Position 699: 1.2555153441372253e-05
Position 388: 1.0498996269106773e-05
Position 215: 8.936375738286344e-06
Position 478: 3.80440017607249e-06
Position 469: 1.4788344020734054e-06
Position 449: 8.648959116242084e-07
Position 59: 5.689510060911452e-07
Position 197: 4.771054758445883e-07
Position 134: 3.9150986003040696e-07
Position 224: 1.939188497222579e-07
Position 90: 1.3412716107038309e-07
Position 110: 9.666093413045065e-08
Position 92: 5.520587446058981e-08
Position 119: 4.0012009856123246e-08
Position 72: 3.927323508381307e-08
Position 199: 3.2860724058907175e-08
Position 145: 3.1476061331476934e-08
Position 191: 4.958016811374043e-09
Position 186: 3.577210578798425e-09
Position 154: 7.014342510255959e-10
Position 217: 3.843362373738483e-10
Position 174: 2.893262414363154e-10
Position 170: 7.501334731727068e-11
Position 163: 4.6649008212848265e-11
Position 355: 7.920659364533233e-12
Position 219: 7.526845154618694e-12
