Gene = ImpL2
index = 1231
Annotated 5SS: [  245 11221]
Annotated 3SS: [10440 11295]
SMsplice 5SS: [  245 11221 11537]
SMsplice 3SS: [10440 11295 11657]
top_k =  500
Partition function (log Z): -3.418090377482592

Sorted 5' Splice Sites (High to Low Probability):
Position 11221: 0.9952483431099362
Position 245: 0.9760192079447116
Position 11537: 0.6196159896243423
Position 9902: 0.20318345741592622
Position 11698: 0.09167264356284269
Position 9574: 0.08273013947153814
Position 12005: 0.06800768631354095
Position 10704: 0.06390697406381403
Position 11370: 0.05443840968101481
Position 10711: 0.04441568197235629
Position 9790: 0.03221686684015508
Position 752: 0.014911736345757837
Position 3738: 0.012972074721643129
Position 1455: 0.006338783979315237
Position 625: 0.005096257508508968
Position 5188: 0.0048661814516751225
Position 2753: 0.0040373604352130065
Position 2288: 0.003942138851398932
Position 1450: 0.0036890909307792956
Position 756: 0.0032325325127303324
Position 8150: 0.003198615813892484
Position 275: 0.002971328564685297
Position 2262: 0.0029125818534775495
Position 3321: 0.0028316890406568794
Position 8756: 0.0027129567609288923
Position 8328: 0.0024937979655176644
Position 1090: 0.0024342384671210975
Position 765: 0.002027347776977747
Position 8058: 0.0017341810947405609
Position 2272: 0.0016044012501998679
Position 83: 0.0015548018602623242
Position 1061: 0.0014991271974999147
Position 7279: 0.001440367664472167
Position 3072: 0.0012366814272034823
Position 3548: 0.001178888724099746
Position 4783: 0.0011520723081262507
Position 6505: 0.0011353503365721346
Position 6430: 0.0009149574556568622
Position 4412: 0.0009022890544388036
Position 11136: 0.0008503040321280423
Position 11374: 0.0007829974313915235
Position 930: 0.000779390328889186
Position 5895: 0.0007122221909190965
Position 11244: 0.0006698660541783189
Position 212: 0.000608624497719556
Position 8222: 0.0005887149442934841
Position 4618: 0.0005767157589053722
Position 11225: 0.0005522600027649593
Position 11547: 0.0005304750435043061
Position 11478: 0.0005178289695510711
Position 2899: 0.0004850465863814852
Position 8419: 0.00046759955712092087
Position 2278: 0.00045769447731962894
Position 4800: 0.00043649735310406627
Position 11861: 0.0004071430096665447
Position 118: 0.00037136832021751436
Position 174: 0.0003609676030621016
Position 6896: 0.00035361666593538204
Position 1540: 0.00035199484022164677
Position 11498: 0.00015526854738436195
Position 11208: 0.000137815061309397
Position 11528: 0.00011334954615619636
Position 11949: 0.00010643557568037583
Position 11160: 8.534381655815215e-05
Position 2557: 7.927966776357985e-05
Position 1386: 6.1020502794512915e-05
Position 2553: 5.759172805799178e-05
Position 11702: 5.479103382674726e-05
Position 10845: 5.1314419006550685e-05
Position 495: 4.81620355202374e-05
Position 11691: 4.4965620725911705e-05
Position 11674: 4.455027363762051e-05
Position 12042: 3.2002255292429404e-05
Position 194: 2.764714056998482e-05
Position 747: 2.34476790403993e-05
Position 1279: 2.174053578845983e-05
Position 1198: 1.1282525656482875e-05
Position 1458: 1.0065348217273773e-05
Position 11968: 9.83004689850771e-06
Position 257: 8.56695197241988e-06
Position 11052: 6.5705149567284344e-06
Position 1334: 6.200398967408614e-06
Position 658: 5.620584566673801e-06
Position 736: 4.90939795006319e-06
Position 10786: 4.686626061921026e-06
Position 10522: 4.555629695094632e-06
Position 218: 4.41819363439444e-06
Position 1288: 3.967628190115789e-06
