Gene = abo
index = 1607
Annotated 5SS: [1026]
Annotated 3SS: [1082]
SMsplice 5SS: [1026]
SMsplice 3SS: [1082]
top_k =  500
Partition function (log Z): -9.595418368943099

Sorted 5' Splice Sites (High to Low Probability):
Position 1026: 0.5576200706218749
Position 817: 0.33777167113847284
Position 647: 0.08612549398546188
Position 1022: 0.04830376597310248
Position 1202: 0.032110732167225334
Position 363: 0.01960713222522911
Position 611: 0.011496554088035496
Position 606: 0.00895654232682666
Position 788: 0.0036797657853547493
Position 1505: 0.0023350092211694906
Position 1030: 0.001566999447878296
Position 1236: 0.0013974008362585626
Position 212: 0.0012554485409172161
Position 1233: 0.0012065739048161895
Position 958: 0.0011551030777354418
Position 390: 0.0011161775483919845
Position 994: 0.0010613560271420892
Position 1162: 0.0010487534605674875
Position 807: 0.0008396981442689404
Position 663: 0.0008267509957332215
Position 156: 0.0004012170264235035
Position 526: 0.0003155511998088466
Position 75: 0.0002689383941913478
Position 633: 0.00024626427374399595
Position 1206: 0.00022208532232625636
Position 367: 0.00013891106960719083
Position 623: 0.0001385345072872351
Position 346: 0.00011772390131244029
Position 1327: 0.00010800099724029499
Position 953: 0.00010612442572702196
Position 1754: 9.111518050682894e-05
Position 909: 8.469331948638262e-05
Position 352: 7.28587966051715e-05
Position 199: 6.963790203373132e-05
Position 762: 5.994467793029186e-05
Position 1001: 5.8450056034425145e-05
Position 576: 4.765103509096539e-05
Position 1242: 4.632835117156103e-05
Position 681: 1.538060603376854e-05
Position 322: 1.3737316241992987e-05
Position 272: 1.2158774430565943e-05
Position 412: 1.0688963428663064e-05
Position 653: 5.447531547102595e-06
Position 296: 5.4238380842660795e-06
Position 651: 4.854981290190304e-06
Position 521: 4.528135117659578e-06
Position 594: 3.9677462103854735e-06
Position 355: 3.959905324577033e-06
Position 573: 3.84085642745679e-06
Position 404: 2.867483738900121e-06
Position 185: 2.0418122374324225e-06
Position 544: 9.8685945849068e-07
Position 140: 9.344543563711243e-07
Position 1004: 7.292681531879298e-07
Position 3: 5.884010967659824e-07
Position 749: 5.539817690920837e-07
Position 747: 5.443888687240818e-07
Position 792: 3.7474561158195177e-07
Position 976: 2.223724321645687e-07
Position 720: 2.2103891026205102e-07
Position 684: 2.0802284700976034e-07
Position 397: 1.855524319548815e-07
Position 1116: 8.706637101684041e-08
Position 117: 5.6058456696842436e-08
Position 530: 9.071681539381452e-10
Position 528: 6.098649402126734e-10
Position 547: 2.050828759411172e-10
Position 455: 5.399507459981226e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1082: 0.810702139571214
Position 1363: 0.09946173053526096
Position 1086: 0.0805887153016041
Position 762: 0.041823388286678136
Position 935: 0.02784799820882022
Position 909: 0.011481534960119708
Position 872: 0.007879470350000476
Position 1149: 0.0050040321658305995
Position 1444: 0.004612350352819838
Position 674: 0.004205755963678675
Position 1492: 0.004026751327563174
Position 690: 0.0036046041903738907
Position 1432: 0.0029168420556637503
Position 1677: 0.0025615244530802256
Position 833: 0.002158701382114208
Position 468: 0.001864884908332203
Position 1591: 0.0016850651568675074
Position 1501: 0.0014856689148657386
Position 1043: 0.0014838513012078367
Position 788: 0.000813994164719223
Position 882: 0.0007533160586529511
Position 946: 0.0005251507358644491
Position 694: 0.0004897705370711558
Position 1478: 0.0004482837897473749
Position 678: 0.0003932238800394605
Position 470: 0.0003193002504415215
Position 830: 0.0003173540353998979
Position 821: 0.000313522372894453
Position 618: 0.00030145585306205123
Position 311: 0.00028525350993368785
Position 131: 0.00026564464629627685
Position 1738: 0.0002485519734442479
Position 1813: 0.00023974365567928948
Position 976: 0.0002291605161805759
Position 415: 0.0001714837582791659
Position 439: 0.00014710785872588342
Position 850: 0.00010089576715060486
Position 1586: 9.067240208829783e-05
Position 489: 6.575922307466785e-05
Position 1233: 4.600750651330221e-05
Position 289: 4.558667246886674e-05
Position 521: 3.446766240981517e-05
Position 1230: 2.7291237413260296e-05
Position 383: 2.71321566401919e-05
Position 526: 2.498660115063445e-05
Position 836: 1.937709967122451e-05
Position 212: 1.3563148178230035e-05
Position 337: 3.913987226162951e-06
Position 317: 3.208966420666041e-06
Position 540: 2.874758886755493e-06
Position 272: 2.0934494687739243e-06
Position 352: 1.555441319616699e-06
Position 434: 1.0134393980296829e-06
Position 633: 8.797497912587572e-07
Position 436: 4.967495258166042e-07
Position 69: 2.3102621219936881e-07
Position 412: 2.1648153577144418e-07
Position 419: 2.9293948864451138e-08
Position 393: 2.3022006853302885e-08
Position 167: 1.5967535349588022e-08
Position 58: 3.0488204881367076e-09
