Gene = gry
index = 1720
Annotated 5SS: [   63  1084  1369  1865  2326  2818  3113 10707 11565 11818]
Annotated 3SS: [  131  1137  1426  1926  2382  2918 10197 10769 11622 11876]
SMsplice 5SS: [ 1084  1369  1865  2326  2818  3113 10707 11565 11818]
SMsplice 3SS: [ 1137  1426  1926  2382  2918 10197 10769 11622 11876]
top_k =  500
Partition function (log Z): 15.799599182767109

Sorted 5' Splice Sites (High to Low Probability):
Position 2326: 0.9967868108416688
Position 1369: 0.9884152120698401
Position 3113: 0.9836945671912908
Position 11818: 0.9770378941863501
Position 11565: 0.9697165767462433
Position 1865: 0.9546850624715993
Position 1084: 0.9515902480698517
Position 10707: 0.9150445788760954
Position 10948: 0.7044787720792768
Position 2818: 0.5951850096418803
Position 63: 0.4129636375710063
Position 3648: 0.3319602327111223
Position 67: 0.06452614271760636
Position 38: 0.026908060320260236
Position 2699: 0.01942204287112979
Position 2835: 0.014093491674709076
Position 3117: 0.01177616388687572
Position 77: 0.010696846447387045
Position 10404: 0.01042098700319624
Position 1042: 0.009838610581230351
Position 2822: 0.007966168504733228
Position 17: 0.007093484990797527
Position 1357: 0.0066976729678758316
Position 4275: 0.003804840153462521
Position 831: 0.0033870727079660283
Position 4901: 0.0029369815765204633
Position 1653: 0.002642750950717294
Position 3717: 0.0021211800796801373
Position 508: 0.0020869575377826352
Position 1319: 0.0016271246081339926
Position 11154: 0.0014982002357106484
Position 11469: 0.001365373819318877
Position 11900: 0.001303302892699633
Position 21: 0.000988945000906922
Position 2479: 0.00094039689786776
Position 3665: 0.0007602517374972892
Position 2989: 0.0005956995087270919
Position 12176: 0.0005307593863564681
Position 574: 0.000518949698176418
Position 2089: 0.00048372989168907904
Position 3273: 0.00044011773008106663
Position 401: 0.0004207683923749801
Position 2783: 0.000380182690659782
Position 433: 0.00036841105562944427
Position 3007: 0.0003410344773827035
Position 1382: 0.0002986476497861019
Position 638: 0.0002931987066617212
Position 12072: 0.0002928316466717577
Position 634: 0.00025784209503400556
Position 2966: 0.0002548143411052885
Position 229: 0.00019970472099354979
Position 2126: 0.00019769228729086267
Position 3131: 0.0001911034857949753
Position 294: 0.00017352083584707908
Position 245: 0.00017217157340320007
Position 437: 0.00015725428794595146
Position 11441: 0.00014465124397405776
Position 290: 0.00013410634467546286
Position 12074: 0.00013087713105167068
Position 2321: 0.00011421889466873926
Position 4051: 0.00010302893523604595
Position 695: 0.00010192574681393528
Position 641: 9.739042734610845e-05
Position 644: 9.413886754782802e-05
Position 411: 8.763925216119536e-05
Position 4471: 8.39026020310715e-05
Position 12059: 7.910512164625403e-05
Position 11968: 7.463425803793148e-05
Position 764: 7.451721275837837e-05
Position 702: 6.527893254580834e-05
Position 2330: 6.144191411073516e-05
Position 2716: 5.405973007242066e-05
Position 11686: 5.4040232595501945e-05
Position 1873: 5.338261295195397e-05
Position 3420: 4.9980533146451973e-05
Position 3094: 4.6364879466397926e-05
Position 11947: 4.462207270257558e-05
Position 132: 3.719985508863113e-05
Position 495: 3.5980690591629615e-05
Position 12133: 3.329877619470609e-05
Position 3158: 3.2194224403625765e-05
Position 471: 3.019490817047356e-05
Position 700: 2.9606464139080682e-05
Position 370: 2.9258945474088866e-05
Position 431: 2.8764496538653565e-05
Position 110: 2.8345832780160085e-05
Position 2054: 2.6478014548814142e-05
Position 2551: 2.6322826807020564e-05
Position 571: 2.5839785866638658e-05
Position 2182: 1.992009924160527e-05
Position 1793: 1.9917264256570177e-05
Position 4006: 1.8456374246726895e-05
Position 846: 1.642545711208122e-05
Position 1312: 1.6399147105856627e-05
Position 1323: 1.627497614261751e-05
Position 3654: 1.5725746904159018e-05
Position 3110: 1.567048821670111e-05
Position 535: 1.3000069659196216e-05
Position 664: 1.2334658314492609e-05
Position 503: 1.127449075140991e-05
Position 713: 1.1168187753591065e-05
Position 1434: 9.735500250818394e-06
Position 11782: 8.832501368348469e-06
Position 2240: 7.266405726472848e-06
Position 1012: 6.493890181427821e-06
Position 2284: 6.4899605491394035e-06
Position 1648: 5.695037930148649e-06
Position 1625: 5.497343804462398e-06
Position 3098: 5.091104099182727e-06
Position 3786: 3.841713945166985e-06
Position 1882: 3.772393202765268e-06
Position 1702: 3.6552647787490917e-06
Position 12089: 3.449096109918526e-06
Position 2666: 3.1771359276184683e-06
Position 383: 2.997206039072675e-06
Position 1784: 2.5005764270642555e-06
Position 1530: 2.34273106006374e-06
Position 4281: 2.325619590718389e-06
Position 2260: 1.8382185822359308e-06
Position 2207: 1.6718743446780045e-06
Position 2279: 1.3286964354283865e-06
Position 1239: 1.1124516847817667e-06
Position 3944: 9.113190571144139e-07
Position 1298: 6.105998957509172e-07
Position 2193: 4.4228734948197524e-07
Position 284: 4.3651552382965957e-07
Position 3522: 3.0354804088367297e-07
Position 1249: 1.855801939141881e-07
Position 1285: 1.5326847811905973e-07
Position 11931: 1.7750806945765952e-08
Position 11806: 1.3182376446117487e-08
Position 3070: 1.3024764640491969e-08
Position 11812: 1.1758960594718793e-08
Position 3804: 1.085478941316261e-08
Position 2249: 6.8438779379347145e-09
Position 11937: 6.67289296654443e-09
Position 11822: 5.319012574397339e-09
Position 212: 4.476995998996983e-09
Position 12084: 4.476376280210747e-09
Position 194: 1.3773496854142408e-09
Position 1829: 1.2874032682626901e-09
Position 12078: 1.2806793742856892e-09
Position 204: 9.357052644335223e-10
Position 172: 7.964948509999824e-10
Position 11789: 7.565062717363888e-10
Position 12096: 6.1484572972264e-10
Position 1890: 4.089904628970599e-10
Position 919: 3.4503259415900943e-10
Position 2138: 3.201702038660706e-10
Position 2308: 3.091166728744273e-10
Position 1926: 2.982357317103348e-10
Position 2252: 2.955558228123289e-10
Position 2335: 2.6385273256639096e-10
Position 449: 1.6695056380220053e-10
Position 460: 1.535536160650645e-10
Position 11970: 1.4248013071155376e-10
Position 1030: 1.29901041216099e-10
Position 1671: 1.2696801607070783e-10
Position 151: 1.1600775987699446e-10
Position 178: 6.232738970916147e-11
Position 1988: 2.2613167167420182e-11
Position 1956: 1.1846632550068408e-11
Position 2030: 6.0060887832625985e-12
Position 134: 3.5980699071794844e-12
Position 943: 4.791123521336772e-13
Position 1046: 2.3977669378542914e-13
Position 1769: 7.20784235739677e-18
Position 1697: 1.3611452394404798e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 1426: 0.9989550474694907
Position 11622: 0.9981159368225991
Position 10769: 0.998088695840794
Position 2382: 0.9538136074661163
Position 11876: 0.9459150977762891
Position 10197: 0.9264917805833371
Position 1926: 0.9251265009325085
Position 1137: 0.8577708227953221
Position 2918: 0.5471771340586213
Position 147: 0.3110697310316527
Position 3179: 0.2793323452611889
Position 11010: 0.22018500824674198
Position 11108: 0.19695167932321553
Position 131: 0.18112345392275853
Position 11080: 0.14090784085946614
Position 1151: 0.09243307088088232
Position 2879: 0.08329754209410216
Position 11468: 0.055815767276679466
Position 11223: 0.038019605249397084
Position 11391: 0.021726075256885597
Position 887: 0.0165165119903627
Position 12045: 0.014510154385108567
Position 2506: 0.01372299749294447
Position 2415: 0.012500018996532117
Position 151: 0.012108899328753553
Position 11931: 0.01189341174485195
Position 3251: 0.010786439664132931
Position 3066: 0.010672738593977165
Position 3187: 0.010570987145652714
Position 3261: 0.01017224841188581
Position 3536: 0.007910393234236054
Position 2161: 0.007795547013877902
Position 3278: 0.007446345879782991
Position 2125: 0.006739211136557587
Position 1255: 0.005424711762605743
Position 2033: 0.005248615921858834
Position 329: 0.005185771644130229
Position 3237: 0.004798780265850635
Position 11511: 0.0035202041325557917
Position 3334: 0.003282080283592111
Position 2821: 0.003108128490516558
Position 2234: 0.0029812474031728404
Position 2622: 0.002855415936684356
Position 2052: 0.002631880999928071
Position 11894: 0.0025565113921763387
Position 2763: 0.0023064805978889125
Position 2611: 0.002009415454734777
Position 11020: 0.0019271220597213666
Position 3347: 0.0018320010930478862
Position 1709: 0.0017847250433093182
Position 1961: 0.0016784211106874213
Position 4640: 0.0016706213963650159
Position 2982: 0.0015025179256177477
Position 943: 0.001501177615627507
Position 899: 0.0013864168244902499
Position 1285: 0.001281267213278446
Position 12137: 0.0011558057509094594
Position 12224: 0.0010410773115643581
Position 159: 0.0010384874468773208
Position 2089: 0.0010357302134218966
Position 1217: 0.0007415484420997028
Position 2721: 0.0007381174526752751
Position 2095: 0.0006996011763715754
Position 3721: 0.0006932525307908681
Position 11937: 0.0006581163027937481
Position 1261: 0.000648311317609755
Position 12155: 0.0006349426028770415
Position 10798: 0.0005818861470970737
Position 2135: 0.0005534670914814274
Position 1269: 0.0005206635738001158
Position 1487: 0.0004946429526480293
Position 11888: 0.00045389113300871667
Position 11947: 0.00038048714063226293
Position 2239: 0.0003736903222456572
Position 4538: 0.00035414253468695346
Position 4371: 0.00032275224429550526
Position 2452: 0.00032101602078567996
Position 3377: 0.00031759862028614877
Position 11601: 0.0003160436012024457
Position 1207: 0.00030767799276661784
Position 2740: 0.00029979516061999305
Position 271: 0.00028012729454299126
Position 4605: 0.0002626653119136008
Position 508: 0.00024303095842381742
Position 3776: 0.00023843891773644472
Position 12115: 0.0001979692637254555
Position 248: 0.0001884663980838249
Position 586: 0.00018658596085680793
Position 1234: 0.00016792228068284362
Position 110: 0.00015274385680134789
Position 1521: 0.0001400151845912046
Position 3041: 0.00012789347779231577
Position 858: 0.00011179451903565116
Position 1697: 0.00011112197060466062
Position 1717: 0.00011065300399045324
Position 2173: 0.00011030372117963
Position 12238: 0.00010807388173391899
Position 1518: 9.40952751538804e-05
Position 332: 9.370862112721846e-05
Position 2698: 9.277267420857482e-05
Position 1792: 8.994175807082971e-05
Position 3847: 8.91597485606632e-05
Position 1018: 8.533014846366313e-05
Position 2113: 8.279488857166278e-05
Position 4217: 8.254953149641937e-05
Position 2358: 7.953700896160793e-05
Position 1731: 6.300934893639523e-05
Position 212: 5.926885003676849e-05
Position 11745: 5.403950377141056e-05
Position 2457: 4.867917035200114e-05
Position 394: 4.8628714152263966e-05
Position 1712: 4.591893483036749e-05
Position 2578: 4.226304396739024e-05
Position 1743: 4.151269335921608e-05
Position 4121: 3.821000609010324e-05
Position 818: 3.763355735136785e-05
Position 1757: 3.7175796943507574e-05
Position 1312: 3.492710691629985e-05
Position 556: 3.208948151119136e-05
Position 2193: 3.202273379536812e-05
Position 2406: 2.8778562904763713e-05
Position 1201: 2.8253390310913837e-05
Position 12124: 2.7205184047127532e-05
Position 967: 2.6709341668804778e-05
Position 598: 2.450580286432098e-05
Position 777: 2.4503242486448383e-05
Position 718: 2.4471804014976284e-05
Position 1330: 2.439957838156869e-05
Position 1753: 2.2771834549736818e-05
Position 3086: 2.2508318513980055e-05
Position 11581: 2.1468204518793704e-05
Position 2284: 1.7881672786599747e-05
Position 2524: 1.6317003772304158e-05
Position 1784: 1.4513804577067512e-05
Position 220: 1.3861565727194139e-05
Position 1524: 1.3800005369496971e-05
Position 1963: 1.032758414529691e-05
Position 991: 1.012031504665444e-05
Position 1466: 7.83353754444669e-06
Position 2060: 7.726713306969054e-06
Position 12057: 6.939926854003234e-06
Position 803: 5.991702650986732e-06
Position 679: 5.7499396060112855e-06
Position 2635: 5.243063673883405e-06
Position 2702: 4.308702957821838e-06
