Gene = Cpr64Ac
index = 1096
Annotated 5SS: [54]
Annotated 3SS: [115]
SMsplice 5SS: [54]
SMsplice 3SS: [115]
top_k =  500
Partition function (log Z): -5.334513247461311

Sorted 5' Splice Sites (High to Low Probability):
Position 54: 0.998346869223179
Position 717: 0.033373838830655735
Position 311: 0.0110073685073652
Position 341: 0.009256066926567618
Position 277: 0.009199651469727956
Position 714: 0.007063898001945566
Position 214: 0.001057126396366023
Position 657: 0.0004844165800333729
Position 388: 0.0004833540148779899
Position 789: 0.0003466904440332874
Position 682: 0.00034296873126008187
Position 645: 0.000340318806153409
Position 524: 0.0002823173912460942
Position 376: 0.0002813621391949268
Position 414: 0.00016676452089248216
Position 121: 0.00010323131419901671
Position 725: 9.507553421078857e-05
Position 326: 8.542907474639635e-05
Position 395: 4.7717184740508255e-05
Position 503: 2.8138794868719623e-05
Position 443: 2.4020425652694976e-05
Position 651: 2.314694978668525e-05
Position 762: 2.042495697999214e-05
Position 728: 8.276199736567728e-06
Position 58: 6.071247083070081e-06
Position 736: 5.479414176279223e-06
Position 569: 4.500186011567577e-06
Position 596: 2.6146089521396357e-06
Position 71: 2.318463004677677e-06
Position 605: 2.295274101462133e-06
Position 142: 2.2700954426843207e-06
Position 455: 1.8542426390118535e-06
Position 545: 1.8147294097598176e-06
Position 452: 9.601028375782465e-07
Position 149: 1.9566313100389268e-08
Position 83: 1.6718986884547482e-08
Position 332: 1.6287736120533475e-08
Position 560: 1.094717027332761e-09
Position 152: 1.0285910042046728e-10
Position 125: 6.42751086802676e-11
Position 347: 2.0368475716925086e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 115: 0.9348777874257223
Position 376: 0.06343922536706298
Position 766: 0.05567872876668996
Position 310: 0.007968381876127282
Position 427: 0.004630950951294909
Position 381: 0.001628820824718766
Position 785: 0.0012255276804105767
Position 842: 0.0012223729329049508
Position 502: 0.0003696772806985455
Position 465: 0.0002717056282803185
Position 214: 0.00026226017642472037
Position 424: 0.00020535470919711617
Position 340: 0.00019914908980184147
Position 433: 0.00015452198580025248
Position 523: 8.90734407234557e-05
Position 622: 7.691666819305378e-05
Position 553: 6.191146119125153e-05
Position 856: 3.3079706384122277e-05
Position 867: 2.4375911709133068e-05
Position 430: 2.436968514725858e-05
Position 714: 1.4635632784199679e-05
Position 942: 1.1882983466951274e-05
Position 911: 8.2741250213765e-06
Position 556: 8.04488955353096e-06
Position 670: 4.336328324400141e-06
Position 587: 3.067364948065639e-06
Position 736: 2.3880788183747605e-06
Position 720: 1.883647543042053e-06
Position 395: 4.378950963225343e-14
Position 355: 1.5706129318022316e-14
