Gene = dpr19
index = 1674
Annotated 5SS: [ 386 1221 1775 2054 2232 2697]
Annotated 3SS: [1079 1628 1842 2119 2322 2754]
SMsplice 5SS: [ 717 1775 2054 2232 2697]
SMsplice 3SS: [1628 1842 2119 2322 2754]
top_k =  500
Partition function (log Z): 5.199368724512887

Sorted 5' Splice Sites (High to Low Probability):
Position 1775: 0.9965971321525653
Position 2697: 0.9773219930706798
Position 2054: 0.9070717810122061
Position 2232: 0.8678014090593879
Position 717: 0.6935358013286677
Position 1349: 0.14161101775408155
Position 1221: 0.13077173351910085
Position 273: 0.09938363366599373
Position 386: 0.09077082978297897
Position 2259: 0.06534531517350198
Position 2964: 0.032239640081022085
Position 2250: 0.020036466089359675
Position 153: 0.01833582646749135
Position 3018: 0.0178241057402676
Position 2591: 0.014865452570085673
Position 3138: 0.01315970225604899
Position 3317: 0.00570939837927818
Position 52: 0.005441378110974509
Position 743: 0.00348185862071076
Position 789: 0.0030864980612726697
Position 1416: 0.0027396356669381386
Position 509: 0.002162861946590578
Position 3321: 0.0020735643083414973
Position 3525: 0.0017131064607541265
Position 2928: 0.0015914420523911624
Position 1099: 0.001305487154972071
Position 532: 0.0012086143788776632
Position 3541: 0.001173758978031449
Position 2925: 0.0011534660141880758
Position 1567: 0.0011173261413566665
Position 1988: 0.0008473138716902237
Position 3369: 0.0007902414496305612
Position 2000: 0.0006588947217431919
Position 3333: 0.0006426485356288129
Position 655: 0.0006315654039161696
Position 355: 0.0005222075509098534
Position 1283: 0.000504830641131682
Position 1757: 0.0004882403301747589
Position 683: 0.0003833703373276463
Position 984: 0.0003789462752530876
Position 2681: 0.0003738835813773411
Position 107: 0.00037330369772482135
Position 665: 0.00036544031153630443
Position 1120: 0.0003392613033859199
Position 3363: 0.00032477166479959223
Position 2096: 0.00029419579773545145
Position 777: 0.00026944490745125073
Position 572: 0.0002647229690458231
Position 483: 0.00023395459937521464
Position 1231: 0.0002070152141801721
Position 578: 0.0001929957073873504
