Gene = Ptth
index = 1393
Annotated 5SS: [383 816]
Annotated 3SS: [491 873]
SMsplice 5SS: [383 816]
SMsplice 3SS: [491 873]
top_k =  500
Partition function (log Z): -6.2020875336541215

Sorted 5' Splice Sites (High to Low Probability):
Position 816: 0.8301983152254163
Position 383: 0.7188456893336111
Position 268: 0.055513481989397956
Position 585: 0.029937692700992488
Position 1003: 0.02992287523475796
Position 221: 0.012177180197496652
Position 810: 0.011741537995503088
Position 637: 0.008710719511784749
Position 1116: 0.0035778474960808243
Position 734: 0.003532816632742789
Position 379: 0.002769984287540155
Position 4: 0.0012287449916972015
Position 231: 0.001030016587313037
Position 571: 0.0007077612306831652
Position 178: 0.0007018710600846611
Position 113: 0.0004974549184712077
Position 1090: 0.0004970119824339583
Position 308: 0.00043835373625614855
Position 353: 0.0003101424116303428
Position 1130: 0.00018201190134501326
Position 708: 0.0001480834898260283
Position 205: 0.00012045357273217844
Position 1009: 0.00011484647105204117
Position 589: 6.0148988146637304e-05
Position 762: 5.9810316907168034e-05
Position 387: 5.8672962437084046e-05
Position 41: 4.7262653094052806e-05
Position 8: 3.607611994709104e-05
Position 342: 3.2932708722639985e-05
Position 655: 1.808223723641458e-05
Position 193: 1.7144867639284834e-05
Position 181: 1.689570277487216e-05
Position 184: 9.734012954787501e-06
Position 198: 6.5022988989093225e-06
Position 673: 6.025686435463676e-06
Position 186: 2.767253069647242e-06
Position 1029: 2.0297782509407763e-06
Position 550: 2.0018453757267594e-06
Position 554: 7.048530885982818e-07
Position 215: 1.8346665855918724e-07
Position 841: 8.498078838776112e-08
Position 928: 6.195435676408634e-08
Position 896: 4.8323134937655896e-08
Position 491: 4.279579544260194e-08
Position 484: 1.1245499761567848e-08
Position 289: 1.407039347781123e-09
Position 783: 1.3616355745087562e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 873: 0.9258692545187123
Position 491: 0.4363996972462209
Position 696: 0.06825231182098687
Position 550: 0.05388867568242151
Position 795: 0.04328947863370197
Position 328: 0.034489039931173394
Position 540: 0.02809046248825997
Position 1074: 0.02223414394263547
Position 526: 0.02212930013304416
Position 722: 0.019582122525110057
Position 267: 0.009283925787471583
Position 1170: 0.007954954805601409
Position 986: 0.007316469799660288
Position 554: 0.006390056657094492
Position 436: 0.006281278684833151
Position 1059: 0.00403026049359941
Position 433: 0.0031630872378842216
Position 655: 0.002744421251293872
Position 673: 0.002588175967602067
Position 330: 0.0022140590763137344
Position 220: 0.0018762884850705628
Position 679: 0.0014979657757574266
Position 755: 0.0009897456125925396
Position 623: 0.0006151609315851739
Position 1180: 0.00041554932748797514
Position 308: 0.00030518923137771504
Position 562: 0.0002890079937075253
Position 836: 0.00027687184769284066
Position 637: 0.00011975730605159954
Position 698: 0.00011107535295045963
Position 570: 0.0001019606957378816
Position 363: 7.465414470227903e-05
Position 595: 5.8931015345365084e-05
Position 93: 4.962255891925505e-05
Position 336: 4.531682029737168e-05
Position 446: 4.094536410151781e-05
Position 1008: 3.639191984604896e-05
Position 1116: 3.5816845833242575e-05
Position 617: 3.12322113374652e-05
Position 626: 2.8402827632603188e-05
Position 1126: 1.3978771276279404e-05
Position 845: 1.3755960300663243e-05
Position 105: 1.30219852054728e-05
Position 339: 1.2717700468834852e-05
Position 1020: 1.1584406205535184e-05
Position 620: 1.0982598860641402e-05
Position 144: 5.895674495681271e-06
Position 75: 2.5351586577877815e-06
Position 342: 2.0134283328112474e-06
Position 102: 1.2900001835620528e-06
Position 357: 8.658206411627237e-07
Position 108: 6.402686808551716e-07
Position 277: 5.464311506544895e-07
Position 417: 5.405858888577189e-07
Position 66: 3.582448898860599e-07
Position 387: 1.4040849621783138e-07
Position 279: 6.504616975640531e-08
Position 879: 4.44270664536573e-08
Position 347: 3.016694503162141e-08
Position 198: 2.1846598651178003e-08
Position 122: 1.9899516434948888e-08
Position 110: 4.200524459858256e-09
Position 369: 1.872684181792574e-09
Position 113: 1.5623480021333144e-09
Position 158: 1.5765639445130715e-15
Position 127: 2.8641160369630246e-17
