Gene = ics
index = 1732
Annotated 5SS: [ 583 1493 2743]
Annotated 3SS: [1331 2120 2805]
SMsplice 5SS: [ 307 1493 2743]
SMsplice 3SS: [1331 2120 2805]
top_k =  500
Partition function (log Z): 4.5522863270356195

Sorted 5' Splice Sites (High to Low Probability):
Position 2743: 0.9989118435613004
Position 1493: 0.921946405988128
Position 307: 0.5799002367460033
Position 583: 0.48764008570793504
Position 2468: 0.32978982624014574
Position 2394: 0.1642932301995558
Position 961: 0.12145379516895662
Position 1561: 0.03791141615472774
Position 375: 0.022564629757669184
Position 2406: 0.017346529412115154
Position 1611: 0.013754539647357242
Position 335: 0.010466978886348344
Position 587: 0.010196993091439954
Position 2978: 0.009197330691844259
Position 2943: 0.008911134382366678
Position 1632: 0.008191144849204824
Position 247: 0.007607540652138566
Position 22: 0.006910411265148453
Position 2952: 0.003636567452314969
Position 237: 0.0034582631700380523
Position 990: 0.0024379630590145563
Position 936: 0.002016922849342201
Position 774: 0.0019402007055794826
Position 921: 0.0015197596698551506
Position 302: 0.001513961590661042
Position 272: 0.0015010167192944794
Position 1119: 0.0011932022164922323
Position 593: 0.0011366875750944783
Position 1776: 0.0010923499174136002
Position 873: 0.0010825417048967018
Position 2472: 0.0010220404092543523
Position 596: 0.001010187925401652
Position 2956: 0.0009635776347225767
Position 1497: 0.000873112401726111
Position 422: 0.0008042404162472262
Position 552: 0.000794135057966245
Position 2008: 0.0007457402305112023
Position 1650: 0.000618393625709883
Position 2896: 0.0005678668179728127
Position 2452: 0.0005621667589585046
Position 35: 0.0004896778841596961
Position 415: 0.000489645394696519
Position 1817: 0.00047597761366489807
Position 1549: 0.0004743246550667001
Position 2074: 0.00046435812278065397
Position 2537: 0.000392076141342993
Position 1763: 0.0003663408090778657
Position 2171: 0.0003482279217165946
Position 410: 0.0003385136610350146
Position 2994: 0.00029376663332700287
Position 932: 0.00027898823889983837
Position 2339: 0.0002777349470808863
Position 520: 0.0002775014718164272
Position 2384: 0.0002437004239304035
Position 2428: 0.00024012837052777092
Position 428: 0.0002288660942864645
Position 390: 0.0002170921752405864
Position 567: 0.00020361640866040553
Position 2941: 0.0001365942151193174
Position 2959: 0.00012838935407981554
Position 191: 0.00012022814420781148
Position 2972: 0.00011563339531582534
Position 608: 8.976099268154785e-05
Position 892: 8.39949381593522e-05
Position 1565: 8.032058894741298e-05
Position 1636: 7.996345571190347e-05
Position 956: 7.29826217931095e-05
Position 436: 7.106360421336915e-05
Position 1491: 6.477343694597086e-05
Position 2019: 6.010630863685445e-05
Position 1228: 5.319174159830081e-05
Position 534: 5.1829188219648575e-05
Position 2505: 4.9589702065701645e-05
Position 1798: 4.624756988498187e-05
Position 817: 4.590543294683826e-05
Position 1754: 4.525054985914733e-05
Position 2348: 3.112045416429533e-05
Position 1405: 2.8773509936663497e-05
Position 730: 1.9879216134363025e-05
Position 29: 1.931742171039539e-05
Position 420: 1.4207634694944367e-05
Position 2178: 1.3253424388357108e-05
Position 2747: 1.3023466763512746e-05
Position 292: 1.2976422987824899e-05
Position 3012: 1.286818911119365e-05
Position 1796: 1.1504837097254068e-05
Position 845: 1.030020517772859e-05
Position 345: 9.84672044741595e-06
Position 2947: 9.039062862574529e-06
Position 479: 6.646287934597127e-06
Position 426: 6.022784379247926e-06
Position 450: 4.667597942676048e-06
Position 2635: 3.915123000999204e-06
Position 3025: 3.5248875648084e-06
Position 2549: 3.5234832471947457e-06
Position 2288: 3.07316257728172e-06
Position 1440: 2.859044916265636e-06
Position 311: 2.660772657692417e-06
Position 2666: 2.321056774699766e-06
Position 1479: 1.921717341196593e-06
Position 2708: 1.341791480302062e-06
Position 2591: 5.743963970372417e-07
Position 1375: 5.410337314026835e-07
Position 44: 3.9112044972879897e-07
Position 468: 3.1292968671242195e-07
Position 2249: 7.145883441750054e-08
Position 2260: 6.350598201552901e-08
Position 460: 3.0670988042518136e-08
Position 2776: 1.058982905789936e-08
Position 61: 4.113915991165181e-09
Position 72: 1.4110173645533476e-09
Position 2838: 3.0845280913358943e-10
Position 2639: 1.3928387990826062e-11
Position 2421: 8.092562702384888e-12
Position 525: 2.949646657180193e-12
Position 392: 1.2200914751522086e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2805: 0.9985975423918138
Position 2120: 0.9847400296049328
Position 1331: 0.9679447796234296
Position 2583: 0.5070076927381683
Position 409: 0.150155554848337
Position 375: 0.07934144356126407
Position 895: 0.02371675922168229
Position 3040: 0.020595005068637495
Position 809: 0.006520192204768361
Position 2537: 0.005200422256019486
Position 72: 0.004664524353137654
Position 1260: 0.004530911776211104
Position 2464: 0.00401662340775118
Position 856: 0.0037396104312295694
Position 2467: 0.003612895590714576
Position 3071: 0.003339554148140983
Position 2383: 0.002715468601988852
Position 350: 0.002696108011421805
Position 328: 0.002647196112914306
Position 744: 0.0023618185948337555
Position 2233: 0.0016217078122448402
Position 2164: 0.0015463497140156693
Position 436: 0.0012411981985655188
Position 520: 0.0009203375595926988
Position 735: 0.0009116389212378106
Position 769: 0.0007298425186462363
Position 1630: 0.0006716264378178751
Position 1579: 0.0006703218077880584
Position 2831: 0.0006683735805324263
Position 479: 0.0006467375547269526
Position 873: 0.000595815082585731
Position 2491: 0.0005769787511363791
